,normalized_url,unibi_word,tfidf,avg_rating
4689,jot.co,jot_tablespoon,2.8109302162163288,5.0
4692,jot.co,jot_try,2.8109302162163288,4.5
4705,jot.co,keep_going,2.8109302162163288,5.0
4707,jot.co,keep_rotation,2.8109302162163288,4.5
4725,jot.co,larger,2.8109302162163288,4.0
4736,jot.co,latte_add,2.8109302162163288,4.5
4746,jot.co,latte_morning,2.8109302162163288,5.0
4752,jot.co,law,2.8109302162163288,5.0
4796,jot.co,little_le,2.8109302162163288,5.0
4808,jot.co,local_coffee,2.8109302162163288,5.0
4814,jot.co,long_time,2.8109302162163288,5.0
4863,jot.co,magic,2.8109302162163288,5.0
4887,jot.co,make_pot,2.8109302162163288,4.5
4896,jot.co,make_taste,2.8109302162163288,4.5
4953,jot.co,milk_delicious,2.8109302162163288,5.0
4969,jot.co,milk_tablespoon,2.8109302162163288,3.0
4972,jot.co,min,2.8109302162163288,5.0
4997,jot.co,mix_water,2.8109302162163288,5.0
5015,jot.co,month,2.8109302162163288,5.0
5037,jot.co,much_bitter,2.8109302162163288,3.0
5087,jot.co,normally,2.8109302162163288,5.0
5122,jot.co,one_tasting,2.8109302162163288,5.0
5123,jot.co,one_thing,2.8109302162163288,4.5
5125,jot.co,online,2.8109302162163288,3.0
5145,jot.co,organic_fair,2.8109302162163288,5.0
5156,jot.co,ounce,2.8109302162163288,5.0
5171,jot.co,packaged,2.8109302162163288,3.0
5184,jot.co,packed_well,2.8109302162163288,5.0
5217,jot.co,perfect_balance,2.8109302162163288,4.5
5227,jot.co,perfect_taste,2.8109302162163288,5.0
5228,jot.co,perfect_way,2.8109302162163288,5.0
5314,jot.co,prep,2.8109302162163288,5.0
5337,jot.co,pricey,2.8109302162163288,4.5
5344,jot.co,problem,2.8109302162163288,5.0
5358,jot.co,protective,2.8109302162163288,5.0
5370,jot.co,pump,2.8109302162163288,5.0
5375,jot.co,purchased,2.8109302162163288,3.0
5382,jot.co,putting,2.8109302162163288,5.0
5398,jot.co,quarter,2.8109302162163288,4.0
5405,jot.co,quick_coffee,2.8109302162163288,5.0
5424,jot.co,real_coffee,2.8109302162163288,4.5
5455,jot.co,recommended_friend,2.8109302162163288,5.0
5464,jot.co,refreshing,2.8109302162163288,5.0
5472,jot.co,reminds,2.8109302162163288,4.0
5475,jot.co,repeat,2.8109302162163288,5.0
5487,jot.co,requires,2.8109302162163288,5.0
5513,jot.co,road_trip,2.8109302162163288,4.5
5520,jot.co,rotation,2.8109302162163288,4.5
5526,jot.co,run,2.8109302162163288,5.0
5532,jot.co,safe,2.8109302162163288,3.0
5559,jot.co,saying,2.8109302162163288,5.0
5608,jot.co,shop_quality,2.8109302162163288,5.0
5623,jot.co,simple_delicious,2.8109302162163288,5.0
5652,jot.co,slump,2.8109302162163288,5.0
5661,jot.co,smooth_full,2.8109302162163288,5.0
5669,jot.co,smooth_tasting,2.8109302162163288,5.0
5709,jot.co,space_fridge,2.8109302162163288,5.0
5766,jot.co,started_jot,2.8109302162163288,5.0
5781,jot.co,stop,2.8109302162163288,5.0
5798,jot.co,strong_make,2.8109302162163288,5.0
5861,jot.co,syrup_ice,2.8109302162163288,5.0
5889,jot.co,take_tablespoon,2.8109302162163288,3.0
5915,jot.co,taste_convenient,2.8109302162163288,4.5
6005,jot.co,thought_would,2.8109302162163288,3.0
6025,jot.co,time_iced,2.8109302162163288,5.0
6047,jot.co,took,2.8109302162163288,5.0
6051,jot.co,toss,2.8109302162163288,5.0
6092,jot.co,try_coffee,2.8109302162163288,3.0
6110,jot.co,turn,2.8109302162163288,5.0
6126,jot.co,ultra_coffee,2.8109302162163288,5.0
6169,jot.co,useful,2.8109302162163288,4.5
6183,jot.co,value,2.8109302162163288,4.0
6187,jot.co,vanilla_ice,2.8109302162163288,5.0
6189,jot.co,vanilla_syrup,2.8109302162163288,5.0
6194,jot.co,visit,2.8109302162163288,5.0
6217,jot.co,wanting,2.8109302162163288,5.0
6227,jot.co,water_cup,2.8109302162163288,5.0
6241,jot.co,water_tablespoon,2.8109302162163288,3.0
6252,jot.co,way_start,2.8109302162163288,5.0
6286,jot.co,whole_milk,2.8109302162163288,5.0
6339,jot.co,write,2.8109302162163288,5.0
3145,jot.co,able_adjust,1.4054651081081644,5.0
3146,jot.co,able_drink,1.4054651081081644,2.0
3147,jot.co,able_high,1.4054651081081644,5.0
3148,jot.co,absolute,1.4054651081081644,5.0
3149,jot.co,absolutely_brand,1.4054651081081644,5.0
3150,jot.co,absolutely_buying,1.4054651081081644,5.0
3152,jot.co,absolutely_obsessed,1.4054651081081644,5.0
3153,jot.co,absolutely_one,1.4054651081081644,5.0
3154,jot.co,absolutely_perfect,1.4054651081081644,5.0
3155,jot.co,absolutely_repeat,1.4054651081081644,5.0
3156,jot.co,absolutely_thrilled,1.4054651081081644,5.0
3157,jot.co,abuse,1.4054651081081644,4.0
3158,jot.co,abuse_military,1.4054651081081644,4.0
3159,jot.co,accessible,1.4054651081081644,5.0
3160,jot.co,accessible_per,1.4054651081081644,5.0
3161,jot.co,accomplishes,1.4054651081081644,5.0
3162,jot.co,accomplishes_give,1.4054651081081644,5.0
3163,jot.co,according,1.4054651081081644,5.0
3164,jot.co,according_recipe,1.4054651081081644,5.0
3165,jot.co,achieve,1.4054651081081644,5.0
3166,jot.co,achieve_dark,1.4054651081081644,5.0
3167,jot.co,acid,1.4054651081081644,5.0
3168,jot.co,acid_burnt,1.4054651081081644,5.0
3169,jot.co,acidic_taste,1.4054651081081644,5.0
3170,jot.co,acidity_bitterness,1.4054651081081644,5.0
3171,jot.co,acidity_coffee,1.4054651081081644,5.0
3172,jot.co,acidy,1.4054651081081644,5.0
3173,jot.co,acidy_taste,1.4054651081081644,5.0
3174,jot.co,across_jot,1.4054651081081644,4.0
3175,jot.co,actualizing,1.4054651081081644,5.0
3176,jot.co,actualizing_moment,1.4054651081081644,5.0
3177,jot.co,actually_blew,1.4054651081081644,5.0
3178,jot.co,actually_sure,1.4054651081081644,5.0
3179,jot.co,add_additional,1.4054651081081644,1.0
3180,jot.co,add_almond,1.4054651081081644,4.0
3181,jot.co,add_drink,1.4054651081081644,5.0
3182,jot.co,add_glass,1.4054651081081644,5.0
3183,jot.co,add_greek,1.4054651081081644,5.0
3184,jot.co,add_next,1.4054651081081644,5.0
3185,jot.co,add_oatmilk,1.4054651081081644,5.0
3186,jot.co,add_one,1.4054651081081644,5.0
3187,jot.co,add_serving,1.4054651081081644,5.0
3188,jot.co,add_shot,1.4054651081081644,5.0
3189,jot.co,add_small,1.4054651081081644,5.0
3190,jot.co,add_spoon,1.4054651081081644,5.0
3191,jot.co,add_sweetener,1.4054651081081644,4.0
3193,jot.co,add_tea,1.4054651081081644,1.0
3194,jot.co,add_tried,1.4054651081081644,5.0
3195,jot.co,added_dr,1.4054651081081644,4.0
3196,jot.co,added_protien,1.4054651081081644,5.0
3197,jot.co,added_splash,1.4054651081081644,5.0
3198,jot.co,added_spoon,1.4054651081081644,5.0
3199,jot.co,adding_bit,1.4054651081081644,5.0
3200,jot.co,addition,1.4054651081081644,5.0
3201,jot.co,addition_morning,1.4054651081081644,5.0
3202,jot.co,additional,1.4054651081081644,1.0
3203,jot.co,additional_tablespoon,1.4054651081081644,1.0
3205,jot.co,adjust_amount,1.4054651081081644,5.0
3207,jot.co,affogatos,1.4054651081081644,5.0
3208,jot.co,affogatos_one,1.4054651081081644,5.0
3209,jot.co,afraid_x,1.4054651081081644,5.0
3210,jot.co,afternoon_always,1.4054651081081644,5.0
3211,jot.co,afternoon_calculated,1.4054651081081644,5.0
3212,jot.co,afternoon_cup,1.4054651081081644,4.0
3213,jot.co,afternoon_iced,1.4054651081081644,5.0
3214,jot.co,afternoon_slump,1.4054651081081644,5.0
3215,jot.co,aftertaste_easy,1.4054651081081644,5.0
3216,jot.co,aftertaste_find,1.4054651081081644,5.0
3217,jot.co,ago,1.4054651081081644,5.0
3218,jot.co,ago_need,1.4054651081081644,5.0
3219,jot.co,agree,1.4054651081081644,3.0
3220,jot.co,agree_poster,1.4054651081081644,3.0
3221,jot.co,aisle,1.4054651081081644,4.0
3222,jot.co,aisle_might,1.4054651081081644,4.0
3223,jot.co,aka,1.4054651081081644,5.0
3224,jot.co,aka_embarrassing,1.4054651081081644,5.0
3225,jot.co,almost_buck,1.4054651081081644,4.0
3226,jot.co,almost_everyday,1.4054651081081644,4.0
3227,jot.co,almost_instantly,1.4054651081081644,5.0
3228,jot.co,already_finished,1.4054651081081644,5.0
3229,jot.co,already_huge,1.4054651081081644,5.0
3230,jot.co,already_made,1.4054651081081644,5.0
3231,jot.co,already_oxidized,1.4054651081081644,5.0
3232,jot.co,already_quite,1.4054651081081644,3.0
3233,jot.co,altenative,1.4054651081081644,5.0
3234,jot.co,altenative_coffee,1.4054651081081644,5.0
3235,jot.co,alter_flavor,1.4054651081081644,5.0
3236,jot.co,alternative_instant,1.4054651081081644,5.0
3237,jot.co,always_drink,1.4054651081081644,5.0
3238,jot.co,always_else,1.4054651081081644,5.0
3239,jot.co,always_looking,1.4054651081081644,4.0
3240,jot.co,always_loved,1.4054651081081644,5.0
3241,jot.co,always_make,1.4054651081081644,5.0
3242,jot.co,always_mean,1.4054651081081644,5.0
3243,jot.co,always_right,1.4054651081081644,5.0
3244,jot.co,always_underwhelm,1.4054651081081644,5.0
3245,jot.co,amazing_absolutely,1.4054651081081644,5.0
3246,jot.co,amazing_alternative,1.4054651081081644,5.0
3247,jot.co,amazing_buzz,1.4054651081081644,5.0
3249,jot.co,amazing_cold,1.4054651081081644,5.0
3250,jot.co,amazing_delicious,1.4054651081081644,5.0
3251,jot.co,amazing_pinch,1.4054651081081644,5.0
3252,jot.co,amazing_recommended,1.4054651081081644,5.0
3253,jot.co,amazing_smooth,1.4054651081081644,5.0
3254,jot.co,amazing_sure,1.4054651081081644,5.0
3255,jot.co,amazing_teaspoon,1.4054651081081644,5.0
3256,jot.co,amazing_time,1.4054651081081644,5.0
3259,jot.co,americano_iced,1.4054651081081644,5.0
3260,jot.co,americano_thing,1.4054651081081644,5.0
3261,jot.co,americanos,1.4054651081081644,5.0
3262,jot.co,americanos_splash,1.4054651081081644,5.0
3263,jot.co,amount_concentrate,1.4054651081081644,5.0
3264,jot.co,amount_creamer,1.4054651081081644,5.0
3265,jot.co,another_brand,1.4054651081081644,5.0
3266,jot.co,another_camping,1.4054651081081644,5.0
3267,jot.co,another_coffee,1.4054651081081644,5.0
3268,jot.co,another_plus,1.4054651081081644,5.0
3269,jot.co,anxiety_absolutely,1.4054651081081644,5.0
3270,jot.co,anxious,1.4054651081081644,5.0
3271,jot.co,anxious_try,1.4054651081081644,5.0
3272,jot.co,anymore_different,1.4054651081081644,5.0
3273,jot.co,anyone_like,1.4054651081081644,5.0
3274,jot.co,anything_special,1.4054651081081644,1.0
3275,jot.co,anyway_needle,1.4054651081081644,1.0
3276,jot.co,anywhere_flavor,1.4054651081081644,5.0
3277,jot.co,apothecary,1.4054651081081644,4.0
3278,jot.co,apothecary_arriving,1.4054651081081644,4.0
3279,jot.co,appliance,1.4054651081081644,5.0
3280,jot.co,appliance_gross,1.4054651081081644,5.0
3281,jot.co,appreciate_compact,1.4054651081081644,5.0
3282,jot.co,appreciate_home,1.4054651081081644,5.0
3283,jot.co,appreciate_pretty,1.4054651081081644,5.0
3284,jot.co,appreciate_size,1.4054651081081644,5.0
3285,jot.co,appreciate_subscription,1.4054651081081644,2.0
3286,jot.co,approve,1.4054651081081644,5.0
3287,jot.co,approved,1.4054651081081644,5.0
3288,jot.co,approved_jot,1.4054651081081644,5.0
3289,jot.co,aroma_jot,1.4054651081081644,5.0
3290,jot.co,aromatic,1.4054651081081644,5.0
3291,jot.co,aromatic_convenient,1.4054651081081644,5.0
3292,jot.co,around_office,1.4054651081081644,5.0
3293,jot.co,arrived_hooked,1.4054651081081644,5.0
3294,jot.co,arrived_thursday,1.4054651081081644,5.0
3295,jot.co,arriving,1.4054651081081644,4.0
3296,jot.co,arriving_elixir,1.4054651081081644,4.0
3297,jot.co,artfully,1.4054651081081644,1.0
3298,jot.co,artfully_packaged,1.4054651081081644,1.0
3299,jot.co,artificial,1.4054651081081644,5.0
3300,jot.co,artificial_coffee,1.4054651081081644,5.0
3301,jot.co,ask,1.4054651081081644,5.0
3302,jot.co,ask_question,1.4054651081081644,5.0
3303,jot.co,aspect,1.4054651081081644,5.0
3304,jot.co,aspect_issue,1.4054651081081644,5.0
3305,jot.co,athlete,1.4054651081081644,5.0
3306,jot.co,athlete_smoothie,1.4054651081081644,5.0
3307,jot.co,auction,1.4054651081081644,4.0
3308,jot.co,auction_whole,1.4054651081081644,4.0
3309,jot.co,available_sub,1.4054651081081644,5.0
3310,jot.co,away_made,1.4054651081081644,5.0
3311,jot.co,awesome_bye,1.4054651081081644,5.0
3312,jot.co,awesome_coffee,1.4054651081081644,5.0
3313,jot.co,awesome_flavor,1.4054651081081644,5.0
3314,jot.co,awesome_packaging,1.4054651081081644,5.0
3315,jot.co,awesome_save,1.4054651081081644,5.0
3316,jot.co,back_another,1.4054651081081644,5.0
3317,jot.co,bad_either,1.4054651081081644,5.0
3318,jot.co,bad_personally,1.4054651081081644,4.0
3319,jot.co,bad_sucker,1.4054651081081644,2.0
3321,jot.co,bag_chemex,1.4054651081081644,5.0
3322,jot.co,bag_taste,1.4054651081081644,5.0
3323,jot.co,bag_work,1.4054651081081644,5.0
3324,jot.co,baker,1.4054651081081644,5.0
3325,jot.co,baker_well,1.4054651081081644,5.0
3327,jot.co,balance_concentrate,1.4054651081081644,4.0
3329,jot.co,balanced_flavor,1.4054651081081644,5.0
3330,jot.co,balanced_rich,1.4054651081081644,5.0
3331,jot.co,bam,1.4054651081081644,5.0
3332,jot.co,bam_magic,1.4054651081081644,5.0
3333,jot.co,banana,1.4054651081081644,5.0
3334,jot.co,banana_cup,1.4054651081081644,5.0
3335,jot.co,bank,1.4054651081081644,5.0
3336,jot.co,bank_found,1.4054651081081644,5.0
3337,jot.co,barista,1.4054651081081644,5.0
3338,jot.co,barista_dream,1.4054651081081644,5.0
3339,jot.co,base_reminded,1.4054651081081644,5.0
3340,jot.co,based_mix,1.4054651081081644,5.0
3341,jot.co,based_recommendation,1.4054651081081644,4.0
3343,jot.co,basically_coffee,1.4054651081081644,4.0
3344,jot.co,basket,1.4054651081081644,4.0
3345,jot.co,basket_charity,1.4054651081081644,4.0
3346,jot.co,batch_brownie,1.4054651081081644,5.0
3347,jot.co,batch_coffee,1.4054651081081644,3.0
3349,jot.co,bean_boil,1.4054651081081644,5.0
3350,jot.co,bean_coffee,1.4054651081081644,4.0
3351,jot.co,bean_etc,1.4054651081081644,5.0
3352,jot.co,bean_grinding,1.4054651081081644,5.0
3353,jot.co,bean_local,1.4054651081081644,3.0
3354,jot.co,bean_roasted,1.4054651081081644,5.0
3355,jot.co,bean_use,1.4054651081081644,5.0
3356,jot.co,beat_price,1.4054651081081644,5.0
3357,jot.co,beat_tablespoon,1.4054651081081644,4.0
3358,jot.co,beautiful_packaging,1.4054651081081644,5.0
3359,jot.co,beer,1.4054651081081644,4.0
3360,jot.co,beer_mixed,1.4054651081081644,4.0
3361,jot.co,believe_gone,1.4054651081081644,5.0
3362,jot.co,believer,1.4054651081081644,5.0
3363,jot.co,believer_jot,1.4054651081081644,5.0
3364,jot.co,bet,1.4054651081081644,5.0
3365,jot.co,bet_approve,1.4054651081081644,5.0
3366,jot.co,better_bought,1.4054651081081644,5.0
3367,jot.co,better_concentrate,1.4054651081081644,5.0
3368,jot.co,better_cup,1.4054651081081644,5.0
3370,jot.co,better_majority,1.4054651081081644,5.0
3371,jot.co,better_many,1.4054651081081644,5.0
3372,jot.co,better_one,1.4054651081081644,5.0
3373,jot.co,better_perfect,1.4054651081081644,5.0
3374,jot.co,better_price,1.4054651081081644,4.0
3375,jot.co,better_starbucks,1.4054651081081644,5.0
3376,jot.co,better_sure,1.4054651081081644,4.0
3378,jot.co,beverage_could,1.4054651081081644,4.0
3380,jot.co,big_drip,1.4054651081081644,5.0
3381,jot.co,big_time,1.4054651081081644,5.0
3382,jot.co,bird,1.4054651081081644,5.0
3383,jot.co,bird_basically,1.4054651081081644,5.0
3384,jot.co,birth,1.4054651081081644,5.0
3385,jot.co,birth_thought,1.4054651081081644,5.0
3386,jot.co,birthday,1.4054651081081644,5.0
3387,jot.co,birthday_safe,1.4054651081081644,5.0
3388,jot.co,bit_better,1.4054651081081644,4.0
3389,jot.co,bit_bitter,1.4054651081081644,4.0
3390,jot.co,bit_expensive,1.4054651081081644,5.0
3391,jot.co,bit_honey,1.4054651081081644,4.0
3392,jot.co,bit_hot,1.4054651081081644,5.0
3393,jot.co,bit_jot,1.4054651081081644,5.0
3394,jot.co,bit_perfection,1.4054651081081644,5.0
3396,jot.co,bit_real,1.4054651081081644,4.0
3397,jot.co,bit_skeptical,1.4054651081081644,5.0
3398,jot.co,bit_vanilla,1.4054651081081644,5.0
3400,jot.co,bitter_concept,1.4054651081081644,3.0
3401,jot.co,bitter_every,1.4054651081081644,3.0
3402,jot.co,bitter_little,1.4054651081081644,4.0
3403,jot.co,bitter_may,1.4054651081081644,5.0
3404,jot.co,bitter_nothing,1.4054651081081644,5.0
3405,jot.co,bitter_standard,1.4054651081081644,2.0
3406,jot.co,bitter_still,1.4054651081081644,4.0
3407,jot.co,bitter_tastebud,1.4054651081081644,1.0
3408,jot.co,bitter_water,1.4054651081081644,1.0
3409,jot.co,bitterness_fast,1.4054651081081644,5.0
3410,jot.co,bitterness_flavor,1.4054651081081644,5.0
3411,jot.co,bitterness_glad,1.4054651081081644,5.0
3412,jot.co,bitterness_pricier,1.4054651081081644,5.0
3413,jot.co,bitterness_would,1.4054651081081644,5.0
3414,jot.co,bitterness_yummy,1.4054651081081644,5.0
3415,jot.co,black_instantly,1.4054651081081644,5.0
3416,jot.co,black_ives,1.4054651081081644,2.0
3417,jot.co,black_palatable,1.4054651081081644,5.0
3418,jot.co,black_problem,1.4054651081081644,5.0
3419,jot.co,black_splash,1.4054651081081644,2.0
3421,jot.co,bland_black,1.4054651081081644,2.0
3422,jot.co,bland_coffee,1.4054651081081644,1.0
3423,jot.co,blend_add,1.4054651081081644,5.0
3424,jot.co,blend_brand,1.4054651081081644,4.0
3425,jot.co,blend_high,1.4054651081081644,5.0
3426,jot.co,blended,1.4054651081081644,5.0
3427,jot.co,blended_ice,1.4054651081081644,5.0
3428,jot.co,blender,1.4054651081081644,5.0
3429,jot.co,blender_blend,1.4054651081081644,5.0
3430,jot.co,blew,1.4054651081081644,5.0
3431,jot.co,blew_away,1.4054651081081644,5.0
3433,jot.co,bodied_bitter,1.4054651081081644,5.0
3436,jot.co,boiling_americano,1.4054651081081644,5.0
3437,jot.co,boiling_water,1.4054651081081644,5.0
3438,jot.co,bomb,1.4054651081081644,5.0
3439,jot.co,bomb_generally,1.4054651081081644,5.0
3440,jot.co,bonus_fast,1.4054651081081644,5.0
3441,jot.co,boot,1.4054651081081644,5.0
3442,jot.co,bottle_discovered,1.4054651081081644,5.0
3443,jot.co,bottle_due,1.4054651081081644,5.0
3444,jot.co,bottom_cup,1.4054651081081644,5.0
3445,jot.co,bought_based,1.4054651081081644,4.0
3446,jot.co,bought_bottle,1.4054651081081644,5.0
3448,jot.co,bought_curiosity,1.4054651081081644,5.0
3449,jot.co,bought_husband,1.4054651081081644,5.0
3450,jot.co,bought_wanted,1.4054651081081644,5.0
3451,jot.co,box_little,1.4054651081081644,1.0
3452,jot.co,box_orgain,1.4054651081081644,5.0
3453,jot.co,box_would,1.4054651081081644,5.0
3455,jot.co,brand_perfect,1.4054651081081644,5.0
3456,jot.co,brand_pleasantly,1.4054651081081644,4.0
3457,jot.co,brand_substitute,1.4054651081081644,5.0
3458,jot.co,bravo,1.4054651081081644,5.0
3459,jot.co,bravo_jot,1.4054651081081644,5.0
3460,jot.co,break,1.4054651081081644,5.0
3461,jot.co,break_bank,1.4054651081081644,5.0
3462,jot.co,brew_buy,1.4054651081081644,5.0
3463,jot.co,brew_completely,1.4054651081081644,4.0
3464,jot.co,brew_despite,1.4054651081081644,5.0
3465,jot.co,brew_expensive,1.4054651081081644,4.0
3466,jot.co,brew_getting,1.4054651081081644,5.0
3467,jot.co,brew_hot,1.4054651081081644,5.0
3468,jot.co,brew_make,1.4054651081081644,5.0
3469,jot.co,brew_maker,1.4054651081081644,5.0
3470,jot.co,brew_milk,1.4054651081081644,5.0
3471,jot.co,brew_online,1.4054651081081644,5.0
3472,jot.co,brew_recipe,1.4054651081081644,5.0
3473,jot.co,brew_saving,1.4054651081081644,5.0
3474,jot.co,brew_water,1.4054651081081644,5.0
3475,jot.co,brewed_drip,1.4054651081081644,5.0
3476,jot.co,brewing_already,1.4054651081081644,5.0
3477,jot.co,brewing_convoluted,1.4054651081081644,5.0
3478,jot.co,brewing_preference,1.4054651081081644,4.0
3479,jot.co,brewing_time,1.4054651081081644,5.0
3480,jot.co,brother,1.4054651081081644,5.0
3481,jot.co,brother_law,1.4054651081081644,5.0
3482,jot.co,brownie,1.4054651081081644,5.0
3483,jot.co,buck,1.4054651081081644,4.0
3484,jot.co,buck_keep,1.4054651081081644,4.0
3485,jot.co,bud,1.4054651081081644,5.0
3486,jot.co,bud_alter,1.4054651081081644,5.0
3487,jot.co,buff,1.4054651081081644,5.0
3488,jot.co,buff_pretty,1.4054651081081644,5.0
3489,jot.co,bulky,1.4054651081081644,5.0
3490,jot.co,bulky_appliance,1.4054651081081644,5.0
3491,jot.co,bulletproof_iced,1.4054651081081644,5.0
3492,jot.co,burnt_flavor,1.4054651081081644,5.0
3493,jot.co,business,1.4054651081081644,4.0
3494,jot.co,business_sell,1.4054651081081644,4.0
3495,jot.co,busy_fast,1.4054651081081644,5.0
3496,jot.co,busy_working,1.4054651081081644,5.0
3497,jot.co,butter,1.4054651081081644,5.0
