,canonical_brand_url,instagram_id,fct_date,fct_followers_count,fct_following_count,est_following_count,est_posts_count,est_followers_count,fct_posts_count,comments,likes,likes_per_post_pax,comments_per_post_pax,comments_per_post,likes_per_post,name
188,mezcalrosaluna.com,7617656729,2020-09-01,,,,,,,,,,,,,Rosaluna Mezcal
189,drinkonda.com,19344966306,2020-09-01,,,183.33333,69.666664,5398.0,,,,,,,,Onda
190,teremana.com,16168990751,2020-09-01,,,3.0,58.126984,500282.1,,,,,,,,Teremana
191,ghosttequila.com,2694491630,2020-09-01,,,2014.5399,878.7576,11830.914,,,,,,,,Ghost Tequila
192,madremezcal.com,2263717464,2020-10-01,23505.0,278.0,270.8569,488.97363,22896.28,495.0,31.0,3486.0,0.00031137018706617147,2.7689259320284894e-06,0.06339810149208422,0.06339810149208422,Madre Mezcal
193,teremana.com,16168990751,2020-10-01,561264.0,3.0,3.0,65.11811,531013.1,72.0,1918.0,77230.0,0.002233464159951318,5.5467878528895874e-05,29.4541715147494,29.4541715147494,Teremana
194,mezcalrosaluna.com,7617656729,2020-10-01,9974.0,156.0,156.0,80.0,9974.0,80.0,115.0,1570.0,0.0019676158010828153,0.00014412472428313616,1.4375,1.4375,Rosaluna Mezcal
195,properwhiskey.com,7740896584,2020-10-01,712428.0,3.0,2.253905,327.69125,714312.94,336.0,5277.0,111535.0,0.0004764944051849735,2.2544142880361368e-05,16.10357292429064,16.10357292429064,Proper 12
196,thelongdrink.com,7521961287,2020-10-01,14625.0,1451.0,1422.2457,502.37656,13248.475,511.0,881.0,32887.0,0.004941161124678023,0.00013236728649135946,1.753664634192642,1.753664634192642,The Long Drink
197,ghosttequila.com,2694491630,2020-10-01,,,2014.77,878.8788,11831.957,,,,,,,,Ghost Tequila
198,lossundays.com,2179286233,2020-10-01,,,4198.032,482.42792,22880.367,,,,,,,,Los Sundays
199,drinkonda.com,19344966306,2020-10-01,8080.0,206.0,196.28572,77.28571,6930.5713,83.0,81.0,2325.0,0.004340649344350258,0.00015122262231929932,1.0480591645028778,1.0480591645028778,Onda
200,lossundays.com,2179286233,2020-11-01,,,4243.016,493.21396,23468.35,,,,,,,,Los Sundays
201,drinkonda.com,19344966306,2020-11-01,8522.0,212.0,204.66667,85.666664,7779.3335,93.0,54.0,1984.0,0.0029770588666858614,8.102881996019986e-05,0.6303502132653326,0.6303502132653326,Onda
202,ghosttequila.com,2694491630,2020-11-01,,,2014.885,878.9394,11832.479,,,,,,,,Ghost Tequila
203,mezcalrosaluna.com,7617656729,2020-11-01,10643.0,229.0,204.66667,98.666664,10420.0,108.0,70.0,1342.0,0.0013053120635245624,6.808632224047642e-05,0.7094594777457643,0.7094594777457643,Rosaluna Mezcal
204,teremana.com,16168990751,2020-11-01,580239.0,3.0,3.0,73.090195,555722.56,81.0,2185.0,108898.0,0.0026810366770367517,5.379405626664679e-05,29.89457079577014,29.89457079577014,Teremana
205,thelongdrink.com,7521961287,2020-11-01,15215.0,1472.0,1447.1229,508.6883,14231.739,515.0,787.0,10573.0,0.0014604561120973676,0.00010870887734991282,1.5471163974534783,1.5471163974534783,The Long Drink
206,properwhiskey.com,7740896584,2020-11-01,,,2.3769524,339.84564,722622.7,,,,,,,,Proper 12
207,madremezcal.com,2263717464,2020-11-01,24340.0,286.0,278.42892,497.98737,23618.184,507.0,1424.0,5682.0,0.00048309930267065884,0.00012107240531556111,2.8595102968798356,2.8595102968798356,Madre Mezcal
208,properwhiskey.com,7740896584,2020-12-01,,,2.1884763,353.92282,736029.9,,,,,,,,Proper 12
209,lossundays.com,2179286233,2020-12-01,24412.0,4330.0,4286.5083,503.60696,23940.176,514.0,223.0,8402.0,0.0006968890091778267,1.8496340043639057e-05,0.44280563195449235,0.44280563195449235,Los Sundays
210,ghosttequila.com,2694491630,2020-12-01,,,2014.9425,878.9697,11832.739,,,,,,,,Ghost Tequila
211,drinkonda.com,19344966306,2020-12-01,9422.0,228.0,216.70967,100.80645,8627.161,115.0,56.0,2661.0,0.0030597690300142874,6.439198259331082e-05,0.5555200094937501,0.5555200094937501,Onda
212,mezcalrosaluna.com,7617656729,2020-12-01,11254.0,262.0,237.42857,122.85714,10896.571,141.0,76.0,1654.0,0.0012355070873981016,5.6770579590239254e-05,0.6186046676264386,0.6186046676264386,Rosaluna Mezcal
213,thelongdrink.com,7521961287,2020-12-01,15443.0,1497.0,1472.0615,514.3442,14837.37,520.0,171.0,5092.0,0.0006672331836813348,2.240708452661199e-05,0.3324622063684472,0.3324622063684472,The Long Drink
214,teremana.com,16168990751,2020-12-01,614988.0,3.0,3.0,81.561646,585413.3,90.0,1720.0,93389.0,0.0019559022745385727,3.602299962743305e-05,21.088343538081848,21.088343538081848,Teremana
215,madremezcal.com,2263717464,2020-12-01,25755.0,302.0,290.2148,505.4939,24686.625,513.0,367.0,5891.0,0.0004720754182908262,2.940955330380805e-05,0.7260226138286204,0.7260226138286204,Madre Mezcal
216,drinkonda.com,19344966306,2021-01-01,,,242.25397,114.78836,10473.598,,,,,,,,Onda
217,mezcalrosaluna.com,7617656729,2021-01-01,11781.0,267.0,253.2,146.93333,11368.267,168.0,37.0,1258.0,0.0007531232535186439,2.2150683927018937e-05,0.25181488028929666,0.25181488028929666,Rosaluna Mezcal
218,properwhiskey.com,7740896584,2021-01-01,,,1.844238,368.9614,751985.7,,,,,,,,Proper 12
219,thelongdrink.com,7521961287,2021-01-01,15752.0,1501.0,1486.5308,521.17206,15294.686,528.0,342.0,9654.0,0.001211115656446948,4.2904656567729046e-05,0.656213230700081,0.656213230700081,The Long Drink
220,teremana.com,16168990751,2021-01-01,641275.0,3.0,3.0,91.29032,613371.44,101.0,2334.0,99573.0,0.0017782520073205956,4.168238563753498e-05,25.566784796924185,25.566784796924185,Teremana
221,ghosttequila.com,2694491630,2021-01-01,,,2014.9712,878.98486,11832.87,,,,,,,,Ghost Tequila
222,madremezcal.com,2263717464,2021-01-01,,,297.6075,491.74673,25503.492,,,,,,,,Madre Mezcal
223,lossundays.com,2179286233,2021-01-01,,,4333.254,513.55347,25252.588,,,,,,,,Los Sundays
224,mezcalrosaluna.com,7617656729,2021-02-01,,,269.78494,171.74193,11694.322,,,,,,,,Rosaluna Mezcal
225,properwhiskey.com,7740896584,2021-02-01,786446.0,1.0,1.422119,384.4807,769215.8,400.0,871.0,109065.0,0.00036877599349518153,2.945068448487628e-06,2.265393219471525,2.265393219471525,Proper 12
226,teremana.com,16168990751,2021-02-01,,,3.0,102.40059,640402.44,,,,,,,,Teremana
227,thelongdrink.com,7521961287,2021-02-01,16301.0,1565.0,1525.7654,531.08606,15797.843,541.0,116.0,4898.0,0.0005837892475689231,1.382596013025624e-05,0.21842034432960356,0.21842034432960356,The Long Drink
228,madremezcal.com,2263717464,2021-02-01,,,302.8038,467.3732,26194.584,,,,,,,,Madre Mezcal
229,drinkonda.com,19344966306,2021-02-01,,,274.37796,128.33333,12806.357,,,,,,,,Onda
230,ghosttequila.com,2694491630,2021-02-01,,,2014.9856,878.99243,11832.935,,,,,,,,Ghost Tequila
231,lossundays.com,2179286233,2021-02-01,28718.0,4430.0,4381.627,523.27673,26985.293,533.0,288.0,12998.0,0.0009204876588860171,2.0395479747589854e-05,0.5503779962269195,0.5503779962269195,Los Sundays
232,properwhiskey.com,7740896584,2021-03-01,,,1.2110596,397.74036,774997.7,,,,,,,,Proper 12
233,drinkonda.com,19344966306,2021-03-01,17943.0,345.0,309.82745,141.71895,15384.75,155.0,289.0,8467.0,0.0038833916761880738,0.00013254992257214518,2.0392474212918104,2.0392474212918104,Onda
234,ghosttequila.com,2694491630,2021-03-01,,,2014.9928,878.9962,11832.968,,,,,,,,Ghost Tequila
235,madremezcal.com,2263717464,2021-03-01,27451.0,311.0,306.90192,437.6865,26822.795,408.0,84.0,4811.0,0.000409796441963898,7.155040765946255e-06,0.1919181911226318,0.1919181911226318,Madre Mezcal
236,lossundays.com,2179286233,2021-03-01,29425.0,4465.0,4423.3135,532.13837,28205.146,541.0,298.0,13458.0,0.0008966595783281087,1.9854700129423126e-05,0.5600047255537185,0.5600047255537185,Los Sundays
237,teremana.com,16168990751,2021-03-01,693539.0,3.0,3.0,114.20318,666977.2,126.0,1580.0,100274.0,0.0013164342366991627,2.074282559770905e-05,13.834991477962987,13.834991477962987,Teremana
238,thelongdrink.com,7521961287,2021-03-01,16561.0,1575.0,1550.3827,539.543,16179.422,548.0,415.0,5352.0,0.0006130939338436093,4.7539981790937564e-05,0.7691694213253969,0.7691694213253969,The Long Drink
239,mezcalrosaluna.com,7617656729,2021-03-01,,,286.99472,197.26984,11960.825,,,,,,,,Rosaluna Mezcal
240,properwhiskey.com,7740896584,2021-04-01,775113.0,1.0,1.1055298,409.87018,775055.3,422.0,485.0,44963.0,0.00014153904542969702,1.5267316912439796e-06,1.183301508060756,1.183301508060756,Proper 12
241,teremana.com,16168990751,2021-04-01,702182.0,3.0,3.0,126.10304,684581.75,138.0,4719.0,81857.0,0.000948210895777351,5.4663708872464405e-05,37.42177748140221,37.42177748140221,Teremana
242,madremezcal.com,2263717464,2021-04-01,,,344.8796,426.2718,27627.97,,,,,,,,Madre Mezcal
243,thelongdrink.com,7521961287,2021-04-01,17071.0,1584.0,1567.1914,547.2715,16625.21,555.0,544.0,6776.0,0.0007447378270586656,5.9790049870117186e-05,0.9940221910543428,0.9940221910543428,The Long Drink
244,mezcalrosaluna.com,7617656729,2021-04-01,12438.0,322.0,304.63516,223.33858,12201.291,249.0,97.0,1576.0,0.0005783445963902445,3.5596082392039164e-05,0.4343181602814347,0.4343181602814347,Rosaluna Mezcal
245,drinkonda.com,19344966306,2021-04-01,,,331.70645,154.25897,17354.598,,,,,,,,Onda
246,lossundays.com,2179286233,2021-04-01,,,4467.1567,541.5692,29300.656,,,,,,,,Los Sundays
247,ghosttequila.com,2694491630,2021-04-01,,,2014.9965,878.9981,11832.983,,,,,,,,Ghost Tequila
248,thelongdrink.com,7521961287,2021-05-01,,,1591.2207,559.82324,17324.418,,,,,,,,The Long Drink
249,teremana.com,16168990751,2021-05-01,,,3.0,137.1772,697549.94,,,,,,,,Teremana
250,mezcalrosaluna.com,7617656729,2021-05-01,,,317.11633,246.82353,12414.792,,,,,,,,Rosaluna Mezcal
251,drinkonda.com,19344966306,2021-05-01,,,346.86804,166.39133,19024.18,,,,,,,,Onda
252,lossundays.com,2179286233,2021-05-01,,,4512.0786,551.2846,30333.994,,,,,,,,Los Sundays
253,madremezcal.com,2263717464,2021-05-01,,,399.797,423.99304,28521.629,,,,,,,,Madre Mezcal
254,ghosttequila.com,2694491630,2021-05-01,,,2014.9982,878.999,11832.992,,,,,,,,Ghost Tequila
255,properwhiskey.com,7740896584,2021-05-01,,,1.0527649,421.3101,775045.25,,,,,,,,Proper 12
256,teremana.com,16168990751,2021-06-01,,,3.0,147.83893,708200.8,,,,,,,,Teremana
257,lossundays.com,2179286233,2021-06-01,,,4557.539,561.1423,31336.248,,,,,,,,Los Sundays
258,drinkonda.com,19344966306,2021-06-01,,,358.6898,178.32649,20544.957,,,,,,,,Onda
259,ghosttequila.com,2694491630,2021-06-01,,,2014.9991,878.9995,11832.996,,,,,,,,Ghost Tequila
260,thelongdrink.com,7521961287,2021-06-01,,,1618.8604,574.7866,18150.334,,,,,,,,The Long Drink
261,mezcalrosaluna.com,7617656729,2021-06-01,,,327.07764,269.08023,12615.413,,,,,,,,Rosaluna Mezcal
262,properwhiskey.com,7740896584,2021-06-01,,,1.0263824,432.40503,775001.25,,,,,,,,Proper 12
263,madremezcal.com,2263717464,2021-06-01,,,463.18423,426.28223,29459.53,,,,,,,,Madre Mezcal
264,teremana.com,16168990751,2021-07-01,,,3.0,158.29462,717693.3,,,,,,,,Teremana
265,ghosttequila.com,2694491630,2021-07-01,,,2014.9995,878.99976,11832.998,,,,,,,,Ghost Tequila
266,properwhiskey.com,7740896584,2021-07-01,,,1.0131912,443.3275,774940.3,,,,,,,,Proper 12
267,mezcalrosaluna.com,7617656729,2021-07-01,,,335.79733,290.74878,12809.834,,,,,,,,Rosaluna Mezcal
268,drinkonda.com,19344966306,2021-07-01,23438.0,379.0,368.84738,190.16614,21991.832,202.0,347.0,7270.0,0.00173836037961026,8.297263435003579e-05,1.8247202378163112,1.8247202378163112,Onda
269,madremezcal.com,2263717464,2021-07-01,,,530.8064,430.8554,30419.55,,,,,,,,Madre Mezcal
270,thelongdrink.com,7521961287,2021-07-01,,,1648.3052,590.9558,19039.604,,,,,,,,The Long Drink
271,lossundays.com,2179286233,2021-07-01,,,4603.2695,571.07117,32322.957,,,,,,,,Los Sundays
272,lossundays.com,2179286233,2021-08-01,,,4649.135,581.0356,33301.895,,,,,,,,Los Sundays
273,mezcalrosaluna.com,7617656729,2021-08-01,,,343.90262,312.13483,13001.261,,,,,,,,Rosaluna Mezcal
274,drinkonda.com,19344966306,2021-08-01,,,375.6245,204.58482,23593.012,,,,,,,,Onda
275,madremezcal.com,2263717464,2021-08-01,,,600.5461,436.57056,31390.633,,,,,,,,Madre Mezcal
276,properwhiskey.com,7740896584,2021-08-01,,,1.0065956,454.16376,774870.9,,,,,,,,Proper 12
277,thelongdrink.com,7521961287,2021-08-01,,,1678.6526,607.7279,19960.553,,,,,,,,The Long Drink
278,ghosttequila.com,2694491630,2021-08-01,,,2014.9998,878.9999,11832.999,,,,,,,,Ghost Tequila
279,teremana.com,16168990751,2021-08-01,,,3.0,168.64738,726606.7,,,,,,,,Teremana
280,lossundays.com,2179286233,2021-09-01,35252.0,4741.0,4695.0674,591.01776,34276.95,601.0,614.0,11907.0,0.0005877595036407587,3.0308586145580405e-05,1.0388858682041693,1.0388858682041693,Los Sundays
281,thelongdrink.com,7521961287,2021-09-01,,,1709.4513,624.80145,20897.338,,,,,,,,The Long Drink
282,properwhiskey.com,7740896584,2021-09-01,,,1.0032978,464.95688,774797.25,,,,,,,,Proper 12
283,madremezcal.com,2263717464,2021-09-01,,,671.3445,442.85672,32367.244,,,,,,,,Madre Mezcal
284,ghosttequila.com,2694491630,2021-09-01,,,2014.9999,878.99994,11832.999,,,,,,,,Ghost Tequila
285,teremana.com,16168990751,2021-09-01,,,3.0,178.94873,735230.6,,,,,,,,Teremana
286,drinkonda.com,19344966306,2021-09-01,,,380.71255,220.29338,25271.408,,,,,,,,Onda
287,mezcalrosaluna.com,7617656729,2021-09-01,,,351.70322,333.3851,13191.239,,,,,,,,Rosaluna Mezcal
288,properwhiskey.com,7740896584,2021-10-01,,,1.0016489,475.72845,774721.5,,,,,,,,Proper 12
289,mezcalrosaluna.com,7617656729,2021-10-01,,,359.35254,354.57013,13380.518,,,,,,,,Rosaluna Mezcal
290,madremezcal.com,2263717464,2021-10-01,34326.0,814.0,742.67224,449.42834,33346.62,456.0,56.0,6013.0,0.00040121661527751213,3.7365924589290997e-06,0.1246027329096723,0.1246027329096723,Madre Mezcal
291,drinkonda.com,19344966306,2021-10-01,,,384.95642,236.64719,26988.457,,,,,,,,Onda
292,teremana.com,16168990751,2021-10-01,,,3.0,189.22438,743709.8,,,,,,,,Teremana
293,thelongdrink.com,7521961287,2021-10-01,,,1740.4756,642.02576,21842.045,,,,,,,,The Long Drink
294,lossundays.com,2179286233,2021-10-01,36338.0,4824.0,4759.5337,602.0089,35307.473,613.0,350.0,8594.0,0.00040432053387130784,1.6466393629853123e-05,0.5813867428330883,0.5813867428330883,Los Sundays
295,ghosttequila.com,2694491630,2021-10-01,,,2015.0,879.0,11833.0,,,,,,,,Ghost Tequila
296,drinkonda.com,19344966306,2021-11-01,,,388.77826,253.32385,28724.855,,,,,,,,Onda
297,mezcalrosaluna.com,7617656729,2021-11-01,,,366.92673,375.72385,13569.458,,177.0,929.0,0.00018221513740618905,3.471698527545259e-05,0.47109067385309883,0.47109067385309883,Rosaluna Mezcal
298,properwhiskey.com,7740896584,2021-11-01,,,1.0008245,486.48923,774644.7,,545.0,60549.0,0.000160668670607454,1.4461745938176092e-06,1.1202714662982813,1.1202714662982813,Proper 12
299,lossundays.com,2179286233,2021-11-01,,,4824.267,614.50446,36535.99,,483.0,9991.0,0.00044500312778847313,2.1513012783688573e-05,0.7859991829592271,0.7859991829592271,Los Sundays
300,madremezcal.com,2263717464,2021-11-01,,,792.8361,455.71417,34168.562,,56.0,6563.0,0.00042148600721085306,3.596406582935818e-06,0.12288404310445393,0.12288404310445393,Madre Mezcal
301,teremana.com,16168990751,2021-11-01,,,3.0,199.4872,752116.7,,1128.0,43070.0,0.00028706128006188657,7.518112930341492e-06,5.654498193419361,5.654498193419361,Teremana
302,thelongdrink.com,7521961287,2021-11-01,,,1771.6128,659.3254,22790.709,,61.0,3179.0,0.00021155967908875135,4.059496830580004e-06,0.09251881088874153,0.09251881088874153,The Long Drink
303,ghosttequila.com,2694491630,2021-11-01,,,2015.0,879.0,11833.0,,,,,,,,Ghost Tequila
304,properwhiskey.com,7740896584,2021-12-01,774490.0,1.0,1.0004122,497.2446,774567.4,508.0,,,,,,,Proper 12
305,madremezcal.com,2263717464,2021-12-01,35655.0,872.0,832.418,461.8571,34911.78,468.0,68.0,6828.0,0.00042346146281698843,4.217249483238901e-06,0.14723169143551204,0.14723169143551204,Madre Mezcal
306,teremana.com,16168990751,2021-12-01,768858.0,3.0,3.0,209.7436,760487.3,220.0,1009.0,51334.0,0.00032182842647530887,6.325727243417358e-06,4.8106353109545,4.8106353109545,Teremana
307,drinkonda.com,19344966306,2021-12-01,32217.0,396.0,392.38916,270.16205,30470.941,287.0,,,,,,,Onda
308,thelongdrink.com,7521961287,2021-12-01,24692.0,1834.0,1802.8064,676.66266,23741.355,694.0,,,,,,,The Long Drink
309,lossundays.com,2179286233,2021-12-01,39191.0,4954.0,4889.1333,627.7522,37863.492,641.0,,,,,,,Los Sundays
310,mezcalrosaluna.com,7617656729,2021-12-01,13947.0,382.0,374.4636,396.86258,13758.234,418.0,,,,,,,Rosaluna Mezcal
311,ghosttequila.com,2694491630,2021-12-01,,,2015.0,879.0,11833.0,,,,,,,,Ghost Tequila
