,normalized_url,review_date,count,cumulative,Brand,product_count,reviewsPerProduct
214,cerave.com,2022-03-13,33,12814,Cerave,189,67.7989417989418
428,cetaphil.com,2022-03-13,11,3788,Cetaphil,175,21.645714285714284
1177,neutrogena.com,2022-03-14,9,8058,Neutrogena,742,10.859838274932615
262,cerave.com,2022-03-14,4,12818,Cerave,189,67.82010582010582
531,cetaphil.com,2022-03-14,1,3789,Cetaphil,175,21.65142857142857
528,cetaphil.com,2022-03-15,2,3791,Cetaphil,175,21.662857142857142
1180,neutrogena.com,2022-03-15,7,8065,Neutrogena,742,10.869272237196766
733,cleanandclear.com,2022-03-15,1,491,Clean & Clear,74,6.635135135135135
261,cerave.com,2022-03-15,5,12823,Cerave,189,67.84656084656085
257,cerave.com,2022-03-16,7,12830,Cerave,189,67.88359788359789
919,hellobubble.com,2022-03-16,1,1077,Bubble,10,107.7
523,cetaphil.com,2022-03-16,3,3794,Cetaphil,175,21.68
1178,neutrogena.com,2022-03-16,9,8074,Neutrogena,742,10.881401617250674
1158,neutrogena.com,2022-03-17,17,8091,Neutrogena,742,10.904312668463612
480,cetaphil.com,2022-03-17,8,3802,Cetaphil,175,21.725714285714286
259,cerave.com,2022-03-17,6,12836,Cerave,189,67.91534391534391
1179,neutrogena.com,2022-03-18,9,8100,Neutrogena,742,10.91644204851752
265,cerave.com,2022-03-18,1,12837,Cerave,189,67.92063492063492
524,cetaphil.com,2022-03-18,3,3805,Cetaphil,175,21.742857142857144
1181,neutrogena.com,2022-03-19,7,8107,Neutrogena,742,10.925876010781671
518,cetaphil.com,2022-03-19,4,3809,Cetaphil,175,21.765714285714285
264,cerave.com,2022-03-19,3,12840,Cerave,189,67.93650793650794
866,hellobubble.com,2022-03-19,2,1079,Bubble,10,107.9
1182,neutrogena.com,2022-03-20,7,8114,Neutrogena,742,10.935309973045822
258,cerave.com,2022-03-20,7,12847,Cerave,189,67.97354497354497
1184,neutrogena.com,2022-03-21,4,8118,Neutrogena,742,10.940700808625337
525,cetaphil.com,2022-03-21,3,3812,Cetaphil,175,21.782857142857143
734,cleanandclear.com,2022-03-21,1,492,Clean & Clear,74,6.648648648648648
260,cerave.com,2022-03-21,6,12853,Cerave,189,68.005291005291
529,cetaphil.com,2022-03-22,2,3814,Cetaphil,175,21.794285714285714
1183,neutrogena.com,2022-03-22,6,8124,Neutrogena,742,10.94878706199461
735,cleanandclear.com,2022-03-22,1,493,Clean & Clear,74,6.662162162162162
256,cerave.com,2022-03-22,8,12861,Cerave,189,68.04761904761905
1185,neutrogena.com,2022-03-23,4,8128,Neutrogena,742,10.954177897574125
266,cerave.com,2022-03-23,1,12862,Cerave,189,68.05291005291005
1186,neutrogena.com,2022-03-24,3,8131,Neutrogena,742,10.95822102425876
669,cleanandclear.com,2022-03-24,2,495,Clean & Clear,74,6.6891891891891895
532,cetaphil.com,2022-03-24,1,3815,Cetaphil,175,21.8
263,cerave.com,2022-03-24,4,12866,Cerave,189,68.07407407407408
533,cetaphil.com,2022-03-25,1,3816,Cetaphil,175,21.805714285714284
1187,neutrogena.com,2022-03-25,1,8132,Neutrogena,742,10.959568733153638
267,cerave.com,2022-03-26,1,12867,Cerave,189,68.07936507936508
