,normalized_url,review_date,count,cumulative,Brand,product_count,reviewsPerProduct
42,cerave.com,2021-07-01,67,67,Cerave,189,0.3544973544973545
558,cleanandclear.com,2021-07-01,4,4,Clean & Clear,74,0.05405405405405406
315,cetaphil.com,2021-07-01,20,20,Cetaphil,175,0.11428571428571428
763,hellobubble.com,2021-07-01,9,9,Bubble,10,0.9
934,neutrogena.com,2021-07-01,56,56,Neutrogena,742,0.07547169811320754
383,cetaphil.com,2021-07-02,13,33,Cetaphil,175,0.18857142857142858
43,cerave.com,2021-07-02,67,134,Cerave,189,0.708994708994709
794,hellobubble.com,2021-07-02,4,13,Bubble,10,1.3
928,neutrogena.com,2021-07-02,61,117,Neutrogena,742,0.15768194070080863
543,cleanandclear.com,2021-07-02,6,10,Clean & Clear,74,0.13513513513513514
69,cerave.com,2021-07-03,60,194,Cerave,189,1.0264550264550265
366,cetaphil.com,2021-07-03,14,47,Cetaphil,175,0.26857142857142857
779,hellobubble.com,2021-07-03,5,18,Bubble,10,1.8
955,neutrogena.com,2021-07-03,43,160,Neutrogena,742,0.215633423180593
539,cleanandclear.com,2021-07-03,7,17,Clean & Clear,74,0.22972972972972974
939,neutrogena.com,2021-07-04,49,209,Neutrogena,742,0.2816711590296496
201,cerave.com,2021-07-04,35,229,Cerave,189,1.2116402116402116
559,cleanandclear.com,2021-07-04,4,21,Clean & Clear,74,0.28378378378378377
339,cetaphil.com,2021-07-04,17,64,Cetaphil,175,0.3657142857142857
834,hellobubble.com,2021-07-04,2,20,Bubble,10,2.0
926,neutrogena.com,2021-07-05,65,274,Neutrogena,742,0.3692722371967655
429,cetaphil.com,2021-07-05,10,74,Cetaphil,175,0.4228571428571429
600,cleanandclear.com,2021-07-05,2,23,Clean & Clear,74,0.3108108108108108
780,hellobubble.com,2021-07-05,5,25,Bubble,10,2.5
150,cerave.com,2021-07-05,43,272,Cerave,189,1.439153439153439
795,hellobubble.com,2021-07-06,4,29,Bubble,10,2.9
321,cetaphil.com,2021-07-06,19,93,Cetaphil,175,0.5314285714285715
549,cleanandclear.com,2021-07-06,5,28,Clean & Clear,74,0.3783783783783784
56,cerave.com,2021-07-06,63,335,Cerave,189,1.7724867724867726
921,neutrogena.com,2021-07-06,78,352,Neutrogena,742,0.4743935309973046
535,cleanandclear.com,2021-07-07,8,36,Clean & Clear,74,0.4864864864864865
9,cerave.com,2021-07-07,85,420,Cerave,189,2.2222222222222223
796,hellobubble.com,2021-07-07,4,33,Bubble,10,3.3
922,neutrogena.com,2021-07-07,75,427,Neutrogena,742,0.5754716981132075
367,cetaphil.com,2021-07-07,14,107,Cetaphil,175,0.6114285714285714
932,neutrogena.com,2021-07-08,57,484,Neutrogena,742,0.6522911051212938
15,cerave.com,2021-07-08,81,501,Cerave,189,2.6507936507936507
560,cleanandclear.com,2021-07-08,4,40,Clean & Clear,74,0.5405405405405406
332,cetaphil.com,2021-07-08,18,125,Cetaphil,175,0.7142857142857143
770,hellobubble.com,2021-07-08,6,39,Bubble,10,3.9
781,hellobubble.com,2021-07-09,5,44,Bubble,10,4.4
17,cerave.com,2021-07-09,79,580,Cerave,189,3.068783068783069
282,cetaphil.com,2021-07-09,31,156,Cetaphil,175,0.8914285714285715
948,neutrogena.com,2021-07-09,46,530,Neutrogena,742,0.7142857142857143
601,cleanandclear.com,2021-07-09,2,42,Clean & Clear,74,0.5675675675675675
179,cerave.com,2021-07-10,39,619,Cerave,189,3.2751322751322753
301,cetaphil.com,2021-07-10,23,179,Cetaphil,175,1.022857142857143
956,neutrogena.com,2021-07-10,43,573,Neutrogena,742,0.7722371967654986
835,hellobubble.com,2021-07-10,2,46,Bubble,10,4.6
602,cleanandclear.com,2021-07-10,2,44,Clean & Clear,74,0.5945945945945946
21,cerave.com,2021-07-11,77,696,Cerave,189,3.6825396825396823
368,cetaphil.com,2021-07-11,14,193,Cetaphil,175,1.1028571428571428
561,cleanandclear.com,2021-07-11,4,48,Clean & Clear,74,0.6486486486486487
836,hellobubble.com,2021-07-11,2,48,Bubble,10,4.8
952,neutrogena.com,2021-07-11,44,617,Neutrogena,742,0.8315363881401617
797,hellobubble.com,2021-07-12,4,52,Bubble,10,5.2
924,neutrogena.com,2021-07-12,68,685,Neutrogena,742,0.9231805929919138
4,cerave.com,2021-07-12,90,786,Cerave,189,4.158730158730159
550,cleanandclear.com,2021-07-12,5,53,Clean & Clear,74,0.7162162162162162
271,cetaphil.com,2021-07-12,45,238,Cetaphil,175,1.36
268,cetaphil.com,2021-07-13,64,302,Cetaphil,175,1.7257142857142858
983,neutrogena.com,2021-07-13,37,722,Neutrogena,742,0.9730458221024259
837,hellobubble.com,2021-07-13,2,54,Bubble,10,5.4
44,cerave.com,2021-07-13,66,852,Cerave,189,4.507936507936508
603,cleanandclear.com,2021-07-14,2,55,Clean & Clear,74,0.7432432432432432
966,neutrogena.com,2021-07-14,41,763,Neutrogena,742,1.028301886792453
29,cerave.com,2021-07-14,72,924,Cerave,189,4.888888888888889
273,cetaphil.com,2021-07-14,44,346,Cetaphil,175,1.977142857142857
815,hellobubble.com,2021-07-14,3,57,Bubble,10,5.7
920,neutrogena.com,2021-07-15,90,853,Neutrogena,742,1.1495956873315365
551,cleanandclear.com,2021-07-15,5,60,Clean & Clear,74,0.8108108108108109
12,cerave.com,2021-07-15,82,1006,Cerave,189,5.322751322751323
736,hellobubble.com,2021-07-15,99,156,Bubble,10,15.6
322,cetaphil.com,2021-07-15,19,365,Cetaphil,175,2.085714285714286
413,cetaphil.com,2021-07-16,11,376,Cetaphil,175,2.1485714285714286
944,neutrogena.com,2021-07-16,47,900,Neutrogena,742,1.2129380053908356
562,cleanandclear.com,2021-07-16,4,64,Clean & Clear,74,0.8648648648648649
60,cerave.com,2021-07-16,62,1068,Cerave,189,5.650793650793651
737,hellobubble.com,2021-07-16,66,222,Bubble,10,22.2
384,cetaphil.com,2021-07-17,13,389,Cetaphil,175,2.222857142857143
544,cleanandclear.com,2021-07-17,6,70,Clean & Clear,74,0.9459459459459459
53,cerave.com,2021-07-17,64,1132,Cerave,189,5.98941798941799
1049,neutrogena.com,2021-07-17,28,928,Neutrogena,742,1.2506738544474394
749,hellobubble.com,2021-07-17,17,239,Bubble,10,23.9
738,hellobubble.com,2021-07-18,39,278,Bubble,10,27.8
33,cerave.com,2021-07-18,69,1201,Cerave,189,6.354497354497354
1033,neutrogena.com,2021-07-18,29,957,Neutrogena,742,1.289757412398922
545,cleanandclear.com,2021-07-18,6,76,Clean & Clear,74,1.027027027027027
302,cetaphil.com,2021-07-18,23,412,Cetaphil,175,2.354285714285714
1020,neutrogena.com,2021-07-19,31,988,Neutrogena,742,1.3315363881401616
571,cleanandclear.com,2021-07-19,3,79,Clean & Clear,74,1.0675675675675675
741,hellobubble.com,2021-07-19,28,306,Bubble,10,30.6
323,cetaphil.com,2021-07-19,19,431,Cetaphil,175,2.462857142857143
3,cerave.com,2021-07-19,91,1292,Cerave,189,6.835978835978836
739,hellobubble.com,2021-07-20,35,341,Bubble,10,34.1
11,cerave.com,2021-07-20,84,1376,Cerave,189,7.28042328042328
536,cleanandclear.com,2021-07-20,8,87,Clean & Clear,74,1.1756756756756757
974,neutrogena.com,2021-07-20,38,1026,Neutrogena,742,1.3827493261455526
392,cetaphil.com,2021-07-20,12,443,Cetaphil,175,2.5314285714285716
940,neutrogena.com,2021-07-21,49,1075,Neutrogena,742,1.4487870619946093
743,hellobubble.com,2021-07-21,22,363,Bubble,10,36.3
563,cleanandclear.com,2021-07-21,4,91,Clean & Clear,74,1.2297297297297298
64,cerave.com,2021-07-21,61,1437,Cerave,189,7.603174603174603
324,cetaphil.com,2021-07-21,19,462,Cetaphil,175,2.64
311,cetaphil.com,2021-07-22,21,483,Cetaphil,175,2.76
540,cleanandclear.com,2021-07-22,7,98,Clean & Clear,74,1.3243243243243243
754,hellobubble.com,2021-07-22,14,377,Bubble,10,37.7
94,cerave.com,2021-07-22,55,1492,Cerave,189,7.894179894179894
1034,neutrogena.com,2021-07-22,29,1104,Neutrogena,742,1.4878706199460916
369,cetaphil.com,2021-07-23,14,497,Cetaphil,175,2.84
1121,neutrogena.com,2021-07-23,22,1126,Neutrogena,742,1.517520215633423
742,hellobubble.com,2021-07-23,28,405,Bubble,10,40.5
48,cerave.com,2021-07-23,65,1557,Cerave,189,8.238095238095237
537,cleanandclear.com,2021-07-23,8,106,Clean & Clear,74,1.4324324324324325
755,hellobubble.com,2021-07-24,14,419,Bubble,10,41.9
1074,neutrogena.com,2021-07-24,26,1152,Neutrogena,742,1.5525606469002695
481,cetaphil.com,2021-07-24,7,504,Cetaphil,175,2.88
155,cerave.com,2021-07-24,42,1599,Cerave,189,8.46031746031746
604,cleanandclear.com,2021-07-24,2,108,Clean & Clear,74,1.4594594594594594
23,cerave.com,2021-07-25,74,1673,Cerave,189,8.851851851851851
348,cetaphil.com,2021-07-25,16,520,Cetaphil,175,2.9714285714285715
1035,neutrogena.com,2021-07-25,29,1181,Neutrogena,742,1.591644204851752
534,cleanandclear.com,2021-07-25,9,117,Clean & Clear,74,1.5810810810810811
747,hellobubble.com,2021-07-25,18,437,Bubble,10,43.7
782,hellobubble.com,2021-07-26,5,442,Bubble,10,44.2
297,cetaphil.com,2021-07-26,24,544,Cetaphil,175,3.1085714285714285
121,cerave.com,2021-07-26,48,1721,Cerave,189,9.105820105820106
987,neutrogena.com,2021-07-26,36,1217,Neutrogena,742,1.6401617250673854
546,cleanandclear.com,2021-07-26,6,123,Clean & Clear,74,1.662162162162162
949,neutrogena.com,2021-07-27,46,1263,Neutrogena,742,1.702156334231806
393,cetaphil.com,2021-07-27,12,556,Cetaphil,175,3.177142857142857
751,hellobubble.com,2021-07-27,15,457,Bubble,10,45.7
61,cerave.com,2021-07-27,62,1783,Cerave,189,9.433862433862434
572,cleanandclear.com,2021-07-27,3,126,Clean & Clear,74,1.7027027027027026
744,hellobubble.com,2021-07-28,21,478,Bubble,10,47.8
86,cerave.com,2021-07-28,56,1839,Cerave,189,9.73015873015873
1007,neutrogena.com,2021-07-28,33,1296,Neutrogena,742,1.7466307277628033
541,cleanandclear.com,2021-07-28,7,133,Clean & Clear,74,1.7972972972972974
349,cetaphil.com,2021-07-28,16,572,Cetaphil,175,3.2685714285714287
752,hellobubble.com,2021-07-29,15,493,Bubble,10,49.3
34,cerave.com,2021-07-29,69,1908,Cerave,189,10.095238095238095
303,cetaphil.com,2021-07-29,23,595,Cetaphil,175,3.4
1050,neutrogena.com,2021-07-29,28,1324,Neutrogena,742,1.784366576819407
552,cleanandclear.com,2021-07-29,5,138,Clean & Clear,74,1.864864864864865
350,cetaphil.com,2021-07-30,16,611,Cetaphil,175,3.4914285714285715
999,neutrogena.com,2021-07-30,34,1358,Neutrogena,742,1.830188679245283
573,cleanandclear.com,2021-07-30,3,141,Clean & Clear,74,1.9054054054054055
764,hellobubble.com,2021-07-30,9,502,Bubble,10,50.2
111,cerave.com,2021-07-30,51,1959,Cerave,189,10.365079365079366
574,cleanandclear.com,2021-07-31,3,144,Clean & Clear,74,1.945945945945946
430,cetaphil.com,2021-07-31,10,621,Cetaphil,175,3.5485714285714285
1036,neutrogena.com,2021-07-31,29,1387,Neutrogena,742,1.8692722371967656
757,hellobubble.com,2021-07-31,13,515,Bubble,10,51.5
142,cerave.com,2021-07-31,45,2004,Cerave,189,10.603174603174603
605,cleanandclear.com,2021-08-01,2,146,Clean & Clear,74,1.972972972972973
765,hellobubble.com,2021-08-01,9,524,Bubble,10,52.4
112,cerave.com,2021-08-01,51,2055,Cerave,189,10.873015873015873
988,neutrogena.com,2021-08-01,36,1423,Neutrogena,742,1.917789757412399
431,cetaphil.com,2021-08-01,10,631,Cetaphil,175,3.605714285714286
606,cleanandclear.com,2021-08-02,2,148,Clean & Clear,74,2.0
482,cetaphil.com,2021-08-02,7,638,Cetaphil,175,3.645714285714286
