,instagram_id,fct_date,canonical_brand_url,fct_followers_count,est_followers_count,fct_following_count,est_following_count,fct_posts_count,est_posts_count,execution_period,comments,likes
12,7740896584,2021-11-01,properwhiskey.com,,774644.7,,1.0008245,,486.48923,2021-12,545.0,60549.0
17,211618639,2021-11-01,dulcevidaspirits.com,,23592.738,,4778.873,,1572.6703,2021-12,41.0,1441.0
208,2179286233,2021-11-01,lossundays.com,,36535.99,,4824.267,,614.50446,2021-12,483.0,9991.0
70,16168990751,2021-11-01,teremana.com,,752116.7,,3.0,,199.4872,2021-12,1128.0,43070.0
232,2263717464,2021-11-01,madremezcal.com,,34168.562,,792.8361,,455.71417,2021-12,56.0,6563.0
169,2263717464,2021-12-01,madremezcal.com,35655.0,34911.78,872.0,832.418,468.0,461.8571,2021-12,68.0,6828.0
107,7740896584,2021-12-01,properwhiskey.com,774490.0,774567.4,1.0,1.0004122,508.0,497.2446,2021-12,,
233,2694491630,2021-12-01,ghosttequila.com,,11833.0,,2015.0,,879.0,2021-12,,
55,211618639,2021-12-01,dulcevidaspirits.com,24217.0,23904.87,4923.0,4850.9365,1584.0,1578.3351,2021-12,,
227,16168990751,2021-12-01,teremana.com,768858.0,760487.3,3.0,3.0,220.0,209.7436,2021-12,1009.0,51334.0
33,2179286233,2021-12-01,lossundays.com,39191.0,37863.492,4954.0,4889.1333,641.0,627.7522,2021-12,,
246,7617656729,2021-12-01,mezcalrosaluna.com,13947.0,13758.234,382.0,374.4636,418.0,396.86258,2021-12,,
