source_name,tokenized_review,tokenized_review
credo,decently,1
credo,decoltage,1
credo,decreasing,1
credo,dedication,1
credo,deep-glow,1
credo,def,1
credo,definite,1
credo,definitley,1
credo,deliciously,1
credo,deliever,1
credo,delish,1
credo,demographic,1
credo,dennis,1
credo,derm,1
credo,derma,1
credo,dermatologist-prescribed,1
credo,describe,1
credo,described,1
credo,desert,1
credo,desired,1
credo,desk,1
credo,despises,1
credo,dessert,1
credo,dessert-like,1
credo,destroying,1
credo,determine,1
credo,deterrent,1
credo,develop,1
credo,developed,1
credo,devoted,1
credo,dewier,1
credo,dewiness,1
credo,dewy/glowy,1
credo,dewy/tacky,1
credo,differently,1
credo,differin,1
credo,diminished,1
credo,diminishes,1
credo,dimithicone,1
credo,dioxide,1
credo,direction,1
credo,dirt/oil,1
credo,disappointing,1
credo,disarming,1
credo,disco,1
credo,discolored,1
credo,discontinued,1
credo,dispense,1
credo,disrupt,1
credo,distinct,1
credo,distort,1
credo,dmn,1
credo,doctor,1
credo,dog,1
credo,doll,1
credo,dont,1
credo,dose,1
credo,doubling,1
credo,doubt,1
credo,downside,1
credo,dr,1
credo,drag,1
credo,dreaded,1
credo,dreamt,1
credo,dreamy,1
credo,dressing,1
credo,drier,1
credo,drink,1
credo,drinking,1
credo,dripping,1
credo,drive,1
credo,drug,1
credo,drugstore,1
credo,dry/combo,1
credo,dry/sensitive,1
credo,dual,1
credo,dud,1
credo,durability,1
credo,eager,1
credo,ear,1
credo,earth,1
credo,earthy,1
credo,easiness,1
credo,east,1
credo,eat,1
credo,economical,1
credo,eczema,1
credo,eff,1
credo,effected,1
credo,efficacy,1
credo,effortless,1
credo,effortlessly,1
credo,element,1
credo,eliminated,1
credo,email,1
credo,emollient,1
credo,empty,1
credo,energy,1
credo,enjoyable,1
credo,ensure,1
credo,equally,1
credo,era,1
credo,eraser-like,1
credo,essential-oil-based,1
credo,essentially,1
credo,ethic,1
credo,ethos,1
credo,eventually,1
credo,exa,1
credo,exceeded,1
credo,exceptionally,1
credo,excessive,1
credo,exciting,1
credo,exclusively,1
credo,executed,1
credo,exfoliate,1
credo,exist,1
credo,existing,1
credo,expectation,1
credo,experimented,1
credo,experimenting,1
credo,explore,1
credo,exposed,1
credo,exposure,1
credo,extended,1
credo,extent,1
credo,eyelid,1
credo,ezcema,1
credo,face,1
credo,face/neck/décolletage,1
credo,facewash,1
credo,faintly,1
credo,fair-medium,1
credo,faith,1
credo,fall/winter,1
credo,falling,1
credo,fam,1
credo,fancy,1
credo,fare,1
credo,fart,1
credo,fault,1
credo,faves,1
credo,favs,1
credo,feared,1
credo,fellow,1
credo,fewer,1
credo,field,1
credo,figured,1
credo,figuring,1
credo,filament,1
credo,final,1
credo,finger-lengths,1
credo,fingertip,1
credo,firming,1
credo,fix,1
credo,fixed,1
credo,flakey,1
credo,flaking,1
credo,flatten,1
credo,flawless,1
credo,fleck,1
credo,florida,1
credo,flow,1
credo,foamy,1
credo,fold,1
credo,folk,1
credo,following,1
credo,fond,1
credo,fooled,1
credo,foolish,1
credo,forbid,1
credo,forever-products,1
credo,foreverrr,1
credo,forget,1
credo,forgot,1
credo,forming,1
credo,formulated,1
credo,fraction,1
credo,frankincense,1
credo,freckle,1
credo,freckly,1
credo,frequency,1
credo,frequent,1
credo,frequently,1
credo,fresh-faced,1
credo,friendship,1
credo,fruit,1
credo,functional,1
credo,funky,1
credo,funny,1
credo,fyi,1
credo,gateway,1
credo,gather,1
credo,gauge,1
credo,gell,1
credo,genius,1
credo,gentleness,1
credo,gentlest,1
credo,ghost,1
credo,ghostly,1
credo,ghosty,1
credo,ginormous,1
credo,ginzing,1
credo,girl,1
credo,glass,1
credo,glimmer,1
credo,glitter,1
credo,glowy/dewy,1
credo,glycolic,1
credo,go-tos,1
credo,gold,1
credo,goodbye,1
credo,goop,1
credo,gorgeous,1
credo,grab,1
credo,gravitate,1
credo,grease,1
credo,greasy-which,1
credo,greasy/heavy,1
credo,green,1
credo,gresdy,1
credo,grime,1
credo,gripe,1
credo,grown,1
credo,guarantee,1
credo,guava,1
credo,gum,1
credo,guy,1
credo,ha,1
credo,haha,1
credo,hail,1
credo,haley,1
credo,handle,1
credo,hanging,1
credo,happened,1
credo,happens,1
credo,happily,1
credo,harmful,1
credo,hazel,1
credo,headache,1
credo,headed,1
credo,hear,1
credo,hearing,1
credo,heart,1
credo,heartbeat,1
credo,heaviness,1
credo,heavy/greasy,1
credo,heck,1
credo,heed,1
credo,hello,1
credo,hero,1
credo,hi,1
credo,high-end,1
credo,highlighted,1
credo,highly-rated,1
credo,hiking,1
credo,hit,1
credo,holiday,1
credo,home/work/errand,1
credo,honest,1
credo,hooded,1
credo,hooray,1
credo,hopeful,1
credo,hopefully,1
credo,hormone,1
credo,hr,1
credo,hugely,1
credo,hunting,1
credo,hurt,1
credo,hybrid,1
credo,hyram,1
credo,icing,1
credo,id,1
credo,ideal,1
credo,idk,1
credo,ie,1
credo,ignore,1
credo,immediate,1
credo,impact,1
credo,imparts,1
credo,impossible,1
credo,incentive,1
credo,include,1
credo,includes,1
credo,inconsistent,1
credo,incorporate,1
credo,indescribable,1
credo,indicator,1
credo,indulge,1
credo,inflame,1
credo,infusing,1
credo,ingrown,1
credo,injecting,1
credo,inside,1
credo,intend,1
credo,intensely,1
credo,intensity,1
credo,interested,1
credo,interesting,1
credo,interfere,1
credo,internet,1
credo,intrigued,1
credo,introduced,1
credo,invent,1
credo,invigorating,1
credo,invisible,1
credo,iridescence,1
credo,iridescent/shiny,1
credo,iron,1
credo,irritates,1
credo,isopropyl,1
credo,it—hoping,1
credo,ivory,1
credo,iykyk,1
credo,jamba,1
credo,jaw,1
credo,jojoba,1
credo,josh,1
credo,journey,1
credo,juicy,1
credo,jumbo,1
credo,jumping,1
credo,keeper,1
credo,key,1
credo,kick,1
credo,kiss,1
credo,kit,1
credo,knock,1
credo,korean,1
credo,l,1
credo,la,1
credo,lab,1
credo,labeled,1
credo,lack,1
credo,lake,1
credo,largely,1
credo,lathering,1
credo,launch,1
credo,lauryl,1
credo,lead,1
credo,lean,1
credo,led,1
credo,legitimate,1
credo,lessened,1
credo,lesson,1
credo,letting,1
credo,lifesaver,1
credo,lift,1
credo,light/gel-like,1
credo,light/medium,1
credo,lightened,1
credo,lightening,1
credo,like,1
credo,liking,1
credo,limited-edition,1
credo,liquid,1
credo,listed,1
credo,lit,1
credo,littlest,1
credo,lived,1
credo,load,1
credo,location,1
credo,locking,1
credo,lodger,1
credo,loneliness,1
credo,long-lasting,1
credo,longer-lasting,1
credo,lotion-like,1
credo,lovekinship❤,1
credo,lovey,1
credo,lower,1
credo,loyal,1
credo,luckily,1
credo,luscious,1
credo,luxury,1
credo,macaulay,1
credo,magical,1
credo,main,1
credo,mainstay,1
credo,maintains,1
credo,maintenance,1
credo,makeshift,1
credo,manage,1
credo,managed,1
credo,manuka,1
credo,mara,1
credo,marked,1
credo,marketed,1
credo,marketing,1
credo,mashing,1
credo,mask-like,1
credo,masked,1
credo,mate,1
credo,material,1
credo,maturing,1
credo,maura,1
credo,mcdonald,1
credo,meaning,1
credo,meant,1
credo,measure,1
credo,medical,1
credo,medicine,1
credo,medium-dark,1
credo,medium-deep,1
credo,medium-light,1
credo,meet,1
credo,mention,1
credo,mi,1
credo,microbiome,1
credo,mid,1
credo,mid-way,1
credo,mid-weight,1
credo,mighty,1
credo,mild/gentle,1
credo,mile,1
credo,milk,1
credo,minimal/no,1
credo,minimized,1
credo,minimizes,1
credo,minimum,1
credo,misdiagnosed,1
credo,missed,1
credo,missing,1
credo,mist,1
credo,mistake,1
credo,mixed,1
credo,mixing,1
credo,moderate,1
credo,moderately,1
credo,moist,1
credo,moisterizer,1
credo,moisterizing,1
credo,moisturing,1
credo,moisturizer/makeup,1
credo,moisurizer,1
credo,monolids,1
credo,monthly,1
credo,mood,1
credo,moody,1
credo,mother-in-law,1
credo,mountain,1
credo,mouth,1
credo,movie,1
credo,must-have,1
credo,n,1
credo,na,1
credo,nasty,1
credo,nc,1
credo,nd,1
credo,neal,1
credo,necessary,1
credo,needing,1
credo,neem,1
credo,nerve,1
credo,neurodisruptor,1
credo,nevative,1
credo,never-ending,1
credo,nevertheless,1
credo,news,1
credo,nighttime,1
credo,non-cloying,1
credo,non-drying,1
credo,non-harsh,1
credo,non-nano,1
credo,non-pore-clogging,1
credo,non-whitening,1
credo,normal/oily,1
credo,nostril,1
credo,noticable,1
credo,nourished,1
credo,nowhere,1
credo,nsl,1
credo,nude,1
credo,number,1
credo,nutrient,1
credo,oatmeal,1
credo,obnoxious,1
credo,obviously,1
credo,occasionally,1
credo,occlusive,1
credo,occurs,1
credo,off-putting,1
credo,offensive,1
credo,offering,1
credo,oil/balm/gloss,1
credo,oils/fragrance,1
credo,oily/combination,1
credo,oily/combo,1
credo,online,1
credo,open,1
credo,opening,1
credo,opposed,1
credo,oral,1
credo,orange,1
credo,orangey/citrus,1
credo,ordinary,1
credo,origin,1
credo,ot,1
credo,otc,1
credo,ounce,1
credo,outer,1
credo,overbearing,1
credo,overcast,1
credo,owp,1
credo,pack,1
credo,packaged,1
credo,pain,1
credo,pale,1
credo,palm,1
credo,palmitate,1
credo,pampered,1
credo,pampering,1
credo,par,1
credo,parched,1
credo,partner,1
credo,partnered,1
credo,pas,1
credo,passion,1
credo,paste,1
credo,paste-y,1
credo,patchy,1
credo,patient,1
credo,pay,1
credo,paying,1
credo,peach,1
credo,pearlescent,1
credo,penetrate,1
credo,peppermint,1
credo,performs,1
credo,perfume,1
credo,perk,1
credo,perplexed,1
credo,personal,1
credo,personality,1
credo,pesky,1
credo,peter,1
credo,peterolium,1
credo,petroleum,1
credo,pheoxyethanol,1
credo,pick-me-up,1
credo,picking,1
credo,pinch,1
credo,pineapple,1
credo,pink/peachy,1
credo,pixi,1
credo,planet,1
credo,plastic-y,1
credo,pleasing,1
credo,plumped,1
credo,plumping,1
credo,plunge,1
credo,pm,1
credo,poc,1
credo,polished,1
credo,polypeptide,1
credo,ponytail,1
credo,poof,1
credo,pool,1
credo,popped,1
credo,popular,1
credo,pores—my,1
credo,poring,1
credo,portable,1
credo,post,1
credo,post-consumer,1
credo,post-makeup,1
credo,post-workout,1
credo,postpartum,1
credo,potent,1
credo,power,1
credo,practically,1
credo,pre,1
credo,preceded,1
credo,preference,1
credo,pregnancy,1
credo,prescription,1
credo,present,1
credo,pressed,1
credo,preventing,1
credo,previous,1
credo,pricier,1
credo,pricy,1
credo,pro,1
credo,proactiv,1
credo,probe,1
credo,problem.use,1
credo,problematic,1
credo,producing,1
credo,project,1
credo,pronounced,1
credo,proper,1
credo,property,1
credo,protect,1
credo,protective,1
credo,protini,1
credo,psychological,1
credo,public,1
credo,pudding,1
credo,puffiness,1
credo,pull,1
credo,pure,1
credo,purple,1
credo,push,1
credo,pushing,1
credo,pustule/whitehead,1
credo,quantity,1
credo,quest,1
credo,question,1
credo,radiates,1
credo,radically,1
credo,rainbowy,1
credo,rank,1
credo,rare,1
credo,rash,1
credo,rate,1
credo,rated,1
credo,ravaged,1
credo,re-ordered,1
credo,reaaaally,1
credo,reacts,1
credo,ready,1
credo,realize,1
credo,realizing,1
credo,reallly,1
credo,rebalance,1
credo,rebought,1
credo,rebuy,1
credo,receive,1
credo,recomend,1
credo,recommendation,1
credo,recommending,1
credo,recommends,1
credo,record,1
credo,recyclable,1
credo,redness/inflammation/breakouts,1
credo,redness/irritation,1
credo,reducing,1
credo,reduction,1
credo,reef-safe,1
credo,refill,1
credo,refreshes,1
credo,regardless,1
credo,regretting,1
credo,reinforce,1
credo,rejuvenating,1
credo,released,1
credo,reliable,1
credo,relieving,1
credo,religiously,1
credo,rely,1
credo,remaining,1
credo,remembered,1
credo,reminded,1
credo,removing,1
credo,reordering,1
credo,repeat,1
credo,requirement,1
credo,requires,1
credo,researching,1
credo,residual,1
credo,resistance,1
credo,resistant,1
credo,resolved,1
credo,resort,1
credo,response,1
credo,restore,1
credo,resulting,1
credo,retin-a,1
credo,retinal/spot,1
credo,returned,1
credo,reviewed,1
credo,revived,1
credo,reward,1
credo,richer,1
credo,rinse,1
credo,ritual,1
credo,rms,1
credo,rolled,1
credo,roller,1
credo,root,1
credo,rose-scented,1
credo,roseacea,1
credo,rosebrook,1
credo,rotate,1
credo,rotating,1
credo,rotation,1
credo,roth,1
credo,rough,1
credo,round,1
credo,rounded,1
credo,row,1
credo,run-of-the-mill,1
credo,running,1
credo,rush,1
credo,sa,1
credo,safest,1
credo,sale,1
credo,salicyclic,1
credo,sampled,1
credo,sampler,1
credo,sana,1
credo,sanitary,1
credo,sans,1
credo,sat,1
credo,satisfied,1
credo,savior,1
credo,scaly,1
credo,scara,1
credo,scare,1
credo,scaring,1
credo,scarred,1
credo,school,1
credo,science,1
credo,scrumptious,1
credo,se,1
credo,seal,1
credo,sebaceous,1
credo,sebum,1
credo,seek,1
credo,seemingly,1
credo,seeps,1
credo,self-care,1
credo,sense,1
credo,sensitized,1
credo,separate,1
credo,september,1
credo,setting,1
credo,settled,1
credo,severe,1
credo,shade,1
credo,shard,1
credo,sharing,1
credo,shatteringly,1
credo,shaving,1
credo,sheen-y,1
credo,sheet,1
credo,shell,1
credo,shift,1
credo,shimmer-factor,1
credo,shiseido,1
credo,shot,1
credo,shoulder,1
credo,shoulder/upper,1
credo,showed,1
credo,shrug,1
credo,shrunk,1
credo,sickly-sweet,1
credo,sim,1
credo,simplicity,1
credo,sister,1
credo,sister-in-law,1
credo,site,1
credo,six,1
credo,sizing,1
credo,ski,1
credo,skintone,1
credo,skip,1
credo,sku,1
credo,slathered,1
credo,slightly-tan,1
credo,slower,1
credo,smallest,1
credo,smile,1
credo,smith,1
credo,sneaking,1
credo,soap,1
credo,soccer,1
credo,soda,1
credo,sodium,1
credo,softest,1
credo,softly,1
credo,softness,1
credo,solidified,1
credo,soo,1
credo,sooner,1
credo,soothe,1
credo,soul,1
credo,sound,1
credo,south,1
credo,sparingly,1
credo,sparkle,1
credo,speak,1
credo,spearmint,1
credo,special,1
credo,specially,1
credo,specific,1
credo,specifically,1
credo,spectrum,1
credo,speed,1
credo,spf/moisturizer,1
credo,splash,1
credo,splotch,1
credo,sporadic,1
credo,spot-treat,1
credo,spot-treating,1
credo,spring,1
credo,squeeze,1
credo,standing,1
credo,starter,1
credo,static,1
credo,stayed,1
credo,staying,1
credo,steroid,1
credo,sticker,1
credo,sticking,1
credo,sticky/tacky,1
credo,stinging,1
credo,stingy,1
credo,stock,1
credo,stocked,1
credo,stocking,1
credo,stood,1
credo,straight,1
credo,streaky,1
credo,strip,1
credo,stripped,1
credo,struggly,1
credo,stub,1
credo,stuck,1
credo,stumbled,1
credo,stunning,1
credo,subsided,1
credo,succeeds,1
credo,successful,1
credo,sucked,1
credo,sucking,1
credo,sudden,1
credo,suds,1
credo,suffering,1
credo,suffocated,1
credo,sugary,1
credo,suit,1
credo,sulfate,1
credo,sulfer,1
credo,sun-blocker,1
credo,sun-kissed,1
credo,sunny,1
credo,sunshine,1
credo,superior,1
credo,supermelt,1
credo,supposed,1
credo,supremelt,1
credo,surge,1
credo,surgical,1
credo,surprise,1
credo,surprisingly,1
credo,surrounding,1
credo,suspect,1
credo,sweat/water,1
credo,sweatproof,1
credo,sweaty,1
credo,sweetness,1
credo,swip,1
credo,synthetic,1
credo,ta,1
credo,table,1
credo,tackle,1
credo,tactic,1
credo,taken,1
credo,tale,1
credo,tall,1
credo,tan/medium,1
credo,tanning,1
credo,tap,1
credo,taught,1
credo,taut,1
credo,tea,1
credo,team,1
credo,teenage,1
credo,teenager,1
credo,teensy,1
credo,telling,1
credo,temp,1
credo,temperature,1
credo,temperatures/humidity,1
credo,terribly,1
credo,terrific,1
credo,tested,1
credo,texas,1
credo,texture/quality,1
credo,thankful,1
credo,thankfully,1
credo,therefore,1
credo,these-super,1
credo,thinner,1
credo,tho,1
credo,thomas,1
credo,thorough,1
credo,throughly,1
credo,throw,1
credo,thumb,1
credo,thus,1
credo,tightening,1
credo,tighter,1
credo,time-even,1
credo,tinting,1
credo,tiredness,1
credo,title,1
credo,titular,1
credo,toasted,1
credo,toe,1
credo,tolerable,1
credo,too–no,1
credo,too—plumps,1
credo,topped,1
credo,torn,1
credo,total,1
credo,towel,1
credo,toxic,1
credo,toy,1
credo,track,1
credo,traded,1
credo,traditional,1
credo,transform,1
credo,transparent,1
credo,transported,1
credo,treating,1
credo,tree,1
credo,trio,1
credo,triple,1
credo,truth,1
credo,tweak,1
credo,tweet,1
credo,twist,1
credo,two-step,1
credo,ultimate,1
credo,ultra,1
credo,umbra,1
credo,unbearably,1
credo,under-eye,1
credo,under-the-skin,1
credo,undereye,1
credo,undereyes,1
credo,underlying,1
credo,undertone,1
credo,unflattering,1
credo,unfortunate,1
credo,unheard,1
credo,unified,1
credo,unimpressed,1
credo,unrivaled,1
credo,unsure,1
credo,unsurprisingly,1
credo,unusual,1
credo,unwearable,1
credo,ups,1
credo,upset,1
credo,up😘,1
credo,usable,1
credo,usage,1
credo,user,1
credo,usng,1
credo,v,1
credo,vanilla-marshmallow,1
credo,vanilla-turmeric,1
credo,vanish,1
credo,variety,1
credo,vaseline,1
credo,veeeeery,1
credo,vegan,1
credo,verdict,1
credo,versatile,1
credo,via,1
credo,vision,1
credo,visualize,1
credo,vive,1
credo,voila,1
credo,volition,1
credo,w/in,1
credo,waited,1
credo,waking,1
credo,wall,1
credo,wallet,1
credo,wan,1
credo,wanting,1
credo,warm,1
credo,warmer,1
credo,warms,1
credo,warning,1
credo,wasting,1
credo,waterproof,1
credo,watery,1
credo,wavered,1
credo,wearable,1
credo,weightless,1
credo,welcomed,1
credo,well-suited,1
credo,west,1
credo,wfh,1
credo,whenever,1
credo,wherever,1
credo,whiff,1
credo,whim,1
credo,whirl,1
credo,white-paste,1
credo,whiter,1
credo,whitish,1
credo,wholesome,1
credo,window,1
credo,witch,1
credo,withour,1
credo,woah,1
credo,woman,1
credo,wonderfully,1
credo,wonderful—it,1
credo,work-around,1
credo,worsen,1
credo,wrecked,1
credo,write,1
credo,x/week,1
credo,xoxo,1
credo,y'all,1
credo,yard,1
credo,yay,1
credo,yellowish,1
credo,ymmv,1
credo,yo,1
credo,young,1
credo,younger,1
credo,youth,1
credo,zephyr,1
credo,zoom,1
credo,✓,1
credo,❤,1
credo,❤️,1
credo,💕💕,1
ulta,skin,1686
ulta,sunscreen,755
ulta,feel,500
ulta,dry,360
ulta,really,344
ulta,use,344
ulta,make,267
ulta,one,267
ulta,moisturizer,259
ulta,would,253
ulta,cast,245
ulta,smell,245
ulta,well,230
ulta,look,222
ulta,go,204
ulta,used,198
ulta,cleanser,196
ulta,work,195
ulta,sensitive,191
ulta,oily,189
ulta,kinship,185
ulta,super,180
ulta,leaf,179
ulta,nice,179
ulta,amazing,176
ulta,acne,171
ulta,makeup,165
ulta,first,161
ulta,product,161
ulta,definitely,157
ulta,eye,155
ulta,scent,154
ulta,feeling,153
ulta,light,153
ulta,much,151
ulta,time,151
ulta,little,150
ulta,tried,148
ulta,mask,146
ulta,clean,145
ulta,spf,141
ulta,leave,138
ulta,give,137
ulta,greasy,135
ulta,mineral,135
ulta,cream,125
ulta,soft,123
ulta,try,121
ulta,still,115
ulta,pimple,113
ulta,think,113
ulta,glow,110
ulta,bit,108
ulta,smooth,106
ulta,way,106
ulta,breakout,105
ulta,break,102
ulta,moisturizing,102
ulta,felt,101
ulta,ingredient,100
ulta,texture,100
ulta,new,97
ulta,oil,95
ulta,week,95
ulta,gentle,93
ulta,perfect,93
ulta,help,92
ulta,made,92
ulta,night,92
ulta,without,89
ulta,thing,88
ulta,lot,87
ulta,long,86
ulta,looking,86
ulta,better,85
ulta,find,85
ulta,found,80
ulta,say,80
ulta,wear,80
ulta,every,79
ulta,skincare,78
ulta,apply,77
ulta,favorite,76
ulta,finish,76
ulta,heavy,76
ulta,ever,75
ulta,away,74
ulta,brand,73
ulta,put,73
ulta,blend,72
ulta,could,71
ulta,day,71
ulta,zinc,70
ulta,left,69
ulta,sticky,69
ulta,wash,69
ulta,bad,68
ulta,hydrated,67
ulta,lightweight,67
ulta,need,67
ulta,pore,67
ulta,pretty,67
ulta,morning,66
ulta,tint,66
ulta,always,65
ulta,bought,64
ulta,absolutely,62
ulta,many,62
ulta,routine,62
ulta,box,61
ulta,dewy,61
ulta,ca,60
ulta,happy,60
ulta,hydrating,60
ulta,wanted,60
ulta,actually,59
ulta,combination,59
ulta,papaya,59
ulta,something,59
ulta,though,59
ulta,year,59
ulta,clear,58
ulta,however,58
ulta,buy,57
ulta,slight,56
ulta,easily,55
ulta,keep,55
ulta,noticed,55
ulta,price,55
ulta,prone,55
ulta,started,55
ulta,vanilla,55
ulta,spot,53
ulta,sun,53
ulta,enough,52
ulta,overall,52
ulta,want,52
ulta,hour,51
ulta,review,51
ulta,pad,50
ulta,tone,50
ulta,come,49
ulta,fragrance,49
ulta,glowy,49
ulta,helped,49
ulta,size,49
ulta,trendmood,49
ulta,highly,48
ulta,top,48
ulta,worth,48
ulta,drying,47
ulta,know,47
ulta,loved,47
ulta,may,47
ulta,packaging,47
ulta,quickly,47
ulta,right,47
ulta,last,46
ulta,take,46
ulta,extremely,45
ulta,irritate,45
ulta,le,45
ulta,marshmallow,45
ulta,moisture,45
ulta,strong,45
ulta,stuff,45
ulta,type,45
ulta,almost,44
ulta,completely,44
ulta,difference,44
ulta,easy,44
ulta,formula,44
ulta,going,44
ulta,natural,44
ulta,purchase,44
ulta,red,44
ulta,result,44
ulta,rub,44
ulta,applied,43
ulta,chemical,43
ulta,daily,43
ulta,literally,43
ulta,anything,42
ulta,combo,42
ulta,sure,42
ulta,tinted,42
ulta,cause,41
ulta,moisturized,41
ulta,month,41
ulta,people,41
ulta,probably,41
ulta,usually,41
ulta,another,40
ulta,area,40
ulta,beautiful,40
ulta,job,40
ulta,minute,40
ulta,oxide,40
ulta,back,39
ulta,two,39
ulta,everything,38
ulta,lip,38
ulta,potion,38
ulta,sweet,38
ulta,yet,38
ulta,application,37
ulta,consistency,37
ulta,nothing,37
ulta,effective,36
ulta,fair,36
ulta,full,36
ulta,honestly,36
ulta,star,36
ulta,thought,36
ulta,wish,36
ulta,dark,35
ulta,end,35
ulta,getting,35
ulta,high,35
ulta,redness,35
ulta,second,35
ulta,trying,35
ulta,absorbs,34
ulta,either,34
ulta,saw,34
ulta,thick,34
ulta,fresh,33
ulta,looked,33
ulta,burn,32
ulta,different,32
ulta,excited,32
ulta,liked,32
ulta,nicely,32
ulta,repurchase,32
ulta,shiny,32
ulta,wearing,32
ulta,around,31
ulta,gone,31
ulta,life,31
ulta,personally,31
ulta,supermello,31
ulta,treatment,31
ulta,pleasant,30
ulta,plus,30
ulta,winter,30
ulta,wonderful,30
ulta,applying,29
ulta,awesome,29
ulta,dried,29
ulta,gave,29
ulta,mint,29
ulta,needed,29
ulta,protection,29
ulta,purchased,29
ulta,refreshed,29
ulta,slightly,29
ulta,tube,29
ulta,beautifully,28
ulta,gel,28
ulta,healthy,28
ulta,kind,28
ulta,problem,28
ulta,quite,28
ulta,someone,28
ulta,amount,27
ulta,color,27
ulta,couple,27
ulta,disappointed,27
ulta,fan,27
ulta,glad,27
ulta,glowing,27
ulta,layer,27
ulta,making,27
ulta,naked,27
ulta,refreshing,27
ulta,safe,27
ulta,self,27
ulta,wo,27
ulta,already,26
ulta,care,26
ulta,else,26
ulta,everyday,26
ulta,issue,26
ulta,point,26
ulta,primer,26
ulta,summer,26
ulta,decided,25
ulta,lovely,25
ulta,mind,25
ulta,pale,25
ulta,patch,25
ulta,perfectly,25
ulta,reaction,25
ulta,remove,25
ulta,throughout,25
ulta,took,25
ulta,unfortunately,25
ulta,went,25
ulta,whole,25
ulta,wipe,25
ulta,working,25
ulta,blemish,24
ulta,buying,24
ulta,continue,24
ulta,darker,24
ulta,facial,24
ulta,foundation,24
ulta,hate,24
ulta,irritated,24
ulta,least,24
ulta,line,24
ulta,normal,24
ulta,seems,24
ulta,worked,24
ulta,big,23
ulta,burning,23
ulta,complexion,23
ulta,creamy,23
ulta,fine,23
ulta,forehead,23
ulta,get,23
ulta,impressed,23
ulta,moisturizers,23
ulta,others,23
ulta,reef,23
ulta,reflect,23
ulta,said,23
ulta,sweat,23
ulta,able,22
ulta,applies,22
ulta,bright,22
ulta,came,22
ulta,cheek,22
ulta,especially,22
ulta,exfoliating,22
ulta,finally,22
ulta,next,22
ulta,please,22
ulta,residue,22
ulta,set,22
ulta,small,22
ulta,subtle,22
ulta,tacky,22
ulta,thank,22
ulta,weird,22
ulta,within,22
ulta,add,21
ulta,deep,21
ulta,irritation,21
ulta,putting,21
ulta,run,21
ulta,thanks,21
ulta,water,21
ulta,anyone,20
ulta,brightening,20
ulta,bump,20
ulta,delicious,20
ulta,matte,20
ulta,nose,20
ulta,noticeable,20
ulta,obsessed,20
ulta,physical,20
ulta,prefer,20
ulta,rosacea,20
ulta,start,20
ulta,swipe,20
ulta,twice,20
ulta,worried,20
ulta,bag,19
ulta,cleansing,19
ulta,company,19
ulta,enjoy,19
ulta,hand,19
ulta,ipsy,19
ulta,money,19
ulta,mud,19
ulta,notice,19
ulta,overpowering,19
ulta,pill,19
ulta,reason,19
ulta,smaller,19
ulta,stay,19
ulta,acne-prone,18
ulta,beauty,18
ulta,blackhead,18
ulta,breaking,18
ulta,burned,18
ulta,cleared,18
ulta,forever,18
ulta,kept,18
ulta,let,18
ulta,live,18
ulta,melt,18
ulta,might,18
ulta,old,18
ulta,powder,18
ulta,recommended,18
ulta,serum,18
ulta,side,18
ulta,smoothly,18
ulta,tend,18
ulta,tingly,18
ulta,truly,18
ulta,ulta,18
ulta,weight,18
ulta,added,17
ulta,caused,17
ulta,changed,17
ulta,chin,17
ulta,cool,17
ulta,done,17
ulta,due,17
ulta,experience,17
ulta,hormonal,17
ulta,hydrate,17
ulta,hydration,17
ulta,lotion,17
ulta,maybe,17
ulta,smoother,17
ulta,sometimes,17
ulta,tell,17
ulta,cleaner,16
ulta,dream,16
ulta,effect,16
ulta,expensive,16
ulta,fantastic,16
ulta,grail,16
ulta,higher,16
ulta,holy,16
ulta,huge,16
ulta,im,16
ulta,insta,16
ulta,list,16
ulta,must,16
ulta,overnight,16
ulta,past,16
ulta,quality,16
ulta,reapply,16
ulta,rid,16
ulta,seen,16
ulta,sink,16
ulta,soak,16
ulta,wait,16
ulta,absorbed,15
ulta,alone,15
ulta,awful,15
ulta,change,15
ulta,everyone,15
ulta,extra,15
ulta,fell,15
ulta,immediately,15
ulta,instead,15
ulta,leaving,15
ulta,love,15
ulta,minimal,15
ulta,non,15
ulta,peel,15
ulta,pricey,15
ulta,scented,15
ulta,soothing,15
ulta,spread,15
ulta,struggled,15
ulta,tight,15
ulta,washed,15
ulta,across,14
ulta,bonus,14
ulta,bother,14
ulta,broke,14
ulta,clog,14
ulta,complaint,14
ulta,dryness,14
ulta,friend,14
ulta,hot,14
ulta,important,14
ulta,kinda,14
ulta,mix,14
ulta,ok,14
ulta,outside,14
ulta,purchasing,14
ulta,recently,14
ulta,yes,14
ulta,allergic,13
ulta,based,13
ulta,brightens,13
ulta,circle,13
ulta,cleanse,13
ulta,concealer,13
ulta,control,13
ulta,cute,13
ulta,finding,13
ulta,fully,13
ulta,harsh,13
ulta,heard,13
ulta,hyram,13
ulta,level,13
ulta,low,13
ulta,medium,13
ulta,multiple,13
ulta,often,13
ulta,olive,13
ulta,plump,13
ulta,protects,13
ulta,smelled,13
ulta,three,13
ulta,tiny,13
ulta,totally,13
ulta,weather,13
ulta,whitecast,13
ulta,worse,13
ulta,addition,12
ulta,although,12
ulta,barely,12
ulta,calm,12
ulta,compared,12
ulta,cooling,12
ulta,cover,12
ulta,cupcake,12
ulta,difficult,12
