,normalized_url,unibi_word,tfidf
257,jot.co,javi_try,1.4054651081081644
257,jot.co,receive_spoon,1.4054651081081644
257,jot.co,eaiting,1.4054651081081644
257,jot.co,could_poisoned,1.4054651081081644
257,jot.co,overall_crappy,1.4054651081081644
258,jot.co,stronger_somewhat,1.4054651081081644
258,jot.co,little_stronger,1.4054651081081644
258,jot.co,somewhat_watered,1.4054651081081644
258,jot.co,wanted_little,1.4054651081081644
258,jot.co,really_wanted,1.4054651081081644
259,jot.co,purchased_make,1.4054651081081644
259,jot.co,coffee_specifically,1.4054651081081644
259,jot.co,subscription_model,1.4054651081081644
259,jot.co,high_jittery,1.4054651081081644
259,jot.co,waste_purchased,1.4054651081081644
259,jot.co,overall_cool,1.4054651081081644
259,jot.co,content_high,1.4054651081081644
259,jot.co,sucker,1.4054651081081644
259,jot.co,help_god,1.4054651081081644
259,jot.co,black_splash,1.4054651081081644
259,jot.co,model_idea,1.4054651081081644
259,jot.co,specifically_matter,1.4054651081081644
259,jot.co,mess_overall,1.4054651081081644
259,jot.co,matter_combination,1.4054651081081644
259,jot.co,tablespoon_would,1.4054651081081644
259,jot.co,appreciate_subscription,1.4054651081081644
259,jot.co,drink_however,1.4054651081081644
259,jot.co,canceled_subscription,1.4054651081081644
259,jot.co,bad_sucker,1.4054651081081644
259,jot.co,dairy_flavor,1.4054651081081644
259,jot.co,tried_hoped,1.4054651081081644
259,jot.co,convenience_appreciate,1.4054651081081644
259,jot.co,would_help,1.4054651081081644
259,jot.co,combination,1.4054651081081644
259,jot.co,jittery,1.4054651081081644
259,jot.co,two_tablespoon,1.4054651081081644
259,jot.co,cool_idea,1.4054651081081644
259,jot.co,ethiopian,1.4054651081081644
259,jot.co,hoped_able,1.4054651081081644
259,jot.co,jittery_mess,1.4054651081081644
259,jot.co,le_waste,1.4054651081081644
259,jot.co,sucker_convenience,1.4054651081081644
259,jot.co,standard_ethiopian,1.4054651081081644
259,jot.co,model,1.4054651081081644
259,jot.co,canceled,1.4054651081081644
259,jot.co,god,1.4054651081081644
259,jot.co,god_caffeine,1.4054651081081644
259,jot.co,hoped,1.4054651081081644
259,jot.co,cream_could,1.4054651081081644
259,jot.co,however_tried,1.4054651081081644
259,jot.co,tried_two,1.4054651081081644
259,jot.co,able_drink,1.4054651081081644
259,jot.co,bitter_standard,1.4054651081081644
259,jot.co,could_taste,1.4054651081081644
259,jot.co,opinion_made,1.4054651081081644
259,jot.co,flavor_sweetener,1.4054651081081644
259,jot.co,combination_jot,1.4054651081081644
259,jot.co,wanted_bad,1.4054651081081644
259,jot.co,water_dairy,1.4054651081081644
259,jot.co,ethiopian_coffee,1.4054651081081644
259,jot.co,idea_canceled,1.4054651081081644
259,jot.co,sweetener_tried,1.4054651081081644
260,jot.co,effect,1.4054651081081644
260,jot.co,sugar_vanilla,1.4054651081081644
260,jot.co,mix_mix,1.4054651081081644
260,jot.co,based_mix,1.4054651081081644
260,jot.co,coffee_hate,1.4054651081081644
260,jot.co,splash_sugar,1.4054651081081644
260,jot.co,calorie_sugar,1.4054651081081644
260,jot.co,content_based,1.4054651081081644
260,jot.co,calorie,1.4054651081081644
260,jot.co,ice_delicious,1.4054651081081644
260,jot.co,hate_hot,1.4054651081081644
260,jot.co,milk_splash,1.4054651081081644
260,jot.co,calorie_almond,1.4054651081081644
260,jot.co,jot_calorie,1.4054651081081644
260,jot.co,control_calorie,1.4054651081081644
260,jot.co,sugar_content,1.4054651081081644
260,jot.co,effect_coffee,1.4054651081081644
260,jot.co,taste_effect,1.4054651081081644
261,jot.co,taste_sour,1.4054651081081644
261,jot.co,sour,1.4054651081081644
262,jot.co,tad,1.4054651081081644
262,jot.co,loved_smooth,1.4054651081081644
262,jot.co,recommended_iced,1.4054651081081644
262,jot.co,tad_recommended,1.4054651081081644
262,jot.co,taste_used,1.4054651081081644
262,jot.co,used_tad,1.4054651081081644
263,jot.co,cup_milk,1.4054651081081644
263,jot.co,venti_iced,1.4054651081081644
263,jot.co,iced_cup,1.4054651081081644
263,jot.co,venti,1.4054651081081644
263,jot.co,sbux,1.4054651081081644
263,jot.co,ice_easy,1.4054651081081644
263,jot.co,sbux_venti,1.4054651081081644
263,jot.co,syrup_sbux,1.4054651081081644
263,jot.co,tasty_easy,1.4054651081081644
264,jot.co,cafeine,1.4054651081081644
264,jot.co,note_old,1.4054651081081644
264,jot.co,may_lot,1.4054651081081644
264,jot.co,coffee_delivery,1.4054651081081644
264,jot.co,lifetime_caffeine,1.4054651081081644
264,jot.co,late_lifetime,1.4054651081081644
264,jot.co,caffeine_abuse,1.4054651081081644
264,jot.co,military,1.4054651081081644
264,jot.co,however_simply,1.4054651081081644
264,jot.co,particular,1.4054651081081644
264,jot.co,rush_hot,1.4054651081081644
264,jot.co,reason_hot,1.4054651081081644
264,jot.co,delivery_matter,1.4054651081081644
264,jot.co,drink_stuff,1.4054651081081644
264,jot.co,dosage_note,1.4054651081081644
264,jot.co,much_younger,1.4054651081081644
264,jot.co,nap_morning,1.4054651081081644
264,jot.co,cafeine_dosage,1.4054651081081644
264,jot.co,much_much,1.4054651081081644
264,jot.co,matter_stated,1.4054651081081644
264,jot.co,mixing_cold,1.4054651081081644
264,jot.co,stated,1.4054651081081644
264,jot.co,dosage,1.4054651081081644
264,jot.co,lifetime,1.4054651081081644
264,jot.co,product_pick,1.4054651081081644
264,jot.co,old_late,1.4054651081081644
264,jot.co,cold_drink,1.4054651081081644
264,jot.co,nap,1.4054651081081644
264,jot.co,product_unknown,1.4054651081081644
264,jot.co,unknown,1.4054651081081644
264,jot.co,particular_useful,1.4054651081081644
264,jot.co,useful_mixing,1.4054651081081644
264,jot.co,morning_however,1.4054651081081644
264,jot.co,lot_better,1.4054651081081644
264,jot.co,abuse,1.4054651081081644
264,jot.co,unknown_reason,1.4054651081081644
264,jot.co,younger,1.4054651081081644
264,jot.co,pick_lot,1.4054651081081644
264,jot.co,lot_cold,1.4054651081081644
264,jot.co,flavor_convenient,1.4054651081081644
264,jot.co,simply_keep,1.4054651081081644
264,jot.co,military_drink,1.4054651081081644
264,jot.co,note,1.4054651081081644
264,jot.co,hour_nap,1.4054651081081644
264,jot.co,stated_cafeine,1.4054651081081644
264,jot.co,abuse_military,1.4054651081081644
264,jot.co,take_hour,1.4054651081081644
264,jot.co,reason,1.4054651081081644
264,jot.co,younger_may,1.4054651081081644
264,jot.co,stuff_take,1.4054651081081644
265,jot.co,purchasing_couple,1.4054651081081644
265,jot.co,couple_time,1.4054651081081644
266,jot.co,buy_sale,1.4054651081081644
266,jot.co,delauer_would,1.4054651081081644
266,jot.co,sale,1.4054651081081644
266,jot.co,thomas_delauer,1.4054651081081644
266,jot.co,delauer,1.4054651081081644
266,jot.co,based_recommendation,1.4054651081081644
266,jot.co,compared_competitor,1.4054651081081644
266,jot.co,pricey_compared,1.4054651081081644
266,jot.co,competitor,1.4054651081081644
266,jot.co,convenient_use,1.4054651081081644
266,jot.co,youtuber_thomas,1.4054651081081644
266,jot.co,bought_based,1.4054651081081644
266,jot.co,youtuber,1.4054651081081644
266,jot.co,recommendation_youtuber,1.4054651081081644
266,jot.co,use_travel,1.4054651081081644
266,jot.co,thomas,1.4054651081081644
266,jot.co,travel_bit,1.4054651081081644
266,jot.co,competitor_bought,1.4054651081081644
267,jot.co,taste_hot,1.4054651081081644
268,jot.co,lot_however,1.4054651081081644
268,jot.co,nasty,1.4054651081081644
268,jot.co,drink_lot,1.4054651081081644
268,jot.co,however_nasty,1.4054651081081644
269,jot.co,agree,1.4054651081081644
269,jot.co,bitter_concept,1.4054651081081644
269,jot.co,cup_tried,1.4054651081081644
269,jot.co,concept_packaging,1.4054651081081644
269,jot.co,packaging_nice,1.4054651081081644
269,jot.co,different_ratio,1.4054651081081644
269,jot.co,ratio,1.4054651081081644
269,jot.co,bitter_every,1.4054651081081644
269,jot.co,agree_poster,1.4054651081081644
269,jot.co,say_bitter,1.4054651081081644
269,jot.co,poster_say,1.4054651081081644
269,jot.co,nice_cup,1.4054651081081644
269,jot.co,poster,1.4054651081081644
270,jot.co,experience_coffee,1.4054651081081644
270,jot.co,jot_acidity,1.4054651081081644
270,jot.co,getting_whole,1.4054651081081644
270,jot.co,jar,1.4054651081081644
270,jot.co,making_cold,1.4054651081081644
270,jot.co,simpler,1.4054651081081644
270,jot.co,bean_grinding,1.4054651081081644
270,jot.co,thing_jot,1.4054651081081644
270,jot.co,bad_either,1.4054651081081644
270,jot.co,quicker_getting,1.4054651081081644
270,jot.co,coffee_price,1.4054651081081644
270,jot.co,much_simpler,1.4054651081081644
270,jot.co,grinding_one,1.4054651081081644
270,jot.co,grinding,1.4054651081081644
270,jot.co,coffee_making,1.4054651081081644
270,jot.co,simpler_quicker,1.4054651081081644
270,jot.co,acidity_coffee,1.4054651081081644
270,jot.co,whole_coffee,1.4054651081081644
270,jot.co,price_bad,1.4054651081081644
270,jot.co,really_tasting,1.4054651081081644
270,jot.co,either_definitely,1.4054651081081644
270,jot.co,buying_getting,1.4054651081081644
270,jot.co,getting_one,1.4054651081081644
270,jot.co,one_jar,1.4054651081081644
270,jot.co,tasting_black,1.4054651081081644
271,jot.co,keep_moving,1.4054651081081644
271,jot.co,moving_convenient,1.4054651081081644
271,jot.co,yummy_keep,1.4054651081081644
272,jot.co,bean_local,1.4054651081081644
272,jot.co,specialty_small,1.4054651081081644
272,jot.co,larger_coffee,1.4054651081081644
272,jot.co,think_meh,1.4054651081081644
272,jot.co,frequently_buy,1.4054651081081644
272,jot.co,meh,1.4054651081081644
272,jot.co,choice_humble,1.4054651081081644
272,jot.co,roaster,1.4054651081081644
272,jot.co,try_think,1.4054651081081644
272,jot.co,last_odd,1.4054651081081644
272,jot.co,coffee_roaster,1.4054651081081644
272,jot.co,roaster_drinking,1.4054651081081644
272,jot.co,batch_coffee,1.4054651081081644
272,jot.co,dad,1.4054651081081644
272,jot.co,coffee_last,1.4054651081081644
272,jot.co,humble_opinion,1.4054651081081644
272,jot.co,category,1.4054651081081644
272,jot.co,opinion_someone,1.4054651081081644
272,jot.co,local_larger,1.4054651081081644
272,jot.co,taster_choice,1.4054651081081644
272,jot.co,dad_taster,1.4054651081081644
272,jot.co,reminds_dad,1.4054651081081644
272,jot.co,know_try,1.4054651081081644
272,jot.co,year_know,1.4054651081081644
272,jot.co,humble,1.4054651081081644
272,jot.co,taster,1.4054651081081644
272,jot.co,someone_frequently,1.4054651081081644
272,jot.co,small_batch,1.4054651081081644
272,jot.co,definitely_gourmet,1.4054651081081644
272,jot.co,frequently,1.4054651081081644
272,jot.co,odd_year,1.4054651081081644
272,jot.co,category_reminds,1.4054651081081644
