,brand_name,unibi_word,counts
2047,Athletic Greens,could_lived,1
2048,Athletic Greens,could_notice,1
2049,Athletic Greens,could_powdery,1
2050,Athletic Greens,could_really,1
2051,Athletic Greens,could_reason,1
2052,Athletic Greens,could_salvage,1
2053,Athletic Greens,could_serving,1
2054,Athletic Greens,could_spent,1
2055,Athletic Greens,could_taste,1
2056,Athletic Greens,could_use,1
2057,Athletic Greens,could_used,1
2058,Athletic Greens,could_without,1
2059,Athletic Greens,couldnt_past,1
2060,Athletic Greens,couldnt_tell,1
2061,Athletic Greens,counter,1
2062,Athletic Greens,counter_taste,1
2063,Athletic Greens,country,1
2064,Athletic Greens,country_think,1
2065,Athletic Greens,couple_drink,1
2066,Athletic Greens,couple_others,1
2067,Athletic Greens,cover,1
2068,Athletic Greens,cover_nutrition,1
2069,Athletic Greens,covid,1
2070,Athletic Greens,covid_delay,1
2071,Athletic Greens,crazy,1
2072,Athletic Greens,crazy_charge,1
2073,Athletic Greens,create,1
2074,Athletic Greens,create_custom,1
2075,Athletic Greens,critical,1
2076,Athletic Greens,critical_honest,1
2077,Athletic Greens,crushed,1
2078,Athletic Greens,crushed_storebought,1
2079,Athletic Greens,cup_advertised,1
2080,Athletic Greens,cup_every,1
2081,Athletic Greens,currently,1
2082,Athletic Greens,currently_’,1
2083,Athletic Greens,custom,1
2084,Athletic Greens,custom_smoothy,1
2085,Athletic Greens,customer,1
2086,Athletic Greens,customer_plus,1
2087,Athletic Greens,cut,1
2088,Athletic Greens,cut_taste,1
2089,Athletic Greens,cycling,1
2090,Athletic Greens,cycling_running,1
2091,Athletic Greens,daily_boost,1
2092,Athletic Greens,daily_consumption,1
2093,Athletic Greens,daily_green,1
2094,Athletic Greens,daily_intake,1
2095,Athletic Greens,daily_made,1
2096,Athletic Greens,daily_near,1
2097,Athletic Greens,daily_portion,1
2098,Athletic Greens,daily_situation,1
2099,Athletic Greens,daily_stick,1
2100,Athletic Greens,daily_think,1
2101,Athletic Greens,daily_told,1
2102,Athletic Greens,daily_’,1
2103,Athletic Greens,dang,1
2104,Athletic Greens,dang_expensive,1
2105,Athletic Greens,dark,1
2106,Athletic Greens,dark_leafy,1
2107,Athletic Greens,data,1
2108,Athletic Greens,data_support,1
2109,Athletic Greens,date_arrive,1
2110,Athletic Greens,date_order,1
2111,Athletic Greens,dated,1
2112,Athletic Greens,dated_wednesday,1
2113,Athletic Greens,day_ago,1
2114,Athletic Greens,day_apparently,1
2115,Athletic Greens,day_arrive,1
2116,Athletic Greens,day_could,1
2117,Athletic Greens,day_decide,1
2118,Athletic Greens,day_first,1
2119,Athletic Greens,day_gave,1
2120,Athletic Greens,day_giving,1
2121,Athletic Greens,day_green,1
2122,Athletic Greens,day_morning,1
2123,Athletic Greens,day_noticed,1
2124,Athletic Greens,day_row,1
2125,Athletic Greens,day_shipping,1
2126,Athletic Greens,day_unable,1
2127,Athletic Greens,day_week,1
2128,Athletic Greens,deal_breaker,1
2129,Athletic Greens,deal_however,1
2130,Athletic Greens,deal_powdery,1
2131,Athletic Greens,debating_continue,1
2132,Athletic Greens,debating_reordering,1
2133,Athletic Greens,decade,1
2134,Athletic Greens,decade_ago,1
2135,Athletic Greens,decent_first,1
2136,Athletic Greens,decent_health,1
2137,Athletic Greens,decide,1
2138,Athletic Greens,decided,1
2139,Athletic Greens,decided_many,1
2140,Athletic Greens,deficient,1
2141,Athletic Greens,deficient_enough,1
2142,Athletic Greens,definitely_either,1
2143,Athletic Greens,definitely_felt,1
2144,Athletic Greens,definitely_grown,1
2145,Athletic Greens,definitely_took,1
2146,Athletic Greens,definitely_wish,1
2147,Athletic Greens,definitely_would,1
2148,Athletic Greens,degree,1
2149,Athletic Greens,degree_heat,1
2150,Athletic Greens,delay_shipment,1
2151,Athletic Greens,delay_transit,1
2152,Athletic Greens,delayed,1
2153,Athletic Greens,delayed_spending,1
2154,Athletic Greens,delicious_could,1
2155,Athletic Greens,delicious_truly,1
2156,Athletic Greens,deliver,1
2157,Athletic Greens,deliver_similar,1
2158,Athletic Greens,delivered_flimsy,1
2159,Athletic Greens,delivered_mailbox,1
2160,Athletic Greens,delivered_temperature,1
2161,Athletic Greens,delivered_time,1
2162,Athletic Greens,delivers,1
2163,Athletic Greens,delivers_neither,1
2164,Athletic Greens,delivery_rated,1
2165,Athletic Greens,delivery_take,1
2166,Athletic Greens,delivery_timely,1
2167,Athletic Greens,demanding,1
2168,Athletic Greens,demanding_time,1
2169,Athletic Greens,dense,1
2170,Athletic Greens,dense_life,1
2171,Athletic Greens,dependent,1
2172,Athletic Greens,dependent_many,1
2173,Athletic Greens,design,1
2174,Athletic Greens,designed,1
2175,Athletic Greens,designed_first,1
2176,Athletic Greens,desirable,1
2177,Athletic Greens,desired_issue,1
2178,Athletic Greens,despite_advertising,1
2179,Athletic Greens,despite_price,1
2180,Athletic Greens,despite_whatever,1
2181,Athletic Greens,determine,1
2182,Athletic Greens,determine_long,1
2183,Athletic Greens,develop,1
2184,Athletic Greens,develop_taste,1
2185,Athletic Greens,diameter,1
2186,Athletic Greens,diameter_athletic,1
2187,Athletic Greens,diameter_scoop,1
2188,Athletic Greens,didnt_expect,1
2189,Athletic Greens,didnt_notice,1
2190,Athletic Greens,diet_come,1
2191,Athletic Greens,diet_gave,1
2192,Athletic Greens,diet_including,1
2193,Athletic Greens,diet_pretty,1
2194,Athletic Greens,diet_run,1
2195,Athletic Greens,diet_’,1
2196,Athletic Greens,dietary,1
2197,Athletic Greens,dietary_routine,1
2198,Athletic Greens,difference_alleged,1
2199,Athletic Greens,difference_anything,1
2200,Athletic Greens,difference_area,1
2201,Athletic Greens,difference_change,1
2202,Athletic Greens,difference_cognitive,1
2203,Athletic Greens,difference_day,1
2204,Athletic Greens,difference_dollar,1
2205,Athletic Greens,difference_drinking,1
2206,Athletic Greens,difference_except,1
2207,Athletic Greens,difference_felt,1
2208,Athletic Greens,difference_first,1
2209,Athletic Greens,difference_green,1
2210,Athletic Greens,difference_husband,1
2211,Athletic Greens,difference_life,1
2212,Athletic Greens,difference_month,1
2213,Athletic Greens,difference_overall,1
2214,Athletic Greens,difference_pretty,1
2215,Athletic Greens,difference_price,1
2216,Athletic Greens,difference_puzzled,1
2217,Athletic Greens,difference_somewhat,1
2218,Athletic Greens,difference_star,1
2219,Athletic Greens,difference_started,1
2220,Athletic Greens,difference_switching,1
2221,Athletic Greens,difference_tacking,1
2222,Athletic Greens,difference_taste,1
2223,Athletic Greens,difference_term,1
2224,Athletic Greens,difference_thought,1
2225,Athletic Greens,difference_trying,1
2226,Athletic Greens,difference_went,1
2227,Athletic Greens,difference_wish,1
2228,Athletic Greens,difference_workout,1
2229,Athletic Greens,difference_would,1
2230,Athletic Greens,difference…,1
2231,Athletic Greens,difference…_really,1
2232,Athletic Greens,different_amount,1
2233,Athletic Greens,different_benefit,1
2234,Athletic Greens,different_brand,1
2235,Athletic Greens,different_dozen,1
2236,Athletic Greens,different_felt,1
2237,Athletic Greens,different_going,1
2238,Athletic Greens,different_matter,1
2239,Athletic Greens,different_shawn,1
2240,Athletic Greens,different_smoothy,1
2241,Athletic Greens,different_taking,1
2242,Athletic Greens,different_trying,1
2243,Athletic Greens,different_way,1
2244,Athletic Greens,different_whatsoever,1
2245,Athletic Greens,different_worth,1
2246,Athletic Greens,different_yet,1
2247,Athletic Greens,different_’,1
2248,Athletic Greens,differently_little,1
2249,Athletic Greens,differently_maybe,1
2250,Athletic Greens,differently_waste,1
2251,Athletic Greens,differents,1
2252,Athletic Greens,differents_drink,1
2253,Athletic Greens,difficult_digest,1
2254,Athletic Greens,difficult_drink,1
2255,Athletic Greens,difficult_especially,1
2256,Athletic Greens,difficult_may,1
2257,Athletic Greens,difficult_mix,1
2258,Athletic Greens,difficult_pouch,1
2259,Athletic Greens,difficult_system,1
2260,Athletic Greens,digest,1
2261,Athletic Greens,digest_anything,1
2262,Athletic Greens,digestion_bloating,1
2263,Athletic Greens,digestion_constipation,1
2264,Athletic Greens,digestive,1
2265,Athletic Greens,digestive_health,1
2266,Athletic Greens,diligent,1
2267,Athletic Greens,diligent_’,1
2268,Athletic Greens,diluting,1
2269,Athletic Greens,diluting_water,1
2270,Athletic Greens,direct,1
2271,Athletic Greens,direct_question,1
2272,Athletic Greens,directed_felt,1
2273,Athletic Greens,directed_mixing,1
2274,Athletic Greens,directed_right,1
2275,Athletic Greens,disappointed_ad,1
2276,Athletic Greens,disappointed_benefit,1
2277,Athletic Greens,disappointed_consistent,1
2278,Athletic Greens,disappointed_experience,1
2279,Athletic Greens,disappointed_odered,1
2280,Athletic Greens,disappointed_overall,1
2281,Athletic Greens,disappointed_power,1
2282,Athletic Greens,disappointed_stevia,1
2283,Athletic Greens,disappointed_typically,1
2284,Athletic Greens,disappointed_want,1
2285,Athletic Greens,disappointed_wanted,1
2286,Athletic Greens,disappointed_wasted,1
2287,Athletic Greens,disappointed_’,1
2288,Athletic Greens,disappointing_actually,1
2289,Athletic Greens,disappointing_change,1
2290,Athletic Greens,disappointing_service,1
2291,Athletic Greens,disappointment,1
2292,Athletic Greens,discernible,1
2293,Athletic Greens,discernible_difference,1
2294,Athletic Greens,discomfort,1
2295,Athletic Greens,discontinue_buying,1
2296,Athletic Greens,discontinue_subscription,1
2297,Athletic Greens,discussing,1
2298,Athletic Greens,discussing_taste,1
2299,Athletic Greens,disgusting_feel,1
2300,Athletic Greens,disgusting_made,1
2301,Athletic Greens,dislike,1
2302,Athletic Greens,dislike_taste,1
2303,Athletic Greens,disnt.notice,1
2304,Athletic Greens,disnt.notice_thing,1
2305,Athletic Greens,disposable,1
2306,Athletic Greens,disposable_income,1
2307,Athletic Greens,dissolve_clump,1
2308,Athletic Greens,dissolve_completely,1
2309,Athletic Greens,dissolved,1
2310,Athletic Greens,dissolved_water,1
2311,Athletic Greens,distract,1
2312,Athletic Greens,distract_taste,1
2313,Athletic Greens,distribution,1
2314,Athletic Greens,distribution_center,1
2315,Athletic Greens,diverse,1
2316,Athletic Greens,diverse_complement,1
2317,Athletic Greens,doctor,1
2318,Athletic Greens,doctor_cause,1
2319,Athletic Greens,doggone,1
2320,Athletic Greens,doggone_expensive,1
2321,Athletic Greens,dollar_bank,1
2322,Athletic Greens,dollar_bill,1
2323,Athletic Greens,done_smoothy,1
2324,Athletic Greens,dont,1
2325,Athletic Greens,dont_drink,1
2326,Athletic Greens,door,1
2327,Athletic Greens,dosage,1
2328,Athletic Greens,dosage_still,1
2329,Athletic Greens,dose,1
2330,Athletic Greens,doubt_feel,1
2331,Athletic Greens,doubt_health,1
2332,Athletic Greens,dozen_others,1
2333,Athletic Greens,dozen_rave,1
2334,Athletic Greens,drank_athletic,1
2335,Athletic Greens,drank_consistently,1
2336,Athletic Greens,drank_every,1
2337,Athletic Greens,drank_one,1
2338,Athletic Greens,drink_added,1
2339,Athletic Greens,drink_anymore,1
2340,Athletic Greens,drink_athletic,1
2341,Athletic Greens,drink_bc,1
2342,Athletic Greens,drink_daily,1
2343,Athletic Greens,drink_empty,1
2344,Athletic Greens,drink_eventually,1
2345,Athletic Greens,drink_fact,1
2346,Athletic Greens,drink_feel,1
2347,Athletic Greens,drink_flavor,1
2348,Athletic Greens,drink_glass,1
2349,Athletic Greens,drink_grit,1
2350,Athletic Greens,drink_hoping,1
2351,Athletic Greens,drink_irritating,1
2352,Athletic Greens,drink_juice,1
2353,Athletic Greens,drink_lack,1
2354,Athletic Greens,drink_many,1
2355,Athletic Greens,drink_maybe,1
2356,Athletic Greens,drink_seeing,1
2357,Athletic Greens,drink_tasted,1
2358,Athletic Greens,drink_time,1
2359,Athletic Greens,drink_took,1
2360,Athletic Greens,drink_trying,1
2361,Athletic Greens,drink_understand,1
2362,Athletic Greens,drink_vitamin,1
2363,Athletic Greens,drink_water,1
2364,Athletic Greens,drink_went,1
2365,Athletic Greens,drink_whatever,1
2366,Athletic Greens,drink_wish,1
2367,Athletic Greens,drinkable_vitamin,1
2368,Athletic Greens,drinking_athletic,1
2369,Athletic Greens,drinking_could,1
2370,Athletic Greens,drinking_cut,1
2371,Athletic Greens,drinking_every,1
2372,Athletic Greens,drinking_green,1
2373,Athletic Greens,drinking_matter,1
2374,Athletic Greens,drinking_might,1
2375,Athletic Greens,drinking_pureed,1
2376,Athletic Greens,drinking_sand,1
2377,Athletic Greens,drinking_something,1
2378,Athletic Greens,drinking_thought,1
2379,Athletic Greens,drinking_wanted,1
2380,Athletic Greens,drinking_water,1
2381,Athletic Greens,drinking_yet,1
2382,Athletic Greens,drinking_’,1
2383,Athletic Greens,dry,1
2384,Athletic Greens,dry_cough,1
2385,Athletic Greens,dubious,1
2386,Athletic Greens,dubious_benefit,1
2387,Athletic Greens,dude,1
2388,Athletic Greens,dude_stevia,1
2389,Athletic Greens,due_bubble,1
2390,Athletic Greens,due_cost,1
2391,Athletic Greens,due_positioning,1
2392,Athletic Greens,due_stevia,1
2393,Athletic Greens,due_wheat,1
2394,Athletic Greens,dumb,1
2395,Athletic Greens,dumb_signing,1
2396,Athletic Greens,dye/color,1
2397,Athletic Greens,dye/color_used,1
2398,Athletic Greens,e.mail,1
2399,Athletic Greens,e.mail_dated,1
2400,Athletic Greens,earlier,1
2401,Athletic Greens,earlier_probably,1
2402,Athletic Greens,earthy_real,1
2403,Athletic Greens,earthy_taste,1
2404,Athletic Greens,easily_palatable,1
2405,Athletic Greens,easily_pour,1
2406,Athletic Greens,easy_daily,1
2407,Athletic Greens,easy_mixing,1
2408,Athletic Greens,easy_overpriced,1
2409,Athletic Greens,eat_drink,1
2410,Athletic Greens,eat_fermented,1
2411,Athletic Greens,eat_healthy,1
2412,Athletic Greens,eat_smoothie,1
2413,Athletic Greens,eat_sugar,1
2414,Athletic Greens,eat_varied,1
2415,Athletic Greens,eating_diet,1
2416,Athletic Greens,eating_plan,1
2417,Athletic Greens,eating_sand,1
2418,Athletic Greens,eating_’,1
2419,Athletic Greens,education,1
2420,Athletic Greens,education_pay,1
2421,Athletic Greens,eep,1
2422,Athletic Greens,effect_daily,1
2423,Athletic Greens,effect_expensive,1
2424,Athletic Greens,effect_high,1
2425,Athletic Greens,effect_impressed,1
2426,Athletic Greens,effect_many,1
2427,Athletic Greens,effectiveness,1
2428,Athletic Greens,effectiveness_probiotic,1
2429,Athletic Greens,effort,1
2430,Athletic Greens,effort_taste,1
2431,Athletic Greens,eh,1
2432,Athletic Greens,eh_tool,1
2433,Athletic Greens,either_disappointed,1
2434,Athletic Greens,either_terrible,1
2435,Athletic Greens,eloquent,1
2436,Athletic Greens,eloquent_answer,1
2437,Athletic Greens,else_cheer,1
2438,Athletic Greens,else_claim,1
2439,Athletic Greens,else_flavor,1
2440,Athletic Greens,else_taking,1
2441,Athletic Greens,else_tolerable,1
2442,Athletic Greens,else_tried,1
2443,Athletic Greens,email_ready,1
2444,Athletic Greens,email_wanting,1
2445,Athletic Greens,email_yet,1
2446,Athletic Greens,emailed,1
2447,Athletic Greens,emailed_support,1
2448,Athletic Greens,empty_water,1
2449,Athletic Greens,end_ag,1
2450,Athletic Greens,end_finger,1
2451,Athletic Greens,end_overall,1
2452,Athletic Greens,end_paying,1
2453,Athletic Greens,end_really,1
2454,Athletic Greens,end_second,1
2455,Athletic Greens,end_spilling,1
2456,Athletic Greens,end_taste,1
2457,Athletic Greens,ended_canceling,1
2458,Athletic Greens,ended_tossing,1
2459,Athletic Greens,endorsement,1
2460,Athletic Greens,endorsement_expected,1
2461,Athletic Greens,energetic,1
2462,Athletic Greens,energetic_save,1
2463,Athletic Greens,energy.so,1
2464,Athletic Greens,energy.so_drink,1
2465,Athletic Greens,energy_anything,1
2466,Athletic Greens,energy_appetite,1
2467,Athletic Greens,energy_based,1
2468,Athletic Greens,energy_benefit,1
2469,Athletic Greens,energy_better,1
2470,Athletic Greens,energy_etc,1
2471,Athletic Greens,energy_everyday,1
2472,Athletic Greens,energy_expected,1
2473,Athletic Greens,energy_expensive,1
2474,Athletic Greens,energy_feeling,1
2475,Athletic Greens,energy_felt,1
2476,Athletic Greens,energy_fewer,1
2477,Athletic Greens,energy_first,1
2478,Athletic Greens,energy_fitness,1
2479,Athletic Greens,energy_gave,1
2480,Athletic Greens,energy_general,1
2481,Athletic Greens,energy_health,1
2482,Athletic Greens,energy_know,1
2483,Athletic Greens,energy_money,1
2484,Athletic Greens,energy_natural,1
2485,Athletic Greens,energy_negative,1
2486,Athletic Greens,energy_nourished,1
2487,Athletic Greens,energy_regularity,1
2488,Athletic Greens,energy_stuff,1
2489,Athletic Greens,energy_week,1
2490,Athletic Greens,energy_wise,1
2491,Athletic Greens,enjoy_athletic,1
2492,Athletic Greens,enjoy_benefit,1
2493,Athletic Greens,enjoy_could,1
2494,Athletic Greens,enjoy_green,1
2495,Athletic Greens,enjoyable,1
2496,Athletic Greens,enjoyable_taste,1
2497,Athletic Greens,enjoyed_ag,1
2498,Athletic Greens,enjoyed_daily,1
2499,Athletic Greens,enjoyed_flavor,1
2500,Athletic Greens,enjoyed_quality,1
2501,Athletic Greens,enough_boost,1
2502,Athletic Greens,enough_notice,1
2503,Athletic Greens,enough_tend,1
2504,Athletic Greens,enough_use,1
2505,Athletic Greens,entire,1
2506,Athletic Greens,entire_life,1
2507,Athletic Greens,entirely,1
2508,Athletic Greens,entirely_expensive,1
2509,Athletic Greens,envelope_allowed,1
2510,Athletic Greens,envelope_’,1
2511,Athletic Greens,equal/similar,1
2512,Athletic Greens,equal/similar_quality,1
2513,Athletic Greens,equivalent,1
2514,Athletic Greens,er,1
2515,Athletic Greens,er_happiness,1
2516,Athletic Greens,especially_benefit,1
2517,Athletic Greens,especially_eating,1
2518,Athletic Greens,especially_given,1
2519,Athletic Greens,especially_pay,1
2520,Athletic Greens,especially_’,1
2521,Athletic Greens,etail,1
2522,Athletic Greens,etail_scoop,1
2523,Athletic Greens,etc,1
2524,Athletic Greens,etc_next,1
2525,Athletic Greens,eto,1
2526,Athletic Greens,eto_keep,1
2527,Athletic Greens,eventually_stopped,1
2528,Athletic Greens,eventually_’,1
2529,Athletic Greens,ever_getting,1
2530,Athletic Greens,ever_seem,1
2531,Athletic Greens,ever_used,1
2532,Athletic Greens,every_almost,1
2533,Athletic Greens,every_day,1
2534,Athletic Greens,every_decided,1
2535,Athletic Greens,every_feel,1
2536,Athletic Greens,every_finished,1
2537,Athletic Greens,every_flavor,1
2538,Athletic Greens,every_hoping,1
2539,Athletic Greens,every_instructed,1
2540,Athletic Greens,every_kept,1
2541,Athletic Greens,every_last,1
2542,Athletic Greens,every_past,1
2543,Athletic Greens,every_podcast,1
2544,Athletic Greens,every_salt,1
2545,Athletic Greens,every_single,1
2546,Athletic Greens,every_week,1
2547,Athletic Greens,every_’,1
2548,Athletic Greens,everyday_go,1
2549,Athletic Greens,everyday_month,1
2550,Athletic Greens,everyday_supplement,1
2551,Athletic Greens,everyday_week,1
2552,Athletic Greens,everyday_well,1
2553,Athletic Greens,everyday_yoga,1
2554,Athletic Greens,everyone_else,1
2555,Athletic Greens,everyone_like,1
2556,Athletic Greens,everyone_reap,1
2557,Athletic Greens,everyone_say,1
2558,Athletic Greens,everyone_seemed,1
2559,Athletic Greens,everything_already,1
2560,Athletic Greens,everything_canceling,1
2561,Athletic Greens,everything_one,1
2562,Athletic Greens,everywhere_matter,1
2563,Athletic Greens,everywhere_need,1
2564,Athletic Greens,exactly_ag,1
2565,Athletic Greens,exactly_sure,1
2566,Athletic Greens,exceeds,1
2567,Athletic Greens,exceeds_value,1
2568,Athletic Greens,except_expensive,1
2569,Athletic Greens,except_yellow,1
2570,Athletic Greens,excessive,1
2571,Athletic Greens,excited_finally,1
2572,Athletic Greens,excited_taste,1
2573,Athletic Greens,excited_tried,1
2574,Athletic Greens,excited_unfortunately,1
2575,Athletic Greens,excuse,1
2576,Athletic Greens,excuse_delivery,1
2577,Athletic Greens,exercise,1
2578,Athletic Greens,exercise_regularly,1
2579,Athletic Greens,exhaustively,1
2580,Athletic Greens,exhaustively_podcast,1
2581,Athletic Greens,exorbitant,1
2582,Athletic Greens,exorbitant_could,1
2583,Athletic Greens,expect_morning,1
2584,Athletic Greens,expect_nutritional,1
2585,Athletic Greens,expect_powder,1
2586,Athletic Greens,expect_taste,1
2587,Athletic Greens,expect_“,1
2588,Athletic Greens,expected_amazing,1
2589,Athletic Greens,expected_atleast,1
2590,Athletic Greens,expected_blown,1
2591,Athletic Greens,expected_disnt.notice,1
2592,Athletic Greens,expected_feel,1
2593,Athletic Greens,expected_first,1
2594,Athletic Greens,expected_fruity,1
2595,Athletic Greens,expected_ship,1
2596,Athletic Greens,expected_things…,1
2597,Athletic Greens,expecting_anything,1
2598,Athletic Greens,expecting_better,1
2599,Athletic Greens,expecting_green,1
2600,Athletic Greens,expecting_impressed,1
2601,Athletic Greens,expencive,1
2602,Athletic Greens,expencive_cost,1
2603,Athletic Greens,expense_investing,1
2604,Athletic Greens,expense_time,1
2605,Athletic Greens,expensive_almost,1
2606,Athletic Greens,expensive_band,1
2607,Athletic Greens,expensive_budget,1
2608,Athletic Greens,expensive_canadian,1
2609,Athletic Greens,expensive_canceling,1
2610,Athletic Greens,expensive_charge,1
2611,Athletic Greens,expensive_cheaper,1
2612,Athletic Greens,expensive_compared,1
2613,Athletic Greens,expensive_considering,1
2614,Athletic Greens,expensive_debating,1
2615,Athletic Greens,expensive_difficult,1
2616,Athletic Greens,expensive_especially,1
2617,Athletic Greens,expensive_eto,1
2618,Athletic Greens,expensive_feel,1
2619,Athletic Greens,expensive_health,1
2620,Athletic Greens,expensive_honestly,1
2621,Athletic Greens,expensive_horrible,1
2622,Athletic Greens,expensive_keep,1
2623,Athletic Greens,expensive_lack,1
2624,Athletic Greens,expensive_made,1
2625,Athletic Greens,expensive_multi-vitamin,1
2626,Athletic Greens,expensive_noticed,1
2627,Athletic Greens,expensive_particularly,1
2628,Athletic Greens,expensive_powder,1
2629,Athletic Greens,expensive_price,1
2630,Athletic Greens,expensive_restocking,1
2631,Athletic Greens,expensive_routinely,1
2632,Athletic Greens,expensive_shipping,1
2633,Athletic Greens,expensive_significant,1
2634,Athletic Greens,expensive_still,1
2635,Athletic Greens,expensive_subscription,1
2636,Athletic Greens,expensive_sure,1
2637,Athletic Greens,expensive_teacher,1
2638,Athletic Greens,expensive_tried,1
2639,Athletic Greens,expensive_waste,1
2640,Athletic Greens,expensive_worth,1
2641,Athletic Greens,experience_energy,1
2642,Athletic Greens,experience_expense,1
2643,Athletic Greens,experience_one,1
2644,Athletic Greens,experience_overall,1
2645,Athletic Greens,experience_probably,1
2646,Athletic Greens,experience_spent,1
2647,Athletic Greens,experience_unremarkable,1
2648,Athletic Greens,experienced_advertised,1
2649,Athletic Greens,experienced_noticeable,1
2650,Athletic Greens,experiencing,1
2651,Athletic Greens,experiencing_headache,1
2652,Athletic Greens,extra_calorie,1
2653,Athletic Greens,extra_daily,1
2654,Athletic Greens,extra_energy,1
2655,Athletic Greens,extra_money,1
2656,Athletic Greens,extra_shipping,1
2657,Athletic Greens,extra_thing,1
2658,Athletic Greens,extraordinary,1
2659,Athletic Greens,extraordinary_made,1
2660,Athletic Greens,extremely_disappointed,1
2661,Athletic Greens,extremely_expensive,1
2662,Athletic Greens,extremely_poorly,1
2663,Athletic Greens,extremely_tiny,1
2664,Athletic Greens,facility,1
2665,Athletic Greens,facility_week,1
2666,Athletic Greens,fact_day,1
2667,Athletic Greens,fact_delivers,1
2668,Athletic Greens,fact_found,1
2669,Athletic Greens,fact_fully,1
2670,Athletic Greens,fact_quite,1
2671,Athletic Greens,factor,1
2672,Athletic Greens,factor_objectively,1
2673,Athletic Greens,fad,1
2674,Athletic Greens,fail,1
2675,Athletic Greens,fail_noticed,1
2676,Athletic Greens,fairly_expensive,1
2677,Athletic Greens,fairly_healthy,1
2678,Athletic Greens,faithful,1
2679,Athletic Greens,faithful_take,1
2680,Athletic Greens,faithfully,1
2681,Athletic Greens,faithfully_drinking,1
2682,Athletic Greens,fake,1
2683,Athletic Greens,fake_tropical,1
2684,Athletic Greens,fan_flavor,1
2685,Athletic Greens,fancy,1
2686,Athletic Greens,fancy_packaging,1
2687,Athletic Greens,fast,1
2688,Athletic Greens,fast_shipping,1
2689,Athletic Greens,faster,1
2690,Athletic Greens,faster_shipment,1
2691,Athletic Greens,fathom,1
2692,Athletic Greens,fathom_drink,1
2693,Athletic Greens,favor,1
2694,Athletic Greens,favor_happened,1
2695,Athletic Greens,favorite,1
2696,Athletic Greens,fee_send,1
2697,Athletic Greens,fee_think,1
2698,Athletic Greens,feel_alert,1
2699,Athletic Greens,feel_amazing,1
2700,Athletic Greens,feel_anything,1
2701,Athletic Greens,feel_betrayed,1
2702,Athletic Greens,feel_differents,1
2703,Athletic Greens,feel_dumb,1
2704,Athletic Greens,feel_effect,1
2705,Athletic Greens,feel_exactly,1
2706,Athletic Greens,feel_expensive,1
2707,Athletic Greens,feel_huge,1
2708,Athletic Greens,feel_impact,1
2709,Athletic Greens,feel_increased,1
2710,Athletic Greens,feel_lethargic,1
2711,Athletic Greens,feel_lot,1
2712,Athletic Greens,feel_notice,1
2713,Athletic Greens,feel_one,1
2714,Athletic Greens,feel_powder,1
2715,Athletic Greens,feel_real,1
2716,Athletic Greens,feel_saw,1
2717,Athletic Greens,feel_seen,1
2718,Athletic Greens,feel_slight,1
2719,Athletic Greens,feel_something,1
2720,Athletic Greens,feel_specific,1
2721,Athletic Greens,feel_strongly,1
2722,Athletic Greens,feel_sure,1
2723,Athletic Greens,feel_take,1
2724,Athletic Greens,feel_taking,1
2725,Athletic Greens,feel_try,1
2726,Athletic Greens,feel_value,1
2727,Athletic Greens,feel_way,1
2728,Athletic Greens,feel_worse,1
2729,Athletic Greens,feel_worth,1
2730,Athletic Greens,feeling_benefit,1
2731,Athletic Greens,feeling_better,1
2732,Athletic Greens,feeling_difference,1
2733,Athletic Greens,feeling_differently,1
2734,Athletic Greens,feeling_notice,1
2735,Athletic Greens,feeling_undisclosed,1
2736,Athletic Greens,felt_absolutely,1
2737,Athletic Greens,felt_athletic,1
2738,Athletic Greens,felt_began,1
2739,Athletic Greens,felt_benefit,1
2740,Athletic Greens,felt_body,1
2741,Athletic Greens,felt_change,1
2742,Athletic Greens,felt_different,1
2743,Athletic Greens,felt_early,1
2744,Athletic Greens,felt_finally,1
2745,Athletic Greens,felt_improvement,1
2746,Athletic Greens,felt_measurable,1
2747,Athletic Greens,felt_might,1
2748,Athletic Greens,felt_much,1
2749,Athletic Greens,felt_positive,1
2750,Athletic Greens,felt_purchase,1
2751,Athletic Greens,felt_result,1
2752,Athletic Greens,felt_tangible,1
2753,Athletic Greens,felt_tasted,1
2754,Athletic Greens,felt_urge,1
2755,Athletic Greens,felt_waste,1
2756,Athletic Greens,felt_whole,1
2757,Athletic Greens,felt_within,1
2758,Athletic Greens,fermented,1
2759,Athletic Greens,fermented_food,1
2760,Athletic Greens,fewer,1
2761,Athletic Greens,fewer_ache,1
2762,Athletic Greens,figure_cancel,1
2763,Athletic Greens,finally_pull,1
2764,Athletic Greens,finally_stopped,1
2765,Athletic Greens,finally_tasted,1
2766,Athletic Greens,find_avoiding,1
2767,Athletic Greens,find_confusing,1
2768,Athletic Greens,find_grainy,1
2769,Athletic Greens,find_know,1
2770,Athletic Greens,find_motivated,1
2771,Athletic Greens,find_review,1
2772,Athletic Greens,find_taste,1
2773,Athletic Greens,finding,1
2774,Athletic Greens,finding_huge,1
2775,Athletic Greens,fine_apple,1
2776,Athletic Greens,fine_blend,1
2777,Athletic Greens,fine_cost,1
2778,Athletic Greens,fine_end,1
2779,Athletic Greens,fine_expensive,1
2780,Athletic Greens,fine_fruity,1
2781,Athletic Greens,fine_gulp,1
2782,Athletic Greens,fine_notice,1
2783,Athletic Greens,fine_noticed,1
