,sff2022 company name,normalized_url,fct_date,score_date,parent_category,parent_category_hgp_score,overall_hgp_score,overall_feature_density,t12m_nielsen_sales,t12m_nielsen_sales_pct_growth,nielsen_feature_density,nielsen_score,parent_category_nielsen_score,nielsen_weight,offline_distribution_feature_density,offline_distribution_score,parent_category_offline_distribution_score,offline_distribution_weight,reviews_feature_density,reviews_score,parent_category_reviews_score,reviews_weight,social_feature_density,social_score,parent_category_social_score,social_weight,web_feature_density,web_score,parent_category_web_score,web_weight,overall_confidence,reliability_bucket
222040,"Lifeway Foods, Inc.",lifewaykefir.com,2021-12,2021-12,Food,0.22039685002995504,0.14349351950941922,0.8111888111888111,,,1.0,0.661321219418751,0.7034827785260728,0.4,,,,0.3,1.0,0.02102191833793261,0.020807644882860667,0.1,0.8775510204081632,0.20536460965859488,0.21389760997254306,0.15,1.0,0.17045274437632263,0.15770970632443057,0.05,0.6764548395144319,medium_high
224041,Lillie's Q,lilliesq.com,2021-12,2021-12,Food,0.02233273904475931,0.006581392583532929,0.7902097902097902,8270856.393005371,0.04792048589529574,1.0,0.16974987685403098,0.20040407927650566,0.4,1.0,0.270976158094868,0.2800661455201443,0.3,1.0,0.6933014606366337,0.6992909987669543,0.1,0.3877551020408163,0.8757685061802142,0.8676506366069257,0.15,1.0,0.05151219764380009,0.04987209503988901,0.05,0.9070286719606362,high
226842,Liokareas Greek Imports,liokareas.com,2021-12,2021-12,Food,0.9919951494503432,0.9968560702576909,0.7552447552447552,30328.723876953125,1.864852760051849,0.9,0.8697115647747797,0.8894554550702328,0.4,1.0,0.5305725942990369,0.5509120064141111,0.3,,,,0.1,0.5918367346938775,0.9679559343840464,0.9570768214836012,0.15,1.0,0.06388840327628652,0.06445831888079546,0.05,0.8103946352843605,high
226998,Lioni Latticini Mozzarella Company,lionimozzarella.com,2021-12,2021-12,Food,0.01231404421795714,0.003758854405544514,0.7762237762237763,2027343.6875,-0.27398633129127736,1.0,0.02191998248590663,0.02424475659034058,0.4,1.0,0.27391823253490244,0.28302264982962516,0.3,1.0,0.12402228745188336,0.1409525277435265,0.1,0.3469387755102041,0.9926216514267334,0.9893995389089055,0.15,1.0,0.4036871487858816,0.3988250086715227,0.05,0.9040811667526114,high
229074,Public Institution Rural Business and Markets Development Agency,litfood.lt,2021-12,2021-12,Other,0.38025299780062977,0.3862107390986767,0.20279720279720279,,,,,,0.4,,,,0.3,,,,0.1,,,,0.15,0.725,0.3199494721031999,0.31311120508112406,0.05,0.037322895256670784,low
229534,Little Big Farm Foods,littlebigfarmfoods.com,2021-12,2021-12,Other,0.5919142947830264,0.7653760043486385,0.5944055944055944,,,0.9,0.4364566799846752,0.3941619765334351,0.4,0.7142857142857143,0.611007799272808,0.61558287073751,0.3,1.0,0.4144973898370626,0.4217106747912435,0.1,,,,0.15,0.975,0.9652277190545542,0.9677442467171763,0.05,0.7304841564061517,high
230154,Little GF Chefs,littlegfchefs.com,2021-12,2021-12,Food,0.9029312622256227,0.9334243829519782,0.23776223776223776,,,,,,0.4,,,,0.3,,,,0.1,0.14285714285714285,0.9099434820567017,0.898838004101162,0.15,0.675,0.5992606519785671,0.5805042490461325,0.05,0.05283003847273183,low
230929,Little Pickins,littlepickins.com,2021-12,2021-12,Other,0.9303167598753971,0.9151030253613956,0.3076923076923077,,,,,,0.4,,,,0.3,,,,0.1,0.14285714285714285,0.7527822450948858,0.7640183966092524,0.15,0.925,0.9437676478611013,0.9470744340843286,0.05,0.06689810634908705,low
231053,"Girl In The Little Red Kitchen, LLC",littleredkitchenbakeshop.com,2021-12,2021-12,Food,0.1290737038133116,0.11406342896940665,0.5944055944055944,,,,,,0.4,,,,0.3,,,,0.1,0.9183673469387755,0.002792583743050131,0.004657251758054612,0.15,1.0,0.9562581330663182,0.9500375765984507,0.05,0.1844206927810994,low
231829,PURA Beverage Co.,livealittlepura.com,2021-12,2021-12,Non-Alcoholic Beverages,0.993941712900963,0.9978209244254191,0.3076923076923077,,,0.5,0.8889223359422035,0.8813967489464178,0.4,,,,0.3,,,,0.1,0.14285714285714285,0.9448812204199789,0.9217085235920852,0.15,0.675,0.9107932294795041,0.912805539600485,0.05,0.14880880638189084,low
236311,"Loc Maria Biscuits, Inc",locmaria.fr,2021-12,2021-12,Food,0.1827256913115973,0.15768027314885594,0.34965034965034963,,,,,,0.4,,,,0.3,0.7692307692307693,0.2479566906297787,0.26433415536374844,0.1,,,,0.15,1.0,0.20102082949283678,0.2209865302347092,0.05,0.13041704420955755,low
237423,Lok Foods US LLC,lokfoodsus.com,2021-12,2021-12,Food,0.7416071776585993,0.7681285566257283,0.24475524475524477,,,,,,0.4,,,,0.3,,,,0.1,,,,0.15,0.875,0.9572182855479195,0.9525523181870736,0.05,0.04501997736288133,low
239784,"US Durum Products, LTD",usdurum.com,2021-12,2021-12,Household Durables,0.46164652764243486,0.43047716115442763,0.27972027972027974,,,,,,0.4,,,,0.3,,,,0.1,,,,0.15,1.0,0.39799493768702227,0.4435911813224766,0.05,0.049999999999999996,low
242008,"The Virginia Diner, Inc.",vadiner.com,2021-12,2021-12,Food,0.9759060494727193,0.9685919584161443,0.8321678321678322,2186230.859375,0.3655549042469193,1.0,0.23745279404520825,0.27891091014046565,0.4,1.0,0.9397429848177856,0.9426237722990579,0.3,1.0,0.9575343188089923,0.9552250308261405,0.1,0.5102040816326531,0.6452246932867711,0.6513433043317075,0.15,1.0,0.25733378954464353,0.24402387559255406,0.05,0.9281824493144952,high
243242,Dogancan,valleydiamond.com.tr,2021-12,2021-12,Food,0.3240484766242484,0.3225521072211181,0.1958041958041958,,,,,,0.4,,,,0.3,,,,0.1,,,,0.15,0.7,0.21022169556874154,0.2051826800786218,0.05,0.03607959105982783,low
243276,Valley Fig Growers,valleyfig.com,2021-12,2021-12,Other,0.8564749403810556,0.8401916118840137,0.4825174825174825,,,,,,0.4,,,,0.3,,,,0.1,0.5918367346938775,0.6817155263520654,0.6843667469693261,0.15,1.0,0.7158962205432498,0.7135306984578772,0.05,0.13439208209853082,low
243513,valley shepherd LLC,valleyshepherd.com,2021-12,2021-12,Food,0.6508975682288998,0.6625877796463334,0.5944055944055944,,,,,,0.4,,,,0.3,,,,0.1,0.9183673469387755,0.689366125993659,0.6900842244285599,0.15,1.0,0.2135511084778437,0.2176046363741473,0.05,0.1844206927810994,low
244546,Vando Naturals,vandonaturals.com,2021-12,2021-12,Personal Care & Beauty,0.6740715547281493,0.7667261207086922,0.2517482517482518,,,,,,0.4,,,,0.3,,,,0.1,0.16326530612244897,0.6081066488995084,0.5768681580199905,0.15,0.7,0.6301804188754482,0.5894951737970309,0.05,0.06225178767089706,low
247668,Vegan Rob's,veganrobs.com,2021-12,2021-12,Food,0.0008012068629503179,0.00016239446907540472,0.958041958041958,5523448.25,0.036755713495359776,1.0,0.0680039406710087,0.08120069270733116,0.4,1.0,0.030281162396958005,0.03387452395269593,0.3,1.0,0.1906561439895945,0.17740443896424168,0.1,0.8775510204081632,0.25458576483021644,0.2767241678927674,0.15,1.0,0.04275756608998564,0.04149684934674529,0.05,0.9764548395144319,high
248073,Veggies Made Great,veggiesmadegreat.com,2021-12,2021-12,Food,0.32178921763232543,0.18181861421121473,0.7692307692307693,41900416.72265625,0.6912482082295051,1.0,0.18324120190465765,0.21791418125841833,0.4,1.0,0.9765466707374615,0.9765484064942874,0.3,,,,0.1,0.5918367346938775,0.16024674906952166,0.19077354402956545,0.15,1.0,0.5241310160882511,0.5261879986125564,0.05,0.8343920820985311,high
249807,"Venus Wafers, Inc.",venuswafers.com,2021-12,2021-12,Food,0.016132408456702347,0.0044179449285702155,0.8391608391608392,236655.06045532227,-0.5368356901084387,1.0,0.24117453888676044,0.2846834712334039,0.4,1.0,0.3823309001082461,0.3849468831429144,0.3,,,,0.1,0.7959183673469388,0.026883931443275284,0.04606276863190333,0.15,1.0,0.5559776039246871,0.5593493467452885,0.05,0.8632669154272405,high
250672,Vermont Creamery,vermontcreamery.com,2021-12,2021-12,Food,0.00017323391631358226,2.5140566342217467e-05,0.8741258741258742,53291551.0,0.14506187609984256,1.0,0.10336051666575448,0.12064652684240908,0.4,1.0,0.015723445002636765,0.018240128282220887,0.3,1.0,0.04592832158613538,0.03899506781750925,0.1,0.6326530612244898,0.044550383678720766,0.044174380481249345,0.15,1.0,0.020733579623952184,0.022329171002428025,0.05,0.9388832183810647,high
250746,Mount Mansfield Maple Products,vermontpuremaple.com,2021-12,2021-12,Other,0.13610955841252095,0.15925121880786153,0.45454545454545453,,,,,,0.4,,,,0.3,,,,0.1,0.5102040816326531,0.13297569268942702,0.11535756154747949,0.15,1.0,0.8065583550271788,0.8015624934146846,0.05,0.12818244931449502,low
250944,veroni usa Inc.,veroni.com,2021-12,2021-12,Food,0.9970333691831299,0.9986858958025446,0.9300699300699301,37426488.25,0.22795339592797648,1.0,0.6423841059602649,0.6902058880123147,0.4,1.0,0.859557578617225,0.8654038885548206,0.3,1.0,0.7647865290984831,0.7633323057953144,0.1,0.7959183673469388,0.9706749988512613,0.9652328046618859,0.15,1.0,0.9968147970279149,0.9963362816510579,0.05,0.9641418559688748,high
255385,Vifon USA,vifonusa.com,2021-12,2021-12,Food,0.03930244476364397,0.008886170989824865,0.4965034965034965,138685.5029296875,0.05421069037634618,0.9,0.3258168682611789,0.38195112564941314,0.4,1.0,0.45810319464875515,0.4630186410102225,0.3,1.0,0.0077689698205403125,0.0077065351418002465,0.1,,,,0.15,0.475,0.8967790166378814,0.8911796161405943,0.05,0.7981116314900678,high
255388,Ferme Vifranc inc.,vifranc.com,2021-12,2021-12,Other,0.9011210327770771,0.8908287893458356,0.3146853146853147,,,,,,0.4,,,,0.3,0.38461538461538464,0.9141810064507057,0.9062062739787858,0.1,,,,0.15,1.0,0.7171798250298114,0.7214977009346583,0.05,0.09074589254061254,low
256772,Acetaia Villa Modena (Dba Villa Modena Srl),villamodena.it,2021-12,2021-12,Food,0.7947033730087122,0.8252282185870322,0.3706293706293706,,,,,,0.4,,,,0.3,,,,0.1,0.4489795918367347,0.6999414143270689,0.6970585168622635,0.15,0.775,0.5855331584220984,0.5660191929702856,0.05,0.10669434013460935,low
256927,VILLA VAINILLA,villavainilla.mx,2021-12,2021-12,Food,0.8348214607949993,0.8606431228660245,0.34965034965034963,,,,,,0.4,,,,0.3,,,,0.1,0.22448979591836735,0.658768896751367,0.6585724712397326,0.15,0.975,0.893617281792339,0.888224072147069,0.05,0.08196446945570782,low
258094,OK Kosher,ok.org,2021-12,2021-12,Other,0.8152037437045484,0.7922009886357846,0.4755244755244755,,,,,,0.4,,,,0.3,,,,0.1,0.5714285714285714,0.7712298396360796,0.7776200352988161,0.15,1.0,0.21175698720953093,0.21310291636403483,0.05,0.1322747891687132,low
258330,Okf Corporation,okf.kr,2021-12,2021-12,Other,0.9364612329394316,0.9239491073400261,0.4965034965034965,,,,,,0.4,,,,0.3,1.0,0.9085652013428717,0.9040397201534642,0.1,0.3673469387755102,0.7142972016725635,0.7251536271465931,0.15,1.0,0.3018164329944173,0.30155617151181985,0.05,0.2014646926997788,medium_low
259106,"Trugman Nash, LLC",oldcroccheese.com,2021-12,2021-12,Other,0.0003356637856695439,0.0010382374424569808,0.972027972027972,17915325.875,0.021809766280382004,1.0,0.07386021564227464,0.05752170180291901,0.4,1.0,0.03624857753476366,0.0344964314036479,0.3,1.0,0.4601620586012339,0.4649740464906342,0.1,0.9183673469387755,0.23649427928134908,0.22788091158548368,0.15,1.0,0.880615599569819,0.8832246200185162,0.05,0.9844206927810997,high
260461,Oleoestepa,oleoestepa.com,2021-12,2021-12,Other,0.25291353357059193,0.4198005741561773,0.5804195804195804,,,0.9,0.6074927480707132,0.5871410855671086,0.4,,,,0.3,0.6923076923076923,0.6601515124883554,0.6532611148724893,0.1,0.5102040816326531,0.2028201534714883,0.17199283717454877,0.15,0.775,0.08989584913463834,0.08976961581093858,0.05,0.5617216661538881,medium_high
260758,Manfredi Barbera E Figli Spa,oliobarbera.it,2021-12,2021-12,Food,0.09696768465652766,0.03634510523365438,0.4755244755244755,14587.520141601562,-0.7113383375637103,1.0,0.23269114990969295,0.27727535116413315,0.4,,,,0.3,,,,0.1,0.22448979591836735,0.8394327528373845,0.8306590822201884,0.15,0.925,0.04707366066721584,0.051956873627008904,0.05,0.4792517270725193,medium_high
260930,Eleones Of Chalkidiki S.a.,olive.gr,2021-12,2021-12,Other,0.5384075211159206,0.5474942669316618,0.27972027972027974,,,,,,0.4,,,,0.3,,,,0.1,0.061224489795918366,0.4383902724808161,0.4290880280329284,0.15,0.925,0.7906867590109103,0.7948668958473527,0.05,0.054241888318800016,low
261194,Anytime Bar Supplies,oliveoilpourspouts.com,2021-12,2021-12,Other,0.43462982885360285,0.4293961168017123,0.21678321678321677,,,,,,0.4,,,,0.3,,,,0.1,,,,0.15,0.775,0.3960195336441103,0.40208145139650836,0.05,0.04038139509360417,low
261631,"Olivia's Crouton Co., Inc.",oliviascroutons.com,2021-12,2021-12,Other,0.12152152602026342,0.14111739625269668,0.4755244755244755,,,,,,0.4,,,,0.3,,,,0.1,0.5714285714285714,0.0384758535128429,0.02401865426484418,0.15,1.0,0.9913501247211884,0.9921987718650035,0.05,0.1303395260284882,low
261783,Olli Salumeria Americana,olli.com,2021-12,2021-12,Food,0.9889707739947019,0.9957016426302469,0.7342657342657343,36049161.625,0.7285394492159518,1.0,0.8338076733621587,0.8607850683086395,0.4,1.0,0.8640955896638819,0.8709160152335137,0.3,1.0,0.6163763556149263,0.6193742293464858,0.1,0.22448979591836735,0.0059642512521251665,0.00921602928739414,0.15,1.0,0.3017769793324032,0.2986508555902416,0.05,0.8826449749144605,high
262731,O-Med Extra Virgin Olive Oil,omedoil.com,2021-12,2021-12,Food,0.13499974736720538,0.10189199748594337,0.4755244755244755,,,,,,0.4,,,,0.3,1.0,0.10514474539925826,0.11922009864364981,0.1,0.30612244897959184,0.38263681477737443,0.4051809029507513,0.15,1.0,0.5436945905628201,0.5400443692912476,0.05,0.19480410485754282,low
263451,Omnipak Import,omnipakimport.com,2021-12,2021-12,Non-Alcoholic Beverages,0.8317709329762133,0.8794802018040055,0.48951048951048953,,,,,,0.4,,,,0.3,,,,0.1,0.6938775510204082,0.8561687267380417,0.8312404870624048,0.15,0.9,0.4093956855379881,0.37917225094134915,0.05,0.14967240439303145,low
264175,"URZANTE, S.L.",ondoliva.com,2021-12,2021-12,Food,0.3339733364130474,0.33040139971801796,0.21678321678321677,,,,,,0.4,,,,0.3,,,,0.1,,,,0.15,0.775,0.22348458824321685,0.2236024395883917,0.05,0.04038139509360417,low
267841,O Olive Oil & Vinegar,ooliveoil.com,2021-12,2021-12,Food,0.807118470344519,0.8454160933598328,0.6853146853146853,,,,,,0.4,,,,0.3,1.0,0.4215720738930976,0.3850184956843403,0.1,0.9183673469387755,0.7925067775582411,0.7946754405273585,0.15,1.0,0.5676477250542318,0.5647076251589779,0.05,0.28442069278109944,medium_low
270062,Oranfrizer Srl,oranfrizer.it,2021-12,2021-12,Food,0.6568524841021791,0.6790704785201039,0.3706293706293706,,,,,,0.4,,,,0.3,,,,0.1,0.4489795918367347,0.7471247070716354,0.7435615232225402,0.15,0.775,0.06335339801466452,0.06761619840443982,0.05,0.10645207008967092,low
270722,"Orchard Pond Organics, LLC",orchardpond.com,2021-12,2021-12,Food,0.19267942341978186,0.1038502437615723,0.6433566433566433,731832.48046875,0.027332092428016264,1.0,0.2917191177275464,0.34452568789686355,0.4,1.0,0.4154153598490105,0.4172283901665345,0.3,,,,0.1,0.22448979591836735,0.7549591049028167,0.7488791315731548,0.15,1.0,0.8220762285564245,0.8011547577754654,0.05,0.7829273893987523,high
274979,Orlando Food Sales Inc.,orlandofoods.com,2021-12,2021-12,Food,0.8470633242144925,0.8728913349980465,0.5524475524475524,,,,,,0.4,,,,0.3,,,,0.1,0.7959183673469388,0.7845781831548959,0.7818506203876409,0.15,1.0,0.5852188895970897,0.5856963232743669,0.05,0.16414185596887465,low
275714,"Orto Conserviera USA, Inc",ortoconserviera.com,2021-12,2021-12,Food,0.8384738091972773,0.8689395097589563,0.2727272727272727,,,,,,0.4,,,,0.3,,,,0.1,0.22448979591836735,0.7979862610853283,0.7895779510409305,0.15,0.7,0.5223732874219684,0.5149005665394844,0.05,0.0690069804585799,low
279166,Norwegian Baked,norwegianbaked.com,2021-12,2021-12,Food,0.7940681819822291,0.8222881312745248,0.3776223776223776,,,,,,0.4,,,,0.3,,,,0.1,0.3877551020408163,0.8619124201626615,0.8540611930442439,0.15,0.875,0.08528453232785449,0.09147011215169384,0.05,0.10204864932351718,low
279347,Noshi LLC,noshiforkids.com,2021-12,2021-12,Food,0.9937852332522502,0.9976598889058758,0.7062937062937062,103529.94842529297,6.7256163260898045,1.0,0.99367850692354,0.9942274389070618,0.4,1.0,0.7351439118487885,0.7493485668470635,0.3,,,,0.1,0.40816326530612246,0.3190081790194367,0.34829755436356685,0.15,1.0,0.4059652576494188,0.39448924731182794,0.05,0.8062382434666047,high
283100,"NUEATS, LLC",nueats.co,2021-12,2021-12,Other,0.7902382229762563,0.7754607688256977,0.26573426573426573,,,,,,0.4,,,,0.3,,,,0.1,0.061224489795918366,0.4946147130450765,0.49159913943032346,0.15,0.875,0.988827131058943,0.9897852098380048,0.05,0.05356366971545768,low
283907,"Nuovo Pasta Productions, Ltd.",nuovopasta.com,2021-12,2021-12,Food,0.03155744508845757,0.008737366016069578,0.7902097902097902,6526622.4375,0.0004032519738250695,1.0,0.3028022549395216,0.34649797960361745,0.4,1.0,0.21538205334591579,0.22639807576668672,0.3,1.0,0.6282407326033079,0.6134401972872996,0.1,0.3877551020408163,0.6271791572853007,0.6237936906982402,0.15,1.0,0.8802220833030062,0.8754046710602382,0.05,0.9079036125022706,high
284422,Nutcase Vegan Meats,nutcasevegan.com,2021-12,2021-12,Food,0.21409546632404847,0.09749647522465134,0.8601398601398601,805.1499900817871,-0.9511682534398633,1.0,0.4493733238465328,0.5122185876467192,0.4,1.0,0.33906020150434374,0.34771497294046905,0.3,,,,0.1,0.9183673469387755,0.708489178881588,0.7068885619287046,0.15,0.925,0.12246688783391912,0.12903948433344894,0.05,0.8807450304548666,high
284697,Nutrail,nutrail.com,2021-12,2021-12,Food,0.9999927819201536,0.9999938847271059,0.5874125874125874,,,0.5,0.9606480214547644,0.9619010967866076,0.4,0.7142857142857143,0.9986954952954564,0.9987973541791942,0.3,1.0,0.9564094001019458,0.9571516646115906,0.1,0.22448979591836735,0.929470890961724,0.9169340917779811,0.15,0.875,0.9998319818186642,0.9997832119320152,0.05,0.47937065783415883,medium_high
284842,Nutreat,nutreat.com,2021-12,2021-12,Other,0.9661962692164007,0.956644753605463,0.32167832167832167,,,,,,0.4,,,,0.3,,,,0.1,0.14285714285714285,0.8404941873822542,0.8507967999175502,0.15,0.975,0.9998238189920405,0.9998328207909122,0.05,0.06876304253855275,low
285839,Nutty Bunny LLC,nuttybunny.com,2021-12,2021-12,Food,0.846060011115843,0.878963800981841,0.38461538461538464,,,,,,0.4,,,,0.3,,,,0.1,0.3877551020408163,0.9164993337315628,0.904364146112585,0.15,0.9,0.22537564307768493,0.21223551855705863,0.05,0.10730191344931703,low
287530,New York Shuk LLC,nyshuk.com,2021-12,2021-12,Food,0.9995741332890624,0.9998906045626731,0.9090909090909091,120229.24072265625,0.9381417579351674,1.0,0.9810902523124077,0.9822012699634405,0.4,1.0,0.9914235754531072,0.9916816997394268,0.3,1.0,0.6571282934631677,0.6453452527743526,0.1,0.7346938775510204,0.9841186876809264,0.97827774366579,0.15,1.0,0.23266232631035474,0.2331194357729217,0.05,0.9582021172893982,high
290005,Ocean Beauty Seafoods LLC,oceanbeauty.com,2021-12,2021-12,Food,0.9934676377390087,0.9975348655489307,0.8601398601398601,1216280.6697387695,1.4171151322768751,1.0,0.9219254556400854,0.9312584183182605,0.4,1.0,0.9151516833661772,0.9182200841852075,0.3,,,,0.1,0.8571428571428571,0.07598446905297983,0.096863885445509,0.15,1.0,0.5284950672718949,0.5349101052144757,0.05,0.8775563305268271,high
290427,"Ocean's Balance, Inc.",oceansbalance.com,2021-12,2021-12,Food,0.9978923206848515,0.9991445412695986,0.7132867132867133,113296.42529296875,0.12651820355715926,1.0,0.7886267856165509,0.8208581874158168,0.4,1.0,0.9586721807432901,0.9601623571858088,0.3,1.0,0.28525477651029124,0.2755086313193588,0.1,0.22448979591836735,0.9919151771355053,0.9882641889778375,0.15,0.925,0.7411418025833986,0.7364579720198867,0.05,0.8838811363461858,high
290821,OCM Globe Inc.,ocmfoods.com,2021-12,2021-12,Food,0.8879320923048051,0.9140770184647268,0.23076923076923078,,,,,,0.4,,,,0.3,,,,0.1,0.12244897959183673,0.745422276340578,0.7401323030225796,0.15,0.675,0.9592552509082846,0.9570253786564921,0.05,0.04979024185631746,low
292631,Tboneandbean LLC DBA Off Our Rocker Cookies,offourrockercookies.com,2021-12,2021-12,Other,0.9716314945324723,0.9632784657459783,0.45454545454545453,,,,,,0.4,,,,0.3,,,,0.1,0.5102040816326531,0.9706991223636448,0.9782203728276413,0.15,1.0,0.6763116131854139,0.6821291044954348,0.05,0.12818244931449502,low
292912,Ofner,ofneramericas.com,2021-12,2021-12,Food,0.9485278726153269,0.9708253919720057,0.1958041958041958,,,,,,0.4,,,,0.3,,,,0.1,0.14285714285714285,0.8999023572117815,0.8888515587891146,0.15,0.525,0.9725688211313813,0.9710949242687016,0.05,0.04613447000707229,low
293123,Original Gourmet Food Co.,ogfc.net,2021-12,2021-12,Other,0.0007120566499349739,0.0020574495914657967,0.9300699300699301,22867993.545654297,0.14575383568852818,1.0,0.28449455421159214,0.2497376705141658,0.4,1.0,0.016278553387548918,0.016901268834258524,0.3,1.0,0.6627704638531982,0.6556984879259761,0.1,0.7959183673469388,0.018679639755548406,0.015771098772271105,0.15,1.0,0.47929465015145445,0.47970036990156095,0.05,0.9641418559688748,high
295497,Robert Rothschild Farms,robertrothschild.com,2021-12,2021-12,Food,0.01377209634692979,0.0035020129439942926,0.8321678321678322,3518157.66015625,-0.16212947438966652,1.0,0.3146789995074161,0.3639599769097556,0.4,1.0,0.06944405895251048,0.07716977350170375,0.3,1.0,0.8359024836095829,0.845638101109741,0.1,0.5102040816326531,0.20655240545880624,0.2349247541040583,0.15,1.0,0.055527968224836896,0.05457278298069141,0.05,0.9281824493144952,high
296648,Quesos Rocinante,rocinante.es,2021-12,2021-12,Food,0.17552926570473723,0.14379520630552584,0.3356643356643357,,,,,,0.4,,,,0.3,,,,0.1,0.3673469387755102,0.3227025226301521,0.3514255592756931,0.15,0.75,0.15263261362144484,0.15617412417620535,0.05,0.09060278359653999,low
298362,Rocky Ridge Maple,rockyridgemaple.com,2021-12,2021-12,Other,0.9979101769327352,0.9966501894035911,0.5874125874125874,24244.380126953125,-0.29932493361203016,0.9,0.6801762355645559,0.662024229705237,0.4,1.0,0.8412112464958783,0.8460547184773989,0.3,,,,0.1,0.2857142857142857,0.6182637963516059,0.6260180616569831,0.15,0.775,0.6269220905815266,0.6313347222788072,0.05,0.7596259917032374,high
298549,"Aubocassa Extra Virgin Olive Oil
d.o. Oli De Mallorca",roda.es,2021-12,2021-12,Alcoholic Beverages,0.7396995236350311,0.8192902886069069,0.7482517482517482,,,0.85,0.5784302993815336,0.5538755137991779,0.4,1.0,0.7502706153376447,0.7421044864226682,0.3,,,,0.1,0.5918367346938775,0.17073128704682258,0.20157583716349312,0.15,1.0,0.014927088952362425,0.017316017316017316,0.05,0.7598551732702339,high
299036,Rogers Collection,rogerscollection.us,2021-12,2021-12,Food,0.1679214095466324,0.13761878068253242,0.6783216783216783,,,,,,0.4,,,,0.3,1.0,0.5067407238148806,0.4945283600493218,0.1,0.8979591836734694,0.1756720121306805,0.20852207560503724,0.15,1.0,0.5472923563971732,0.5528167996300151,0.05,0.28235444745156435,medium_low
300868,Ronda's Fine Foods LLC,rondasfinefoods.com,2021-12,2021-12,Food,0.7759002750088422,0.8011428765564219,0.09090909090909091,,,,,,0.4,,,,0.3,,,,0.1,0.16326530612244897,0.6618607269218398,0.6665778467741001,0.15,0.125,0.5826370555595992,0.5694661232512429,0.05,0.032877636445116674,low
301904,Root Elixirs LLC,rootelixirs.com,2021-12,2021-12,Food,0.9094203160075357,0.9379646333384294,0.42657342657342656,,,,,,0.4,,,,0.3,,,,0.1,0.5306122448979592,0.8243142030051004,0.8148336944055052,0.15,0.875,0.8900861790420787,0.8751517516475893,0.05,0.12340363590450518,low
301918,Root Foods,rootfoodsco.com,2021-12,2021-12,Food,0.9648118607488037,0.9842382238529617,0.26573426573426573,,,,,,0.4,,,,0.3,,,,0.1,0.24489795918367346,0.9558505261223177,0.9430471401925461,0.15,0.65,0.9839467810913564,0.9832206035379812,0.05,0.07082975477622729,low
303242,Rosella Baked Goods LLC,rosellabakedgoods.com,2021-12,2021-12,Food,0.9904288261236746,0.9963614126280386,0.48951048951048953,,,0.5,0.9513436593508839,0.9522801616317106,0.4,0.42857142857142855,0.7871436898054345,0.7941972339146122,0.3,1.0,0.1390241330216371,0.16322441430332923,0.1,0.14285714285714285,0.3761648210265129,0.3969438233488189,0.15,0.775,0.04226847672812142,0.05377428026361429,0.05,0.3437021652789991,medium_high
304864,ROUGIE FOIE GRAS,rougie.us,2021-12,2021-12,Food,0.41669253145278295,0.2198746369056719,0.7972027972027972,213431.017578125,0.41525015855107017,1.0,0.21219418751026217,0.24658456802001155,0.4,1.0,0.8748924477504233,0.8820905993185008,0.3,1.0,0.6785544794614452,0.6553637484586929,0.1,0.40816326530612246,0.33637940541285666,0.36282539939988645,0.15,1.0,0.20906495501262176,0.21280639380275176,0.05,0.9062382434666048,high
305235,Rovagnati North America LLC,rovagnati.it,2021-12,2021-12,Food,0.2891562786467544,0.29158164738657016,0.15384615384615385,,,,,,0.4,,,,0.3,,,,0.1,,,,0.15,0.55,0.15672627117318186,0.14045337611284542,0.05,0.027402169928666106,low
307466,"The Danish Brewery Group, Inc.",royalunibrew.com,2021-12,2021-12,Other,0.21217602826878945,0.22566817849802104,0.27972027972027974,,,,,,0.4,,,,0.3,,,,0.1,,,,0.15,1.0,0.03538347258888808,0.03892746810600005,0.05,0.049999999999999996,low
307742,Rozendal Farm cc,rozendal.co.za,2021-12,2021-12,Alcoholic Beverages,0.8214730670575302,0.8734206458407651,0.3986013986013986,,,,,,0.4,,,,0.3,,,,0.1,0.5306122448979592,0.9510614345448697,0.9305276089212717,0.15,0.775,0.08904657504800763,0.09177489177489177,0.05,0.118765053635228,low
308263,"R.S.Foods Tech (Thailand) Co., Ltd.",rsfoodstech.co.th,2021-12,2021-12,Other,0.7257690071374199,0.7093478740933259,0.24475524475524477,,,,,,0.4,,,,0.3,,,,0.1,,,,0.15,0.875,0.8527589333634451,0.8546390825654563,0.05,0.04501997736288133,low
308495,Route66 International,rt66us.com,2021-12,2021-12,Food,0.7594430529590518,0.7866938456573069,0.34265734265734266,,,,,,0.4,,,,0.3,,,,0.1,0.3877551020408163,0.6500252722510683,0.6531969368722268,0.15,0.75,0.5494214936748297,0.5361385709330558,0.05,0.10107858661535543,low
309913,Rufus Teague,rufusteague.com,2021-12,2021-12,Food,0.0012848182126590684,0.0003641984745791503,0.972027972027972,6331245.5,-0.150308919755046,1.0,0.0013409227737945378,0.0016355589763324995,0.4,1.0,0.014294040911487968,0.01593505712567649,0.3,1.0,0.1738878245126817,0.16738594327990136,0.1,0.9183673469387755,0.48683143408537427,0.48324200331336814,0.15,1.0,0.45895424667653917,0.46336281651057926,0.05,0.9844206927810997,high
