,sff2022 company name,normalized_url,fct_date,score_date,parent_category,parent_category_hgp_score,overall_hgp_score,overall_feature_density,t12m_nielsen_sales,t12m_nielsen_sales_pct_growth,nielsen_feature_density,nielsen_score,parent_category_nielsen_score,nielsen_weight,offline_distribution_feature_density,offline_distribution_score,parent_category_offline_distribution_score,offline_distribution_weight,reviews_feature_density,reviews_score,parent_category_reviews_score,reviews_weight,social_feature_density,social_score,parent_category_social_score,social_weight,web_feature_density,web_score,parent_category_web_score,web_weight,overall_confidence,reliability_bucket
998,Bona Furtuna LLC,bonafurtuna.com,2021-12,2021-12,Food,0.9994514259316737,0.9998376055309246,0.6853146853146853,41169.030700683594,,0.9,0.9811997153959827,0.9816240138541467,0.4,1.0,0.8923089733270421,0.8997795149328522,0.3,,,,0.1,0.3877551020408163,0.9485962413270229,0.935910654911547,0.15,1.0,0.99234666980482,0.9914585501214013,0.05,0.7830312251464655,high
1064,Bon AppeSweet Inc,bonappesweet.com,2021-12,2021-12,Food,0.4626717000743462,0.4520532028741783,0.055944055944055944,,,,,,0.4,,,,0.3,,,,0.1,0.061224489795918366,0.5524824242981207,0.5636085591482558,0.15,0.125,0.28061281060405596,0.2781535437622847,0.05,0.015482641475648387,low
1560,Ford's Food Inc.,bonesuckin.com,2021-12,2021-12,Food,0.001219855494041475,0.00027858465406240977,0.9300699300699301,4059803.070678711,-0.1268451406738471,1.0,0.06124459526024848,0.0709062920915913,0.4,1.0,0.09461822420827666,0.10693525756664662,0.3,1.0,0.5134638707749636,0.5164919852034525,0.1,0.7959183673469388,0.027520332674723154,0.027827658514545224,0.15,1.0,0.003282136538240462,0.0030711642964504566,0.05,0.9632669154272406,high
1736,Bonifanti Srl,bonifanti.com,2021-12,2021-12,Food,0.9910856713896969,0.9968513139343288,0.36363636363636365,,,0.5,0.9119916808056483,0.918510679238022,0.4,,,,0.3,,,,0.1,0.22448979591836735,0.8706141157009604,0.8610007298678128,0.15,0.775,0.19610918868985952,0.19446973638570933,0.05,0.16928755240151527,low
4311,Borgo de Medici USA Inc,borgodemedici.us,2021-12,2021-12,Food,0.996961188384666,0.9988027654622976,0.6293706293706294,29436.362731933594,,0.9,0.7907886815171583,0.820473350009621,0.4,1.0,0.867273585167504,0.8745740629384646,0.3,1.0,0.2542140509377252,0.24776510480887792,0.1,0.22448979591836735,0.9471832927445665,0.9345667713196705,0.15,0.675,0.9889570560493688,0.9873829344432883,0.05,0.8409033051591801,high
5156,Bossen,bossenstore.com,2021-12,2021-12,Other,0.1380842164989284,0.17178616929113796,0.5174825174825175,,,,,,0.4,,,,0.3,1.0,0.5733482150703954,0.5636650868878357,0.1,0.42857142857142855,0.2467008224968984,0.21471213429009442,0.15,1.0,0.38732034128778114,0.3876267717132778,0.05,0.21000838505235514,medium_low
6445,Botticelli Foods LLC,botticellifoods.com,2021-12,2021-12,Food,0.9986646552284162,0.9994503049143012,0.7902097902097902,34277096.5,0.0663594235717766,1.0,0.8024738656887964,0.8342312872811237,0.4,1.0,0.9139304449193705,0.9196231709761475,0.3,1.0,0.8785087796389714,0.8814734895191122,0.1,0.3877551020408163,0.9338556265220788,0.9219852404508961,0.15,1.0,0.44421184167653577,0.4449249913284773,0.05,0.9070286719606362,high
7364,Bould Ass Seasoning Co.,bouldrubs.com,2021-12,2021-12,Other,0.9648606363286528,0.9547401858363485,0.16783216783216784,,,,,,0.4,,,,0.3,,,,0.1,0.14285714285714285,0.8651369296512429,0.8754724759414091,0.15,0.425,0.9080580023250451,0.910998846603944,0.05,0.04069263059132052,low
8035,Favols SAS,boutiquefavols.com,2021-12,2021-12,Food,0.6940580766704442,0.7221661655540267,0.11888111888111888,,,,,,0.4,,,,0.3,,,,0.1,,,,0.15,0.425,0.8747291812208732,0.863607787027402,0.05,0.02011633894698579,low
10085,Brad's Organic LLC,bradsorganic.com,2021-12,2021-12,Food,0.6413985751510384,0.6789644804566071,0.6853146853146853,,,,,,0.4,,,,0.3,1.0,0.3729632819503278,0.36120530209617757,0.1,0.9183673469387755,0.7921345862243256,0.786670064992991,0.15,1.0,0.18214803422129014,0.19204532315874667,0.05,0.28442069278109944,medium_low
10087,Brad's Plant Based,bradsplantbased.com,2021-12,2021-12,Food,0.019265055110039626,0.005570334131716184,0.972027972027972,14370393.796875,0.036297891717951725,1.0,0.3284713480378742,0.37204156243986913,0.4,1.0,0.4093091676149768,0.40509120064141113,0.3,1.0,0.2975761517234106,0.29778051787916154,0.1,0.9183673469387755,0.0002504250333134219,0.000417067321616831,0.15,1.0,0.8325300885190524,0.8292649439241531,0.05,0.9844206927810997,high
10866,BranchOut Food Inc.,branchoutfood.com,2021-12,2021-12,Food,0.9725279881046044,0.9889381508094243,0.3076923076923077,,,,,,0.4,,,,0.3,,,,0.1,0.3469387755102041,0.9875591600422736,0.9822746388312846,0.15,0.675,0.9746074870806263,0.9739493004971673,0.05,0.08618271969551675,low
11208,Brand Castle LLC,brandcastle.com,2021-12,2021-12,Food,0.18407547224287396,0.09133295962221202,0.7132867132867133,414989.5707511902,-0.40476623717898996,1.0,0.17267801433966395,0.21060227054069655,0.4,1.0,0.9849426850592579,0.9846662657847264,0.3,1.0,0.508094141634296,0.5107120838471023,0.1,0.16326530612244897,0.12853122271745623,0.16452147317446159,0.15,1.0,0.14787980781985186,0.14995953289397618,0.05,0.8741012825618841,high
12215,Brands of Britain LLC,brandsofbritain.com,2021-12,2021-12,Food,0.10399809442692055,0.07847729704938083,0.5944055944055944,,,,,,0.4,,,,0.3,,,,0.1,0.9183673469387755,0.03385907273813353,0.05635042923178516,0.15,1.0,0.6561232423563632,0.6420323158746676,0.05,0.1844206927810994,low
12693,OIC Foods,brars.com,2021-12,2021-12,Food,0.9573772385070124,0.9769780359781889,0.42657342657342656,,,,,,0.4,,,,0.3,,,,0.1,0.4489795918367347,0.916555621927124,0.9102030886152206,0.15,0.975,0.9995068292248239,0.9993568620649786,0.05,0.12005222827524867,low
12973,Braswell Food Company,braswells.com,2021-12,2021-12,Food,6.496271861759335e-05,1.2230545788105794e-05,0.972027972027972,7004512.84375,-0.07028366599439495,1.0,0.0011767281484319414,0.0012507215701366174,0.4,1.0,0.0014710372200172084,0.001152535578272199,0.3,1.0,0.08909707696904716,0.06920468557336622,0.1,0.9183673469387755,0.07134011854983228,0.08177415804534449,0.15,1.0,0.579062077616237,0.5760203491733148,0.05,0.9844206927810997,high
13734,B & R Classics LLC,brclassics.com,2021-12,2021-12,Other,0.6936260396448425,0.679313730486334,0.24475524475524477,,,,,,0.4,,,,0.3,,,,0.1,,,,0.15,0.875,0.8050853049393945,0.8065160555259753,0.05,0.04501997736288133,low
16404,BRIANNAS Fine Salad Dressing,briannas.com,2021-12,2021-12,Food,0.010495088096664525,0.0027641033481119095,0.8951048951048951,60259499.32006836,0.04312440404494344,1.0,0.19793662087461003,0.2333076775062536,0.4,1.0,0.17850897887812595,0.18630988173982763,0.3,1.0,0.2917582127854042,0.28491060419235514,0.1,0.6938775510204082,0.2882432339291458,0.3115261188410163,0.15,1.0,0.6513663551414584,0.661955139322465,0.05,0.9514933033823476,high
19234,Otis Foods LLC,otisfoods.com,2021-12,2021-12,Pet Products,0.3312685415925003,0.3652577757393535,0.03496503496503497,,,,,,0.4,,,,0.3,,,,0.1,,,,0.15,0.125,0.2834405497935825,0.23626347532886927,0.05,0.006938949123072038,low
19881,OU Kosher,oukosher.org,2021-12,2021-12,Food,0.09897431085382667,0.06872275730860045,0.6713286713286714,,,,,,0.4,,,,0.3,1.0,0.24776334522700508,0.27712700369913684,0.1,0.9183673469387755,0.07045673850112577,0.08010009615718804,0.15,0.95,0.9836954340549046,0.9821655682737889,0.05,0.2823637065847171,medium_low
21950,"Oven Arts, LLC",ovenarts.com,2021-12,2021-12,Food,0.9966869013505028,0.9988183933819158,0.7272727272727273,,,0.9,0.9427508072902414,0.9480469501635559,0.4,1.0,0.9862610674734242,0.9857686911204651,0.3,0.8461538461538461,0.5987379818255322,0.5614981504315659,0.1,0.3877551020408163,0.1709954969443551,0.20809342308004217,0.15,0.875,0.7172444474072481,0.6930136431957452,0.05,0.8653081110826129,high
25375,PacknWood,packnwood.com,2021-12,2021-12,Household Durables,0.6095221854089521,0.5750055207324738,0.6853146853146853,,,,,,0.4,,,,0.3,1.0,0.037473854428488565,0.03106648986550483,0.1,0.9183673469387755,0.7287988788310436,0.7525514380832833,0.15,1.0,0.888189002087643,0.8791860682447972,0.05,0.28442069278109944,medium_low
25891,Paesana Products,paesana.com,2021-12,2021-12,Food,0.008048159028735177,0.0022055750904550783,0.8951048951048951,5517674.90625,-0.19447994550630665,1.0,0.1307536533304143,0.15864922070425244,0.4,1.0,0.02632601515445891,0.029264381639607137,0.3,1.0,0.056650203012672914,0.04500616522811344,0.1,0.6938775510204082,0.7102875292928365,0.7122351332877649,0.15,1.0,0.8984401518557846,0.8925345415654989,0.05,0.9540285721780171,high
27189,"Palais Des Thes, LLC",palaisdesthes.com,2021-12,2021-12,Non-Alcoholic Beverages,0.9885849116765513,0.9950656542492653,0.6433566433566433,,,0.5,0.9072847682119205,0.894942805538832,0.4,,,,0.3,1.0,0.8709683089307999,0.8425565081839439,0.1,0.5918367346938775,0.18500206772963287,0.20876141552511415,0.15,1.0,0.5424511199738246,0.5301710383559896,0.05,0.33037085000768984,medium_high
29288,PANCRACIO CHOCOLATE,pancracio.com,2021-12,2021-12,Food,0.15863895886416296,0.1267967860843568,0.3776223776223776,,,,,,0.4,,,,0.3,,,,0.1,0.5102040816326531,0.2823381427192942,0.3112828295700731,0.15,0.725,0.18412513885308204,0.18281015146259683,0.05,0.11001005292744383,low
29657,Panealba S.r.l.,panealba.it,2021-12,2021-12,Other,0.6145161245017711,0.59052268596375,0.34265734265734266,,,,,,0.4,,,,0.3,,,,0.1,0.3673469387755102,0.587507466801452,0.5902477358514873,0.15,0.775,0.41140238041629057,0.4221471710889548,0.05,0.09184608779338294,low
30030,PANOS Brands,panosbrands.com,2021-12,2021-12,Food,0.2568914617333497,0.2451103297151302,0.27972027972027974,,,,,,0.4,,,,0.3,,,,0.1,,,,0.15,1.0,0.0740844539647189,0.07548560527228582,0.05,0.049999999999999996,low
33125,Paris Gourmet,parisgourmet.com,2021-12,2021-12,Food,0.4365350329505345,0.441153068677912,0.17482517482517482,,,,,,0.4,,,,0.3,,,,0.1,,,,0.15,0.625,0.41756803545931886,0.416529367556943,0.05,0.031077832254899018,low
34742,"PARTNERS, a Tasteful Choice Company",partnerscrackers.com,2021-12,2021-12,Other,0.00490434284333911,0.009282984253172298,0.6293706293706294,436262.197265625,0.029655009941959465,,,,0.4,1.0,0.18135390935080076,0.17505947660586835,0.3,,,,0.1,0.5918367346938775,0.3385137618894454,0.31892609149350065,0.15,1.0,0.748312165536682,0.7438379007910808,0.05,0.4343920820985308,medium_high
35992,Garofalo Pasta USA,pasta-garofalo.com,2021-12,2021-12,Food,0.007773871994572004,0.002107730724150232,0.6573426573426573,2670719.21875,-0.38648250477419976,1.0,0.11520989546275519,0.137290744660381,0.4,1.0,0.06430930639207305,0.07777109641210664,0.3,1.0,0.2401877208092384,0.23913378545006164,0.1,,,,0.15,1.0,0.9874687006616651,0.9851789224187767,0.05,0.8500000000000003,high
36030,Pastificio F.lli Cellino S.p.a.,pastacellino.it,2021-12,2021-12,Food,0.984813160003176,0.9946260340756595,0.5104895104895105,88699.14306640625,,0.9,0.9843194132778721,0.9848951318068117,0.4,,,,0.3,,,,0.1,0.3673469387755102,0.24912006616734825,0.28754474784804845,0.15,0.925,0.2938665200985797,0.2930685628396346,0.05,0.47316544185183207,medium_high
36041,Dalla Costa Alimentare,pastadallacosta.it,2021-12,2021-12,Food,0.3258024700269234,0.32318469822826956,0.03496503496503497,,,,,,0.4,,,,0.3,,,,0.1,,,,0.15,0.125,0.21134646505391888,0.20821048676147533,0.05,0.006938949123072038,low
36052,Pastificio Di Martino Gaetano & F.lli Spa,pastadimartino.it,2021-12,2021-12,Food,0.8746869157866625,0.9011438957685709,0.4825174825174825,,,,,,0.4,,,,0.3,,,,0.1,0.5918367346938775,0.7199271699673758,0.7157222795046168,0.15,1.0,0.9504938169989504,0.946316048098046,0.05,0.13439208209853082,low
36132,Antico Pastificio Morelli 1860 SRL,pastamorelli.it,2021-12,2021-12,Food,0.9621195169660967,0.9822595933343525,0.44755244755244755,,,,,,0.4,,,,0.3,1.0,0.763995570632591,0.7635635018495684,0.1,0.22448979591836735,0.8872788678031521,0.8764901467845267,0.15,1.0,0.6312946447095701,0.6252023355301191,0.05,0.1829273893987521,low
36180,"Rummo USA, Inc.",pastarummo.it,2021-12,2021-12,Food,0.9884510722457612,0.9950364368343271,0.7902097902097902,4703378.875,0.135742061409458,1.0,0.6089431339280827,0.6565326149701751,0.4,1.0,0.8448472064170529,0.8524754459811585,0.3,1.0,0.9556184416360537,0.9554562268803946,0.1,0.3877551020408163,0.3286127831640858,0.35346455507026425,0.15,1.0,0.24789688173220623,0.24446467799745636,0.05,0.9056303410655966,high
36219,Pasta Zara Spa,pastazara.it,2021-12,2021-12,Food,0.9791469673237525,0.984737637805976,0.6083916083916084,,,1.0,0.48945049532045315,0.5476236290167404,0.4,1.0,0.6786893891032224,0.6866606534375627,0.3,,,,0.1,0.14285714285714285,0.8771871984560952,0.8665732126927488,0.15,0.975,0.23965990943343862,0.23878483061625622,0.05,0.7690053125834914,high
36220,Zini Prodotti Alimentari Spa,pastazini.it,2021-12,2021-12,Food,0.8211071090868407,0.8521197914012468,0.3916083916083916,,,,,,0.4,,,,0.3,,,,0.1,0.5102040816326531,0.9041469466525754,0.8918637116674584,0.15,0.775,0.11136680409692268,0.11356804254827148,0.05,0.11246049364657792,low
36285,Pasticceria Filippi Srl Societa' Benefit,pasticceriafilippi.it,2021-12,2021-12,Other,0.9037880851996146,0.885204776707605,0.32867132867132864,,,,,,0.4,,,,0.3,,,,0.1,0.14285714285714285,0.8171116114506272,0.8277958852401994,0.15,1.0,0.560524978589586,0.5683130774882659,0.05,0.07061440585319499,low
36286,Fraccaro Spumadoro Spa,pasticceriafraccaro.it,2021-12,2021-12,Food,0.8133043647728831,0.8430494827498344,0.2937062937062937,,,,,,0.4,,,,0.3,,,,0.1,0.22448979591836735,0.8892627395120158,0.8775907411054601,0.15,0.775,0.10789760278189131,0.11504942767950052,0.05,0.07330878449235624,low
39362,Good Catch,goodcatchfoods.com,2021-12,2021-12,Food,0.9872023444323341,0.9949997451969628,0.9300699300699301,2046574.34375,0.8693882488048876,1.0,0.8331508948607083,0.859438137386954,0.4,1.0,0.551861000860418,0.5597815193425536,0.3,1.0,0.38365879809466896,0.40135635018495686,0.1,0.7959183673469388,0.6564834811377108,0.6597657471876919,0.15,1.0,0.3579848429914311,0.3486494103364551,0.05,0.9632669154272406,high
39762,Good Food For Good Inc.,goodfoodforgood.ca,2021-12,2021-12,Food,0.9987945806656513,0.9996079430600147,0.972027972027972,734809.30078125,55.55130149393632,1.0,0.9659843467790488,0.9679622859341928,0.4,1.0,0.9117377667989675,0.9170675486069353,0.3,1.0,0.7368217531154975,0.7441430332922319,0.1,0.9183673469387755,0.634804484675826,0.6338844028406919,0.15,1.0,0.6591298834960571,0.6416926812348248,0.05,0.9844206927810997,high
39864,GOOD GOOD Natural Sweetness LLC,goodgood.net,2021-12,2021-12,Food,0.9996102236882944,0.999887207188843,0.6573426573426573,116450.10528564453,7.054126467503506,1.0,0.9889031799025778,0.9895131806811622,0.4,1.0,0.9877737378223098,0.987773100821808,0.3,1.0,0.9855518253563708,0.9852034525277436,0.1,,,,0.15,1.0,0.9798371380041481,0.9785235287316453,0.05,0.8500000000000003,high
42585,"Goshoku Co.,Ltd.",goshoku.co.jp,2021-12,2021-12,Other,0.53869683801905,0.5364500840850023,0.3006993006993007,,,,,,0.4,,,,0.3,,,,0.1,0.061224489795918366,0.621479115930708,0.6238988444146709,0.15,1.0,0.22307202538094892,0.21218764531596168,0.05,0.058543692352576344,low
43899,Gourmet International,gourmetint.com,2021-12,2021-12,Food,0.15288614922658275,0.11493451561942618,0.38461538461538464,,,,,,0.4,,,,0.3,,,,0.1,0.30612244897959184,0.17705509350732895,0.2160756282076532,0.15,1.0,0.4381730505639493,0.4375794889582611,0.05,0.09545626914287175,low
43939,Gourmet News,gourmetnews.com,2021-12,2021-12,Food,0.22907298200532694,0.21430566172348775,0.27972027972027974,,,,,,0.4,,,,0.3,,,,0.1,,,,0.15,1.0,0.007988686322299685,0.010622615331252168,0.05,0.049999999999999996,low
44055,Gourmino AG,gourmino.ch,2021-12,2021-12,Food,0.33846298207750775,0.30621549542203874,0.26573426573426573,,,,,,0.4,,,,0.3,,,,0.1,0.061224489795918366,0.4243785323714561,0.442995006777344,0.15,0.875,0.4089276834782348,0.40288617181177017,0.05,0.05356366971545768,low
46741,Grandma Emily Inc.,grandmaemily.com,2021-12,2021-12,Food,0.7642286398972146,0.5343654555028963,0.8811188811188811,65939.37963867188,-0.19153357007422056,1.0,0.4182858081112145,0.4718106599961516,0.4,1.0,0.39606983263482193,0.39987973541791944,0.3,,,,0.1,0.9183673469387755,0.9723510085925654,0.9644681812389216,0.15,1.0,0.4441346349413875,0.44844779743322927,0.05,0.8844206927810996,high
50464,"The Great Spirits Baking Company, LLC",greatspiritsbakingcompany.com,2021-12,2021-12,Food,0.9987223998671874,0.9995236881890299,0.5804195804195804,1513822.29296875,1.9595534913594665,1.0,0.8410869684199004,0.866172791995382,0.4,1.0,0.9978628327180882,0.9977450390859892,0.3,,,,0.1,0.22448979591836735,0.8182195699122363,0.8098868125629946,0.15,0.775,0.8891488144514682,0.875086715227194,0.05,0.7733087844923564,high
57474,"Wei-Chuan USA, Inc.",weichuanusa.com,2021-12,2021-12,Food,0.01493420720220007,0.00452258404253512,0.972027972027972,11803167.035004616,0.014545536932433212,1.0,0.08921241311367742,0.09784491052530306,0.4,1.0,0.16402065003191874,0.1761876127480457,0.3,1.0,0.13557906948130702,0.1409525277435265,0.1,0.9183673469387755,0.9963194412535037,0.9942537391243903,0.15,1.0,0.9659174779042486,0.9624017227425136,0.05,0.9844206927810997,high
63268,"Wabash Valley Farms, Inc",wfarms.com,2021-12,2021-12,Food,0.8078980229679301,0.8287186804600044,0.3706293706293706,,,,,,0.4,,,,0.3,1.0,0.7772660960047809,0.782367447595561,0.1,,,,0.15,1.0,0.6482855683266001,0.657836166030755,0.05,0.15000000000000002,low
65710,"White Camel Foods Group, LLC",whitecamelhummus.com,2021-12,2021-12,Food,0.3168592690972348,0.27972888956836367,0.2727272727272727,,,,,,0.4,,,,0.3,,,,0.1,0.061224489795918366,0.4390904287092772,0.45892466142243127,0.15,0.9,0.31881279849586314,0.31558561683431613,0.05,0.05390511008329917,low
65778,White Coffee Corp.,whitecoffee.com,2021-12,2021-12,Other,0.0009465999646078351,0.0022646893950975895,0.7832167832167832,31158.993041992188,-0.5538806387090439,1.0,0.06326966230638717,0.048268625393494226,0.4,1.0,0.2691998112631491,0.26739690721649484,0.3,1.0,0.2788392245091663,0.2832769126607989,0.1,0.3673469387755102,0.547704820107522,0.5485564845471059,0.15,1.0,0.07499596960435459,0.07632644058605445,0.05,0.9014646926997791,high
67080,Whoa Dough,whoadough.com,2021-12,2021-12,Food,0.9936408716553222,0.9971298985883912,0.8741258741258742,50201.654921770096,12.827421209871764,1.0,0.4269197088281977,0.49365018279776796,0.4,1.0,0.9839712453856615,0.9843656043295249,0.3,,,,0.1,0.8979591836734694,0.9980391030648348,0.9964896833763917,0.15,1.0,0.998538854034375,0.998081425598335,0.05,0.882303399851282,high
70788,Wild Hibiscus Flower Company,wildhibiscus.com,2021-12,2021-12,Non-Alcoholic Beverages,0.04068618072826988,0.009984881686456368,0.972027972027972,31083.569580078125,-0.6806016548682583,1.0,0.5363964752887089,0.5743527995183624,0.4,1.0,0.5516944683449444,0.5712545676004872,0.3,1.0,0.18329144182939905,0.1410756040530008,0.1,0.9183673469387755,0.000616872673804163,0.0013318112633181126,0.15,1.0,0.010959955213291258,0.010402705979960432,0.05,0.9844206927810997,high
71756,Wildwood Chocolate,wildwoodchocolate.com,2021-12,2021-12,Food,0.9966219386318852,0.9987952912398715,0.4195804195804196,,,0.5,0.927124952109901,0.9325572445641717,0.4,0.7142857142857143,0.8310527630519859,0.8349368610944077,0.3,,,,0.1,,,,0.15,0.875,0.9477429444267961,0.9397545959070412,0.05,0.34644326843540674,medium_high
76947,Caffe’ Trombetta Spa,caffetrombetta.it,2021-12,2021-12,Non-Alcoholic Beverages,0.8931509470059308,0.9289683874365116,0.25874125874125875,,,,,,0.4,1.0,0.7528796247467318,0.743605359317905,0.3,,,,0.1,,,,0.15,0.4,0.27990944704332216,0.2456442657476546,0.05,0.3214592273485032,medium_high
78437,Calabro Cheese Corp.,calabrocheese.com,2021-12,2021-12,Food,0.004828895417241105,0.0011863629414462621,0.7902097902097902,4446798.4375,-0.15336445757206296,1.0,0.1204367577034645,0.13868578025784106,0.4,1.0,0.26897776790918426,0.2787632792142714,0.3,1.0,0.11688608440405673,0.1316276202219482,0.1,0.3877551020408163,0.0185785507512751,0.03131480473139706,0.15,1.0,0.6063551686678063,0.6082422823447797,0.05,0.9079036125022706,high
80685,J&G Partners LLC,calufe.us,2021-12,2021-12,Non-Alcoholic Beverages,0.8547924239525541,0.8952895411846643,0.24475524475524477,,,,,,0.4,,,,0.3,,,,0.1,0.14285714285714285,0.7608521343564766,0.7354927701674278,0.15,0.7,0.7906813171264946,0.7831386814729722,0.05,0.05627578485253312,low
80809,Calvisius Caviar,calvisiususa.com,2021-12,2021-12,Other,0.9776327135959282,0.9691022439654148,0.24475524475524477,,,,,,0.4,,,,0.3,,,,0.1,0.2653061224489796,0.9886297844966228,0.9933782512914987,0.15,0.55,0.6859801412032959,0.7127011243153027,0.05,0.06978842572476837,low
82506,Campo D'Oro S.r.l.,campodoro.com,2021-12,2021-12,Food,0.9982604427570178,0.9993735242657426,0.6923076923076923,18509.839985847473,,1.0,0.866400306496634,0.8874350586877044,0.4,1.0,0.8474839712453857,0.8510723591902185,0.3,,,,0.1,0.3673469387755102,0.9657606947571566,0.9543658838930917,0.15,1.0,0.8300227402745023,0.805147271360851,0.05,0.8039999614954483,high
84195,Candy Club LLC,candyclub.com,2021-12,2021-12,Food,0.9929407179102215,0.9971788207715436,0.8811188811188811,137633.8257446289,,0.9,0.7980679765749001,0.8281700981335386,0.4,1.0,0.993491354186905,0.993535778713169,0.3,0.9230769230769231,0.7493452621587893,0.7344327990135635,0.1,0.7142857142857143,0.07614299499149933,0.09851477692690895,0.15,1.0,0.27807417152411534,0.27548705052607236,0.05,0.9233335874333665,high
85817,Damilano Barolo,cantinedamilano.it,2021-12,2021-12,Food,0.27667621859233005,0.2659545771118925,0.21678321678321677,,,,,,0.4,,,,0.3,,,,0.1,,,,0.15,0.775,0.11204635941333765,0.11593464562377154,0.05,0.04038139509360417,low
85852,Cantine Sgarzi Luigi Srl,cantinesgarzi.com,2021-12,2021-12,Alcoholic Beverages,0.8989666544521803,0.9376235370058944,0.2937062937062937,,,,,,0.4,,,,0.3,,,,0.1,0.22448979591836735,0.865589532693103,0.83862495499121,0.15,0.775,0.7636106631004184,0.8044537383520435,0.05,0.07330878449235624,low
88866,"Carbone Fine Food, LLC",carbonefinefood.com,2021-12,2021-12,Food,0.9938068874917895,0.9978847950534238,0.3916083916083916,,,,,,0.4,0.7142857142857143,0.9997085680979211,0.9997995590298657,0.3,,,,0.1,0.2857142857142857,0.9773962688967514,0.9691949442172457,0.15,0.675,0.9944186672961113,0.993716759162909,0.05,0.2816821413405607,medium_low
90083,Carfagna's Inc,carfagnas.com,2021-12,2021-12,Food,0.019546560224049197,0.005448708148601131,0.7272727272727273,1984380.8125,-0.10288577349265793,1.0,0.24552569645886924,0.2911294977871849,0.4,1.0,0.44186627439007464,0.4457807175786731,0.3,,,,0.1,0.5714285714285714,0.07738190966318982,0.09021397870639619,0.15,0.875,0.6082591479777617,0.603556046941843,0.05,0.8253595033913697,high
90109,Cargo-Partner GmbH,cargo-partner.com,2021-12,2021-12,Other,0.9214336073885357,0.9050991183814912,0.42657342657342656,,,,,,0.4,,,,0.3,,,,0.1,0.42857142857142855,0.9608934889491338,0.9722479162104015,0.15,1.0,0.25303300026733255,0.257631590408128,0.05,0.11653105013814671,low
90730,"Carl Brandt, Inc.",carlbrandt.com,2021-12,2021-12,Food,0.3434290210118304,0.2945862848018482,0.4755244755244755,399841.92857420444,0.3829681221198642,,,,0.4,,,,0.3,1.0,0.3154342361977748,0.34841245376078916,0.1,0.30612244897959184,0.6689323622662317,0.6719881367517406,0.15,1.0,0.02425379860538107,0.028117412417620533,0.05,0.19545626914287179,low
91500,Carmencita Usa,carmencita.com,2021-12,2021-12,Other,0.013065607523363042,0.03558477297049381,0.8601398601398601,366861.1953125,-0.08083901748348243,1.0,0.16838158830934266,0.14146713726986548,0.4,1.0,0.8427100391351411,0.8466494845360825,0.3,1.0,0.30741919041006804,0.30977206048296096,0.1,0.5918367346938775,0.45166337361576986,0.441930871004728,0.15,1.0,0.04560435187496727,0.04704900598613958,0.05,0.9343920820985312,high
91703,"Old World Provisions, Inc.",carnegiedeli.com,2021-12,2021-12,Other,0.14024004876253823,0.16736007066537567,0.4825174825174825,,,,,,0.4,,,,0.3,,,,0.1,0.5918367346938775,0.26744015071451543,0.24095435631191786,0.15,1.0,0.44730181167134553,0.4484533113424771,0.05,0.13439208209853082,low
92742,Vintage Food Corp.,vintagefood.com,2021-12,2021-12,Other,0.4763237652769156,0.4649822487217381,0.27972027972027974,,,,,,0.4,,,,0.3,,,,0.1,,,,0.15,1.0,0.462270394992378,0.47444897592197927,0.05,0.049999999999999996,low
93160,Nam Viet Foods and Beverage Joint Stock Company,vinut.com.vn,2021-12,2021-12,Non-Alcoholic Beverages,0.49400548434411073,0.5480201804005503,0.27972027972027974,,,,,,0.4,,,,0.3,,,,0.1,0.2653061224489796,0.4500045949547397,0.4362157534246575,0.15,0.675,0.7567654527409752,0.7445912310932414,0.05,0.07158505645170732,low
94401,Virtual Packaging,virtualpackaging.com,2021-12,2021-12,Household Durables,0.28388715649970764,0.197457405425606,0.40559440559440557,,,,,,0.4,,,,0.3,,,,0.1,0.3673469387755102,0.3400944263199007,0.41000382033509797,0.15,1.0,0.39771332016850797,0.40627514078841515,0.05,0.10146469269977877,low
94554,Virú S.A.,viru.com.pe,2021-12,2021-12,Alcoholic Beverages,0.9032612678636863,0.9495435628259355,0.35664335664335667,,,,,,0.4,,,,0.3,,,,0.1,0.22448979591836735,0.8203734549464687,0.7857157986147884,0.15,1.0,0.995904301741607,0.9948932423508695,0.05,0.08292738939875208,low
97625,Grandi Salumifici Italiani Spa,vitellifoods.com,2021-12,2021-12,Food,0.8534441067987094,0.8801338565289032,0.4405594405594406,,,,,,0.4,,,,0.3,,,,0.1,0.6530612244897959,0.9393684234710288,0.927789427343397,0.15,0.775,0.16376364807605578,0.18432766793849,0.05,0.13963641650479525,low
99440,Symrise Inc.,vnllaextractco.com,2021-12,2021-12,Other,0.9930830788936297,0.9889116512935501,0.3146853146853147,,,,,,0.4,,,,0.3,,,,0.1,0.3673469387755102,0.988714791159307,0.9937132035608003,0.15,0.675,0.9704964835223141,0.9729619238814797,0.05,0.08855060172275137,low
101159,"Voyage-Marché, Inc.",voyage-marche.com,2021-12,2021-12,Food,0.6075963072303506,0.6398393042178396,0.21678321678321677,,,,,,0.4,,,,0.3,,,,0.1,,,,0.15,0.775,0.7467425220005184,0.7209106544109145,0.05,0.04038139509360417,low
