,canonical_brand_url,instagram_id,fct_date,fct_followers_count,fct_following_count,est_following_count,est_posts_count,est_followers_count,fct_posts_count,sum(comments_count),sum(likes_count)
206,cerave.com,2702483799947922141,2017-02-01,,,,,,,,
207,cleanandclear.com,2683864880119081946,2017-02-01,71233.0,210.0,197.65009,572.7015,70910.28,580.0,,
208,innbeautyproject.com,13337820465,2017-02-01,,,,,,,,
209,rosenskincare.com,2700700217578606056,2017-02-01,,,,,,,,
210,innbeautyproject.com,13337820465,2017-03-01,,,,,,,,
211,hellobubble.com,12011987834,2017-03-01,,,,,,,,
212,cleanandclear.com,2683864880119081946,2017-03-01,71978.0,209.0,203.32509,580.3508,71444.15,588.0,,
213,neutrogena.com,2702576867654680863,2017-03-01,166367.0,175.0,174.98555,488.04813,158762.12,510.0,,
214,cetaphil.com,327543926,2017-03-01,13106.0,118.0,117.564316,192.79892,12707.651,193.0,,
215,cerave.com,2702483799947922141,2017-03-01,,,,,,,,
216,rosenskincare.com,2700700217578606056,2017-03-01,,,,,,,,
217,lovekinship.com,2706309817806813229,2017-03-01,,,,,,,,
218,innbeautyproject.com,13337820465,2017-04-01,,,,,,,,
219,neutrogena.com,2702576867654680863,2017-04-01,179415.0,175.0,174.99278,505.5246,169088.88,523.0,,
220,lovekinship.com,2706309817806813229,2017-04-01,,,,,,,,
221,hellobubble.com,12011987834,2017-04-01,,,,,,,,
222,cerave.com,2702483799947922141,2017-04-01,,,,,,,,
223,cleanandclear.com,2683864880119081946,2017-04-01,73676.0,209.0,206.16255,592.6755,72560.08,605.0,,
224,cetaphil.com,327543926,2017-04-01,13576.0,118.0,117.78217,192.89948,13141.853,193.0,,
225,rosenskincare.com,2700700217578606056,2017-04-01,,,,,,,,
226,hellobubble.com,12011987834,2017-05-01,,,,,,,,
227,neutrogena.com,2702576867654680863,2017-05-01,191286.0,175.0,174.99638,521.2625,180187.61,537.0,,
228,innbeautyproject.com,13337820465,2017-05-01,,,,,,,,
229,cleanandclear.com,2683864880119081946,2017-05-01,75272.0,215.0,210.58128,605.33777,73916.04,618.0,,
230,cerave.com,2702483799947922141,2017-05-01,,,,,,,,
231,cetaphil.com,327543926,2017-05-01,14120.0,118.0,117.89109,193.94977,13630.941,195.0,,
232,lovekinship.com,2706309817806813229,2017-05-01,,,,,,,,
233,rosenskincare.com,2700700217578606056,2017-05-01,,,,,,,,
234,cerave.com,2702483799947922141,2017-06-01,,,,,,,,
235,cetaphil.com,327543926,2017-06-01,15083.0,121.0,119.44557,194.9749,14356.981,196.0,,
236,lovekinship.com,2706309817806813229,2017-06-01,,,,,,,,
237,hellobubble.com,12011987834,2017-06-01,,,,,,,,
238,innbeautyproject.com,13337820465,2017-06-01,,,,,,,,
239,neutrogena.com,2702576867654680863,2017-06-01,207586.0,174.0,174.49818,542.6314,193886.9,564.0,,
240,rosenskincare.com,2700700217578606056,2017-06-01,,,,,,,,
241,cleanandclear.com,2683864880119081946,2017-06-01,77410.0,217.0,213.79065,617.6689,75663.02,630.0,,
242,hellobubble.com,12011987834,2017-07-01,,,,,,,,
243,innbeautyproject.com,13337820465,2017-07-01,,,,,,,,
244,cetaphil.com,327543926,2017-07-01,15894.0,121.0,120.22279,196.48746,15125.497,198.0,847.0,10907.0
245,neutrogena.com,2702576867654680863,2017-07-01,215430.0,175.0,174.7491,561.8158,204658.5,581.0,,
246,lovekinship.com,2706309817806813229,2017-07-01,,,,,,,,
247,rosenskincare.com,2700700217578606056,2017-07-01,,,,,,,,
248,cerave.com,2702483799947922141,2017-07-01,,,,,,,,
249,cleanandclear.com,2683864880119081946,2017-07-01,78381.0,216.0,214.89532,623.8345,77022.016,630.0,,
250,innbeautyproject.com,13337820465,2017-08-01,,,,,,,,
251,cleanandclear.com,2683864880119081946,2017-08-01,,,216.44766,629.91724,79928.26,,,
252,rosenskincare.com,2700700217578606056,2017-08-01,,,,,,,,
253,neutrogena.com,2702576867654680863,2017-08-01,,,174.87454,587.8079,218465.38,,,
254,hellobubble.com,12011987834,2017-08-01,,,,,,,,
255,cetaphil.com,327543926,2017-08-01,,,119.61139,199.24374,16248.003,,,
256,lovekinship.com,2706309817806813229,2017-08-01,,,,,,,,
257,cerave.com,2702483799947922141,2017-08-01,,,,,,,,
258,cerave.com,2702483799947922141,2017-09-01,,,,,,,,
259,cetaphil.com,327543926,2017-09-01,18847.0,117.0,118.305695,202.62187,17547.504,206.0,38.0,669.0
260,cleanandclear.com,2683864880119081946,2017-09-01,87288.0,220.0,218.22383,635.9586,83608.125,642.0,,
261,innbeautyproject.com,13337820465,2017-09-01,,,,,,,,
262,neutrogena.com,2702576867654680863,2017-09-01,,,174.93727,617.204,233789.9,,,
263,rosenskincare.com,2700700217578606056,2017-09-01,,,,,,,,
264,lovekinship.com,2706309817806813229,2017-09-01,,,,,,,,
265,hellobubble.com,12011987834,2017-09-01,,,,,,,,
266,neutrogena.com,2702576867654680863,2017-10-01,,,174.96864,648.302,249873.27,,,
267,cetaphil.com,327543926,2017-10-01,19754.0,124.0,121.15285,108.31085,18650.754,14.0,147.0,1913.0
268,rosenskincare.com,2700700217578606056,2017-10-01,,,,,,,,
269,cleanandclear.com,2683864880119081946,2017-10-01,89916.0,220.0,219.11192,641.4793,86762.06,647.0,,
270,cerave.com,2702483799947922141,2017-10-01,,,,,,,,
271,hellobubble.com,12011987834,2017-10-01,,,,,,,,
272,innbeautyproject.com,13337820465,2017-10-01,,,,,,,,
273,lovekinship.com,2706309817806813229,2017-10-01,,,,,,,,
274,rosenskincare.com,2700700217578606056,2017-11-01,,,,,,,,
275,innbeautyproject.com,13337820465,2017-11-01,,,,,,,,
276,cerave.com,2702483799947922141,2017-11-01,,,,,,,,
277,cleanandclear.com,2683864880119081946,2017-11-01,,,219.30595,644.9896,89052.53,,,
278,neutrogena.com,2702576867654680863,2017-11-01,,,174.98431,680.25104,266336.03,,,
279,cetaphil.com,327543926,2017-11-01,,,122.82642,62.905403,19582.877,,,
280,hellobubble.com,12011987834,2017-11-01,,,,,,,,
281,lovekinship.com,2706309817806813229,2017-11-01,,,,,,,,
282,cetaphil.com,327543926,2017-12-01,21276.0,125.0,123.913216,41.952698,20429.44,21.0,71.0,307.0
283,neutrogena.com,2702576867654680863,2017-12-01,299641.0,175.0,174.99216,712.6255,282988.53,745.0,,
284,lovekinship.com,2706309817806813229,2017-12-01,,,,,,,,
285,hellobubble.com,12011987834,2017-12-01,,,,,,,,
286,rosenskincare.com,2700700217578606056,2017-12-01,,,,,,,,
287,innbeautyproject.com,13337820465,2017-12-01,,,,,,,,
288,cerave.com,2702483799947922141,2017-12-01,,,,,,,,
289,cleanandclear.com,2683864880119081946,2017-12-01,92770.0,219.0,219.15298,647.4948,90911.266,650.0,,
290,cetaphil.com,327543926,2018-01-01,23023.0,139.0,131.4566,32.97635,21726.219,24.0,,
291,cleanandclear.com,2683864880119081946,2018-01-01,94627.0,220.0,219.57649,649.24744,92769.13,651.0,,
292,neutrogena.com,2702576867654680863,2018-01-01,314909.0,185.0,179.99608,743.81274,298948.75,775.0,,
293,innbeautyproject.com,13337820465,2018-01-01,,,,,,,,
294,lovekinship.com,2706309817806813229,2018-01-01,,,,,,,,
295,hellobubble.com,12011987834,2018-01-01,,,,,,,,
296,rosenskincare.com,2700700217578606056,2018-01-01,,,,,,,,
297,cerave.com,2702483799947922141,2018-01-01,,,,,,,,
298,innbeautyproject.com,13337820465,2018-02-01,,,,,,,,
299,lovekinship.com,2706309817806813229,2018-02-01,,,,,,,,
300,hellobubble.com,12011987834,2018-02-01,,,,,,,,
301,rosenskincare.com,2700700217578606056,2018-02-01,,,,,,,,
302,neutrogena.com,2702576867654680863,2018-02-01,328656.0,185.0,182.49805,775.9064,313802.38,808.0,,
303,cetaphil.com,327543926,2018-02-01,24376.0,139.0,135.2283,28.488173,23051.11,24.0,,
304,cleanandclear.com,2683864880119081946,2018-02-01,95964.0,220.0,219.78824,651.6237,94366.57,654.0,,
305,cerave.com,2702483799947922141,2018-02-01,7317.0,0.0,0.0,33.0,7317.0,33.0,,
306,rosenskincare.com,2700700217578606056,2018-03-01,,,,,,,,
307,lovekinship.com,2706309817806813229,2018-03-01,,,,,,,,
308,cleanandclear.com,2683864880119081946,2018-03-01,98443.0,227.0,223.39412,334.81186,96404.78,18.0,,
309,innbeautyproject.com,13337820465,2018-03-01,,,,,,,,
310,neutrogena.com,2702576867654680863,2018-03-01,344572.0,185.0,183.74902,806.9532,329187.2,838.0,,
311,cetaphil.com,327543926,2018-03-01,25896.0,139.0,137.11415,26.244087,24473.555,24.0,,
312,hellobubble.com,12011987834,2018-03-01,,,,,,,,
313,cerave.com,2702483799947922141,2018-03-01,12097.0,0.0,0.0,43.0,10503.667,48.0,,
314,cleanandclear.com,2683864880119081946,2018-04-01,105960.0,231.0,227.19707,187.90593,101182.39,41.0,,
315,lovekinship.com,2706309817806813229,2018-04-01,,,,,,,,
316,neutrogena.com,2702576867654680863,2018-04-01,382784.0,198.0,190.87451,864.9766,355985.6,923.0,,
317,rosenskincare.com,2700700217578606056,2018-04-01,,,,,,,,
318,innbeautyproject.com,13337820465,2018-04-01,,,,,,,,
319,cerave.com,2702483799947922141,2018-04-01,15220.0,0.0,0.0,51.57143,13198.714,58.0,,
320,hellobubble.com,12011987834,2018-04-01,,,,,,,,
321,cetaphil.com,327543926,2018-04-01,28194.0,139.0,138.05708,25.122044,26333.777,24.0,59.0,462.0
322,cetaphil.com,327543926,2018-05-01,28550.0,139.0,138.52853,25.561022,27441.889,26.0,104.0,780.0
323,hellobubble.com,12011987834,2018-05-01,,,,,,,,
324,lovekinship.com,2706309817806813229,2018-05-01,,,,,,,,
325,cerave.com,2702483799947922141,2018-05-01,17339.0,0.0,0.0,59.266666,15406.866,66.0,,
326,cleanandclear.com,2683864880119081946,2018-05-01,108013.0,267.0,247.09853,119.452965,104597.695,51.0,,
327,innbeautyproject.com,13337820465,2018-05-01,,,,,,,,
328,neutrogena.com,2702576867654680863,2018-05-01,402481.0,199.0,194.93726,910.4883,379233.3,956.0,,
329,rosenskincare.com,2700700217578606056,2018-05-01,,,,,,,,
330,hellobubble.com,12011987834,2018-06-01,,,,,,,,
331,neutrogena.com,2702576867654680863,2018-06-01,421286.0,199.0,196.96863,951.74414,400259.66,993.0,,
332,innbeautyproject.com,13337820465,2018-06-01,,,,,,,,
333,cerave.com,2702483799947922141,2018-06-01,19076.0,0.0,0.0,66.354836,17300.613,73.0,,
334,lovekinship.com,2706309817806813229,2018-06-01,,,,,,,,
335,cetaphil.com,327543926,2018-06-01,28931.0,139.0,138.76427,27.28051,28186.445,29.0,234.0,3117.0
336,rosenskincare.com,2700700217578606056,2018-06-01,,,,,,,,
337,cleanandclear.com,2683864880119081946,2018-06-01,109462.0,271.0,259.04926,90.22648,107029.85,61.0,,
338,rosenskincare.com,2700700217578606056,2018-07-01,,,,,,,,
339,cleanandclear.com,2683864880119081946,2018-07-01,112473.0,270.0,264.52463,80.61324,109751.42,71.0,,
340,innbeautyproject.com,13337820465,2018-07-01,,,,,,,,
341,cerave.com,2702483799947922141,2018-07-01,21491.0,0.0,0.0,72.77778,19429.064,79.0,,
342,cetaphil.com,327543926,2018-07-01,30552.0,154.0,146.38214,31.640255,29369.223,36.0,100.0,2591.0
343,hellobubble.com,12011987834,2018-07-01,,,,,,,,
344,neutrogena.com,2702576867654680863,2018-07-01,435968.0,199.0,197.98431,986.8721,418113.8,1022.0,,
345,lovekinship.com,2706309817806813229,2018-07-01,,,,,,,,
346,rosenskincare.com,2700700217578606056,2018-08-01,,,,,,,,
347,cleanandclear.com,2683864880119081946,2018-08-01,116546.0,267.0,265.76233,83.30662,113148.71,86.0,,
348,cerave.com,2702483799947922141,2018-08-01,23596.0,0.0,0.0,84.98425,21528.938,97.0,,
349,innbeautyproject.com,13337820465,2018-08-01,,,,,,,,
350,cetaphil.com,327543926,2018-08-01,31717.0,154.0,150.19107,35.82013,30543.111,40.0,77.0,2711.0
351,hellobubble.com,12011987834,2018-08-01,,,,,,,,
352,lovekinship.com,2706309817806813229,2018-08-01,,,,,,,,
353,neutrogena.com,2702576867654680863,2018-08-01,445736.0,199.0,198.49216,1021.93604,431924.9,1057.0,,
354,neutrogena.com,2702576867654680863,2018-09-01,452355.0,198.0,198.24608,1053.968,442139.97,1086.0,,
355,rosenskincare.com,2700700217578606056,2018-09-01,,,,,,,,
356,cetaphil.com,327543926,2018-09-01,32560.0,166.0,158.09554,41.410065,31551.555,47.0,173.0,4476.0
357,innbeautyproject.com,13337820465,2018-09-01,,,,,,,,
358,cerave.com,2702483799947922141,2018-09-01,25812.0,3.0,1.5058824,97.541176,23678.867,110.0,,
359,lovekinship.com,2706309817806813229,2018-09-01,,,,,,,,
360,cleanandclear.com,2683864880119081946,2018-09-01,118194.0,263.0,264.38116,87.65331,115671.36,92.0,,
